,成交时间,成交价格,成交金额,成交量,性质
0,09:25:00,47.99,321533,67,卖盘
1,09:30:00,47.91,277959,58,卖盘
2,09:30:03,47.76,315993,66,卖盘
3,09:30:06,47.72,233470,49,卖盘
4,09:30:09,47.75,42969,9,中性盘
5,09:30:12,47.71,138387,29,卖盘
6,09:30:15,47.65,81070,17,卖盘
7,09:30:18,47.69,9538,2,中性盘
8,09:30:21,47.69,23843,5,买盘
9,09:30:27,47.55,33301,7,卖盘
10,09:30:30,47.6,14280,3,中性盘
11,09:30:33,47.55,42795,9,卖盘
12,09:30:36,47.56,71329,15,买盘
13,09:30:39,47.6,4760,1,中性盘
14,09:30:42,47.65,123795,26,买盘
15,09:30:45,47.69,314500,66,买盘
16,09:30:48,47.71,9542,2,买盘
17,09:30:51,47.76,42978,9,买盘
18,09:30:54,47.67,42920,9,卖盘
19,09:30:57,47.68,19076,4,卖盘
20,09:31:00,47.68,114417,24,卖盘
21,09:31:03,47.76,14328,3,中性盘
22,09:31:09,47.76,28624,6,中性盘
23,09:31:12,47.76,4776,1,买盘
24,09:31:15,47.72,143201,30,卖盘
25,09:31:18,47.76,57312,12,中性盘
26,09:31:21,47.92,189200,40,买盘
27,09:31:24,47.85,157968,33,卖盘
28,09:31:27,47.88,4788,1,中性盘
29,09:31:30,47.83,86140,18,卖盘
30,09:31:33,47.86,4786,1,中性盘
31,09:31:36,47.87,9579,2,卖盘
32,09:31:39,47.89,19154,4,中性盘
33,09:31:42,47.89,4789,1,卖盘
34,09:31:45,48.02,91174,19,买盘
35,09:31:48,47.95,4795,1,中性盘
36,09:31:51,48.1,172815,36,买盘
37,09:31:54,48.11,81577,17,买盘
38,09:31:57,47.98,67177,14,卖盘
39,09:32:00,47.99,9598,2,中性盘
40,09:32:03,47.98,38450,8,卖盘
41,09:32:06,48.07,14407,3,买盘
42,09:32:09,48.0,43196,9,中性盘
43,09:32:12,47.99,28789,6,中性盘
44,09:32:15,47.97,67122,14,中性盘
45,09:32:18,47.8,306535,64,卖盘
46,09:32:21,47.83,62245,13,中性盘
47,09:32:30,47.93,4793,1,买盘
48,09:32:33,47.94,105345,22,买盘
49,09:32:36,48.01,19200,4,买盘
50,09:32:39,47.94,4794,1,中性盘
51,09:32:42,48.0,519113,108,中性盘
52,09:32:48,48.0,9600,2,卖盘
53,09:32:54,48.01,19212,4,中性盘
54,09:32:57,47.97,177525,37,卖盘
55,09:33:00,47.9,110323,23,卖盘
56,09:33:03,47.89,23981,5,中性盘
57,09:33:06,47.8,162512,34,卖盘
58,09:33:12,47.81,19121,4,中性盘
59,09:33:15,47.91,1092971,229,买盘
60,09:33:18,47.84,14364,3,中性盘
61,09:33:21,47.9,4790,1,中性盘
62,09:33:24,47.86,14358,3,中性盘
63,09:33:27,47.86,4786,1,中性盘
64,09:33:33,47.95,9582,2,买盘
65,09:33:36,48.0,479980,100,买盘
66,09:33:42,48.03,4803,1,买盘
67,09:33:45,48.04,4804,1,中性盘
68,09:33:48,48.04,38466,8,卖盘
69,09:33:51,48.05,52885,11,中性盘
70,09:33:54,48.13,9624,2,买盘
71,09:33:57,48.13,33679,7,买盘
72,09:34:00,48.2,260059,54,买盘
73,09:34:03,48.25,19300,4,买盘
74,09:34:06,48.19,43375,9,中性盘
75,09:34:09,48.28,14481,3,买盘
76,09:34:12,48.18,1448252,301,卖盘
77,09:34:15,48.28,38624,8,买盘
78,09:34:18,48.2,33755,7,中性盘
79,09:34:21,48.12,626090,130,卖盘
80,09:34:24,48.19,101147,21,买盘
81,09:34:30,48.19,57831,12,卖盘
82,09:34:33,48.25,410381,85,买盘
83,09:34:36,48.28,348070,72,中性盘
84,09:34:42,48.34,28999,6,买盘
85,09:34:45,48.34,38650,8,买盘
86,09:34:48,48.34,14502,3,买盘
87,09:34:51,48.3,57966,12,中性盘
88,09:34:54,48.36,38676,8,中性盘
89,09:34:57,48.4,188752,39,买盘
90,09:35:00,48.42,77460,16,买盘
91,09:35:03,48.36,169526,35,卖盘
92,09:35:06,48.45,614415,127,中性盘
93,09:35:09,48.45,48465,10,卖盘
94,09:35:12,48.35,522611,108,卖盘
95,09:35:15,48.3,101485,21,卖盘
96,09:35:18,48.3,38646,8,卖盘
97,09:35:21,48.3,57960,12,卖盘
98,09:35:24,48.33,28983,6,买盘
99,09:35:27,48.3,381625,79,卖盘
100,09:35:30,48.31,550701,114,买盘
101,09:35:33,48.3,72492,15,卖盘
102,09:35:36,48.4,33844,7,买盘
103,09:35:39,48.42,106458,22,买盘
104,09:35:42,48.41,43562,9,买盘
105,09:35:45,48.3,43502,9,卖盘
106,09:35:48,48.37,19343,4,中性盘
107,09:35:51,48.32,72469,15,中性盘
108,09:35:54,48.3,91752,19,卖盘
109,09:35:57,48.35,289960,60,买盘
110,09:36:00,48.31,4831,1,卖盘
111,09:36:03,48.3,145036,30,卖盘
112,09:36:06,48.29,14493,3,中性盘
113,09:36:09,48.21,24124,5,中性盘
114,09:36:12,48.29,38628,8,中性盘
115,09:36:15,48.29,149706,31,买盘
116,09:36:18,48.29,9658,2,卖盘
117,09:36:21,48.28,28968,6,买盘
118,09:36:24,48.29,38630,8,中性盘
