,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-16,601127,77.2,76.4,78.19,75.6,487256,3805588664.0,3.4,0.43,0.33,3.23
1,2024-07-17,601127,75.65,74.62,76.38,72.38,590408,4451506542.0,5.24,-2.33,-1.78,3.91
2,2024-07-18,601127,72.91,75.97,76.0,72.91,454796,3454254057.0,4.14,1.81,1.35,3.01
3,2024-07-19,601127,75.58,74.0,76.22,73.91,348778,2662871014.0,3.04,-2.59,-1.97,2.31
4,2024-07-22,601127,74.0,77.17,78.55,73.73,592542,4622007518.0,6.51,4.28,3.17,3.92
5,2024-07-23,601127,76.73,74.85,77.17,74.72,319479,2460838868.0,3.17,-3.01,-2.32,2.12
6,2024-07-24,601127,74.44,72.74,74.69,72.5,271847,2026287154.0,2.93,-2.82,-2.11,1.8
7,2024-07-25,601127,72.17,71.57,73.31,70.87,291099,2131046660.0,3.35,-1.61,-1.17,1.93
8,2024-07-26,601127,71.8,72.72,74.08,71.8,274151,2032064391.0,3.19,1.61,1.15,1.82
9,2024-07-29,601127,76.19,76.66,77.59,74.8,493122,3837308854.0,3.84,5.42,3.94,3.27
10,2024-07-30,601127,76.67,74.32,76.67,73.95,308741,2342876729.0,3.55,-3.05,-2.34,2.04
11,2024-07-31,601127,73.7,78.33,79.39,73.6,573781,4513200426.0,7.79,5.4,4.01,3.8
12,2024-08-01,601127,78.33,76.74,78.68,76.7,319150,2508747232.0,2.53,-2.03,-1.59,2.11
13,2024-08-02,601127,75.9,74.95,77.58,74.71,303791,2344404387.0,3.74,-2.33,-1.79,2.01
14,2024-08-05,601127,74.9,73.77,76.99,73.69,331791,2533820188.0,4.4,-1.57,-1.18,2.2
15,2024-08-06,601127,75.0,74.96,75.7,73.83,240686,1829229158.0,2.53,1.61,1.19,1.59
16,2024-08-07,601127,74.69,76.13,77.33,74.12,318309,2462614437.0,4.28,1.56,1.17,2.11
17,2024-08-08,601127,75.21,74.49,76.05,73.7,263737,2003375085.0,3.09,-2.15,-1.64,1.75
18,2024-08-09,601127,75.25,74.7,75.68,74.32,176168,1342416399.0,1.83,0.28,0.21,1.17
19,2024-08-12,601127,77.7,76.0,78.5,75.39,351106,2745693812.0,4.16,1.74,1.3,2.33
20,2024-08-13,601127,75.5,76.06,77.2,74.85,222813,1718109897.0,3.09,0.08,0.06,1.48
