,成交时间,成交价格,成交金额,成交量,性质
0,09:25:00,13.02,2617020,2010,买盘
1,09:30:00,13.01,2007174,1542,卖盘
2,09:30:03,13.03,2463320,1891,买盘
3,09:30:06,13.03,446998,343,卖盘
4,09:30:09,13.03,92555,71,卖盘
5,09:30:12,13.03,1133620,870,卖盘
6,09:30:15,13.03,616053,473,卖盘
7,09:30:18,13.02,568942,437,卖盘
8,09:30:21,13.01,1457642,1120,卖盘
9,09:30:24,12.98,1994933,1535,卖盘
10,09:30:27,12.99,453128,349,买盘
11,09:30:30,12.98,1079944,831,卖盘
12,09:30:33,12.97,1060191,817,卖盘
13,09:30:36,13.01,1086103,836,买盘
14,09:30:39,13.01,584160,449,卖盘
15,09:30:42,13.03,527543,405,买盘
16,09:30:45,13.04,1660054,1274,买盘
17,09:30:48,13.05,523931,402,买盘
18,09:30:51,13.05,911480,699,买盘
19,09:30:54,13.05,200937,154,买盘
20,09:30:57,13.05,391224,300,买盘
21,09:31:00,13.04,655942,503,中性盘
22,09:31:03,13.02,343014,263,卖盘
23,09:31:06,13.02,139347,107,卖盘
24,09:31:09,13.02,191406,147,卖盘
25,09:31:12,13.01,83306,64,卖盘
26,09:31:15,13.01,291424,224,卖盘
27,09:31:18,13.02,757520,582,买盘
28,09:31:21,13.0,324088,249,卖盘
29,09:31:24,13.01,542790,417,中性盘
30,09:31:27,13.01,104098,80,卖盘
31,09:31:30,13.01,50739,39,买盘
32,09:31:33,13.0,560534,431,卖盘
33,09:31:36,13.01,1869397,1436,买盘
34,09:31:39,13.02,246078,189,卖盘
35,09:31:42,13.04,289199,222,买盘
36,09:31:45,13.04,632035,485,卖盘
37,09:31:48,13.05,88705,68,买盘
38,09:31:51,13.01,1114548,856,卖盘
39,09:31:54,13.05,474538,364,买盘
40,09:31:57,13.03,27363,21,中性盘
41,09:32:00,13.02,409210,314,卖盘
42,09:32:03,13.04,464309,356,中性盘
43,09:32:06,13.03,66524,51,卖盘
44,09:32:09,13.08,947034,725,买盘
45,09:32:12,13.06,177646,136,卖盘
46,09:32:15,13.1,586131,448,买盘
47,09:32:18,13.13,439182,335,买盘
48,09:32:21,13.1,329093,251,卖盘
49,09:32:24,13.13,576426,439,中性盘
50,09:32:27,13.1,710865,542,卖盘
51,09:32:30,13.13,313802,239,买盘
52,09:32:33,13.11,93123,71,卖盘
53,09:32:36,13.12,606517,462,买盘
54,09:32:39,13.12,108896,83,买盘
55,09:32:42,13.12,253509,193,买盘
56,09:32:45,13.13,158760,121,买盘
57,09:32:48,13.12,1580693,1205,卖盘
58,09:32:51,13.13,514401,392,买盘
59,09:32:54,13.12,186291,142,卖盘
60,09:32:57,13.12,284817,217,中性盘
61,09:33:00,13.13,150995,115,买盘
62,09:33:03,13.13,598525,456,买盘
63,09:33:06,13.11,476222,363,卖盘
64,09:33:09,13.12,1557693,1189,买盘
65,09:33:12,13.1,166307,127,买盘
66,09:33:15,13.08,531068,406,卖盘
67,09:33:18,13.07,90328,69,卖盘
68,09:33:21,13.1,264403,202,买盘
69,09:33:24,13.1,221062,169,买盘
70,09:33:27,13.09,188364,144,中性盘
71,09:33:30,13.08,189680,145,卖盘
72,09:33:33,13.07,64078,49,卖盘
73,09:33:36,13.08,580389,444,买盘
74,09:33:39,13.08,470678,360,买盘
75,09:33:42,13.08,156833,120,买盘
76,09:33:45,13.07,160855,123,卖盘
77,09:33:48,13.08,619143,473,买盘
78,09:33:51,13.08,799644,612,卖盘
79,09:33:54,13.09,65420,50,中性盘
80,09:33:57,13.1,90306,69,买盘
81,09:34:00,13.08,73261,56,卖盘
82,09:34:03,13.1,1059395,809,买盘
83,09:34:06,13.09,22238,17,中性盘
84,09:34:09,13.09,196220,150,买盘
85,09:34:12,13.09,92916,71,买盘
86,09:34:15,13.05,2676857,2049,卖盘
87,09:34:18,13.05,1484884,1140,买盘
88,09:34:21,13.04,314539,241,中性盘
89,09:34:24,13.03,62505,48,卖盘
90,09:34:27,13.04,214793,165,买盘
91,09:34:30,13.02,104267,80,中性盘
92,09:34:33,13.02,292846,225,卖盘
93,09:34:36,13.02,57294,44,买盘
94,09:34:39,13.02,337236,259,卖盘
95,09:34:42,13.04,637358,489,买盘
96,09:34:45,13.02,134246,103,卖盘
97,09:34:48,13.04,260717,200,买盘
98,09:34:51,13.04,63881,49,买盘
99,09:34:54,13.03,303657,233,卖盘
100,09:34:57,13.03,201857,155,买盘
101,09:35:00,13.03,177178,136,买盘
102,09:35:03,13.03,560068,430,买盘
103,09:35:06,13.03,200657,154,买盘
104,09:35:09,13.03,390900,300,卖盘
105,09:35:12,13.04,56039,43,买盘
106,09:35:15,13.04,159015,122,买盘
107,09:35:18,13.04,165548,127,买盘
108,09:35:21,13.04,335081,257,卖盘
109,09:35:24,13.04,361229,277,卖盘
110,09:35:27,13.05,180091,138,买盘
111,09:35:30,13.04,180011,138,卖盘
112,09:35:33,13.04,1375652,1056,卖盘
113,09:35:36,13.03,151213,116,卖盘
114,09:35:39,13.04,157749,121,买盘
115,09:35:42,13.04,482643,370,卖盘
116,09:35:45,13.05,177353,136,中性盘
117,09:35:48,13.05,261000,200,卖盘
118,09:35:51,13.05,204886,157,卖盘
119,09:35:54,13.06,66574,51,买盘
120,09:35:57,13.06,22183,17,买盘
121,09:36:00,13.04,386368,296,卖盘
122,09:36:03,13.06,564673,433,买盘
123,09:36:06,13.06,126647,97,买盘
124,09:36:09,13.05,69206,53,卖盘
125,09:36:12,13.06,197206,151,买盘
126,09:36:15,13.06,33956,26,卖盘
127,09:36:18,13.07,24815,19,买盘
128,09:36:21,13.06,141088,108,卖盘
129,09:36:24,13.06,385298,295,卖盘
130,09:36:27,13.05,279415,214,卖盘
131,09:36:30,13.05,22189,17,卖盘
132,09:36:33,13.05,33940,26,卖盘
133,09:36:36,13.05,177609,136,卖盘
134,09:36:39,13.05,228416,175,卖盘
135,09:36:42,13.05,90045,69,卖盘
136,09:36:45,13.05,170955,131,卖盘
137,09:36:48,13.05,105693,81,买盘
138,09:36:51,13.04,9129,7,卖盘
139,09:36:54,13.04,279060,214,卖盘
140,09:36:57,13.04,177376,136,卖盘
141,09:37:00,13.04,139524,107,买盘
142,09:37:03,13.03,121179,93,卖盘
143,09:37:06,13.03,417007,320,卖盘
144,09:37:09,13.04,486050,373,买盘
145,09:37:12,13.04,335115,257,买盘
146,09:37:15,13.04,5216,4,卖盘
147,09:37:18,13.05,114761,88,买盘
148,09:37:21,13.06,2070482,1585,买盘
149,09:37:24,13.1,197600,151,买盘
150,09:37:27,13.07,122952,94,卖盘
151,09:37:30,13.1,66810,51,买盘
152,09:37:33,13.07,45760,35,卖盘
153,09:37:36,13.08,68112,52,卖盘
154,09:37:39,13.07,809345,619,卖盘
155,09:37:42,13.07,69254,53,中性盘
156,09:37:45,13.06,125405,96,卖盘
157,09:37:48,13.06,74479,57,卖盘
158,09:37:51,13.05,492263,377,卖盘
159,09:37:54,13.05,50895,39,买盘
160,09:37:57,13.05,361121,277,卖盘
161,09:38:00,13.05,53525,41,卖盘
162,09:38:03,13.06,137105,105,买盘
163,09:38:06,13.05,186715,143,卖盘
164,09:38:09,13.05,71781,55,卖盘
165,09:38:12,13.06,138345,106,买盘
166,09:38:15,13.05,92675,71,卖盘
167,09:38:18,13.06,83579,64,买盘
168,09:38:21,13.06,39180,30,卖盘
169,09:38:24,13.05,165878,127,卖盘
170,09:38:27,13.06,16973,13,买盘
171,09:38:30,13.06,240350,184,买盘
172,09:38:33,13.07,124085,95,买盘
173,09:38:36,13.06,525023,402,卖盘
174,09:38:39,13.05,164552,126,卖盘
175,09:38:42,13.06,80937,62,买盘
176,09:38:45,13.06,58765,45,买盘
177,09:38:48,13.06,312128,239,买盘
178,09:38:51,13.06,1541682,1181,卖盘
179,09:38:54,13.06,41774,32,买盘
180,09:38:57,13.06,78344,60,买盘
181,09:39:00,13.06,169753,130,买盘
182,09:39:03,13.05,101790,78,卖盘
183,09:39:06,13.05,224457,172,买盘
184,09:39:09,13.05,136949,105,买盘
185,09:39:12,13.05,169545,130,买盘
186,09:39:15,13.04,164320,126,卖盘
187,09:39:18,13.04,286890,220,卖盘
188,09:39:21,13.04,835260,641,买盘
189,09:39:24,13.03,538139,413,卖盘
190,09:39:27,13.03,287963,221,卖盘
191,09:39:30,13.02,124997,96,卖盘
192,09:39:33,13.03,1069116,821,买盘
193,09:39:36,13.02,1207233,927,卖盘
194,09:39:39,13.03,289127,222,卖盘
195,09:39:42,13.02,1154196,886,卖盘
196,09:39:45,13.03,534011,410,买盘
197,09:39:48,13.03,369848,284,买盘
198,09:39:51,13.02,251414,193,卖盘
199,09:39:54,13.02,211002,162,卖盘
200,09:39:57,13.02,53397,41,卖盘
201,09:40:00,13.02,360724,277,卖盘
202,09:40:03,13.02,182300,140,卖盘
203,09:40:06,13.02,193999,149,卖盘
204,09:40:09,13.03,164119,126,买盘
205,09:40:12,13.03,441513,339,买盘
206,09:40:15,13.02,197914,152,卖盘
207,09:40:18,13.02,78156,60,卖盘
208,09:40:21,13.02,93752,72,卖盘
209,09:40:24,13.03,109392,84,买盘
210,09:40:27,13.03,125068,96,买盘
211,09:40:30,13.03,123785,95,卖盘
212,09:40:33,13.02,1726281,1326,卖盘
213,09:40:36,13.03,102878,79,买盘
214,09:40:39,13.03,124996,96,买盘
215,09:40:42,13.03,251301,193,买盘
216,09:40:45,13.02,52075,40,买盘
217,09:40:48,13.02,147112,113,买盘
218,09:40:51,13.02,4537395,3489,买盘
219,09:40:54,13.01,94932,73,买盘
220,09:40:57,13.01,130056,100,买盘
221,09:41:00,13.0,555103,427,卖盘
222,09:41:03,13.0,1922688,1479,卖盘
223,09:41:06,12.99,637796,491,卖盘
224,09:41:09,12.98,1083867,835,卖盘
225,09:41:12,12.97,364484,281,卖盘
226,09:41:15,12.96,880654,679,卖盘
227,09:41:18,12.96,419923,324,卖盘
228,09:41:21,12.96,384912,297,卖盘
229,09:41:24,12.95,137326,106,卖盘
230,09:41:27,12.95,352294,272,卖盘
231,09:41:30,12.95,928379,717,卖盘
232,09:41:33,12.95,495812,383,买盘
233,09:41:36,12.95,740538,572,买盘
234,09:41:39,12.95,610973,472,卖盘
235,09:41:42,12.95,466085,360,买盘
236,09:41:45,12.94,267918,207,卖盘
237,09:41:48,12.96,997538,770,买盘
238,09:41:51,12.96,636169,491,卖盘
239,09:41:54,12.95,286232,221,卖盘
240,09:41:57,12.96,349833,270,买盘
241,09:42:00,12.95,184011,142,卖盘
242,09:42:03,12.98,544837,420,买盘
243,09:42:06,12.98,1400345,1078,卖盘
244,09:42:09,12.98,254411,196,卖盘
245,09:42:12,12.99,267486,206,买盘
246,09:42:15,12.99,174027,134,买盘
247,09:42:18,12.99,210397,162,买盘
248,09:42:21,12.99,226026,174,卖盘
249,09:42:24,12.99,632231,487,卖盘
250,09:42:27,12.99,62352,48,卖盘
251,09:42:30,12.99,1190981,916,买盘
252,09:42:33,12.99,88332,68,买盘
253,09:42:36,13.0,1088440,838,中性盘
254,09:42:39,12.99,62349,48,买盘
255,09:42:42,12.99,767524,591,买盘
256,09:42:45,12.98,322128,248,卖盘
257,09:42:48,12.99,140284,108,卖盘
258,09:42:51,13.0,45475,35,买盘
259,09:42:54,12.99,397520,306,卖盘
260,09:42:57,12.98,80530,62,卖盘
261,09:43:00,12.98,1760442,1358,卖盘
262,09:43:03,12.98,160958,124,卖盘
263,09:43:06,12.98,751531,580,买盘
264,09:43:09,12.96,154377,119,卖盘
265,09:43:12,12.95,97179,75,卖盘
266,09:43:15,12.96,247556,191,卖盘
267,09:43:18,12.96,770252,594,卖盘
268,09:43:21,12.96,549791,424,卖盘
269,09:43:24,12.96,500291,386,卖盘
270,09:43:27,12.96,417325,322,卖盘
271,09:43:30,12.97,55761,43,中性盘
272,09:43:33,12.98,200937,155,买盘
273,09:43:36,12.98,180293,139,买盘
274,09:43:39,12.98,150484,116,买盘
275,09:43:42,12.97,176436,136,卖盘
276,09:43:45,12.97,103735,80,卖盘
277,09:43:48,12.97,75226,58,买盘
278,09:43:51,12.96,1264773,976,卖盘
279,09:43:54,12.95,146403,113,卖盘
280,09:43:57,12.95,350027,270,卖盘
281,09:44:00,12.95,215034,166,卖盘
282,09:44:03,12.96,36283,28,中性盘
283,09:44:06,12.97,388776,300,买盘
284,09:44:09,12.96,251240,194,买盘
285,09:44:12,12.96,329005,254,买盘
286,09:44:15,12.96,130825,101,买盘
287,09:44:18,12.95,132109,102,卖盘
288,09:44:21,12.95,296560,229,卖盘
289,09:44:24,12.95,151515,117,买盘
290,09:44:27,12.95,164495,127,卖盘
291,09:44:30,12.95,237025,183,卖盘
292,09:44:33,12.95,192925,149,买盘
293,09:44:36,12.94,820940,634,卖盘
294,09:44:39,12.95,413009,319,买盘
295,09:44:42,12.96,88061,68,买盘
296,09:44:45,12.95,112665,87,卖盘
297,09:44:48,12.95,77700,60,卖盘
298,09:44:51,12.95,238325,184,卖盘
299,09:44:54,12.95,95834,74,卖盘
300,09:44:57,12.95,376857,291,卖盘
301,09:45:00,12.95,123040,95,卖盘
302,09:45:03,12.95,88045,68,买盘
303,09:45:06,12.95,120362,93,买盘
304,09:45:09,12.94,192875,149,卖盘
305,09:45:12,12.95,181210,140,买盘
306,09:45:15,12.94,1086975,840,卖盘
307,09:45:18,12.94,749097,579,卖盘
308,09:45:21,12.93,133261,103,卖盘
309,09:45:24,12.93,358374,277,卖盘
310,09:45:27,12.93,543082,420,卖盘
311,09:45:30,12.94,190093,147,买盘
312,09:45:33,12.93,161668,125,卖盘
313,09:45:36,12.93,299905,232,卖盘
314,09:45:39,12.92,100872,78,卖盘
315,09:45:42,12.92,289479,224,卖盘
316,09:45:45,12.92,463899,359,卖盘
317,09:45:48,12.92,262303,203,卖盘
318,09:45:51,12.92,1618909,1253,卖盘
319,09:45:54,12.93,629312,487,买盘
320,09:45:57,12.93,464956,360,买盘
321,09:46:00,12.92,402927,312,卖盘
322,09:46:03,12.92,107266,83,买盘
323,09:46:06,12.93,227408,176,买盘
324,09:46:09,12.92,100778,78,卖盘
325,09:46:12,12.92,717028,555,卖盘
326,09:46:15,12.92,37463,29,卖盘
327,09:46:18,12.92,328115,254,买盘
328,09:46:21,12.92,415806,322,买盘
329,09:46:24,12.92,522965,405,买盘
330,09:46:27,12.91,251798,195,卖盘
331,09:46:30,12.91,307401,238,卖盘
332,09:46:33,12.91,777200,602,卖盘
333,09:46:36,12.91,207851,161,卖盘
334,09:46:39,12.91,276331,214,卖盘
335,09:46:42,12.9,333073,258,卖盘
336,09:46:45,12.91,201364,156,买盘
337,09:46:48,12.92,198759,154,买盘
338,09:46:51,12.91,443831,344,买盘
339,09:46:54,12.91,271057,210,买盘
340,09:46:57,12.91,694335,538,买盘
341,09:47:00,12.91,180740,140,买盘
342,09:47:03,12.91,2508870,1944,中性盘
343,09:47:06,12.91,52934,41,卖盘
344,09:47:09,12.93,448069,347,买盘
345,09:47:12,12.92,211759,164,买盘
346,09:47:15,12.91,383461,297,卖盘
347,09:47:18,12.91,272401,211,买盘
348,09:47:21,12.91,704766,546,买盘
349,09:47:24,12.91,114899,89,卖盘
350,09:47:27,12.91,563135,436,卖盘
351,09:47:30,12.91,74885,58,卖盘
352,09:47:33,12.93,158834,123,买盘
353,09:47:36,12.93,11637,9,买盘
354,09:47:39,12.91,284088,220,卖盘
355,09:47:42,12.93,77543,60,买盘
356,09:47:45,12.92,320640,248,卖盘
357,09:47:48,12.92,403148,312,卖盘
358,09:47:51,12.92,709348,549,卖盘
359,09:47:54,12.92,223513,173,买盘
360,09:47:57,12.93,217174,168,买盘
361,09:48:00,12.92,91774,71,卖盘
362,09:48:03,12.92,105996,82,卖盘
363,09:48:06,12.92,434126,336,卖盘
364,09:48:09,12.92,157681,122,卖盘
365,09:48:12,12.92,288121,223,卖盘
366,09:48:15,12.92,96926,75,卖盘
367,09:48:18,12.92,768738,595,卖盘
368,09:48:21,12.92,317681,246,买盘
369,09:48:24,12.9,7969018,6177,卖盘
370,09:48:27,12.88,105734,82,卖盘
371,09:48:30,12.88,1437432,1116,卖盘
372,09:48:33,12.87,409345,318,卖盘
373,09:48:36,12.87,2570393,1998,卖盘
374,09:48:39,12.85,2764695,2152,卖盘
375,09:48:42,12.84,95024,74,卖盘
376,09:48:45,12.84,435197,339,买盘
377,09:48:48,12.83,454232,354,卖盘
378,09:48:51,12.84,1269714,989,买盘
379,09:48:54,12.84,1063819,829,卖盘
380,09:48:57,12.83,677956,528,卖盘
381,09:49:00,12.84,247858,193,中性盘
382,09:49:03,12.85,415010,323,卖盘
383,09:49:06,12.86,241488,188,买盘
384,09:49:09,12.86,20576,16,卖盘
385,09:49:12,12.87,899701,700,买盘
386,09:49:15,12.87,93924,73,买盘
387,09:49:18,12.87,193060,150,买盘
388,09:49:21,12.87,248401,193,卖盘
389,09:49:24,12.87,431004,335,中性盘
390,09:49:27,12.87,419381,326,买盘
391,09:49:30,12.87,221319,172,买盘
392,09:49:33,12.86,602111,468,卖盘
393,09:49:36,12.86,185184,144,买盘
394,09:49:39,12.86,290597,226,买盘
395,09:49:42,12.86,241738,188,买盘
396,09:49:45,12.86,188974,147,买盘
397,09:49:48,12.85,372734,290,卖盘
398,09:49:51,12.85,569303,443,卖盘
399,09:49:54,12.85,152914,119,买盘
400,09:49:57,12.85,537114,418,买盘
401,09:50:00,12.85,294243,229,买盘
402,09:50:03,12.85,467522,364,买盘
403,09:50:06,12.85,897812,699,卖盘
404,09:50:09,12.85,249286,194,卖盘
405,09:50:12,12.85,198004,154,卖盘
406,09:50:15,12.86,149129,116,买盘
407,09:50:18,12.85,87415,68,卖盘
408,09:50:21,12.86,336718,262,买盘
409,09:50:24,12.86,694431,540,买盘
410,09:50:27,12.85,1062575,827,卖盘
411,09:50:30,12.85,253144,197,买盘
412,09:50:33,12.85,637233,496,买盘
413,09:50:36,12.85,458528,357,买盘
414,09:50:39,12.85,479017,373,买盘
415,09:50:42,12.84,283851,221,卖盘
416,09:50:45,12.85,260745,203,买盘
417,09:50:48,12.85,441910,344,买盘
418,09:50:51,12.84,1032525,804,卖盘
419,09:50:54,12.85,350630,273,买盘
420,09:50:57,12.84,52644,41,卖盘
421,09:51:00,12.84,744680,580,卖盘
422,09:51:03,12.83,111690,87,卖盘
423,09:51:06,12.83,202785,158,卖盘
424,09:51:09,12.84,317035,247,买盘
425,09:51:12,12.84,134786,105,买盘
426,09:51:15,12.84,159201,124,买盘
427,09:51:18,12.83,243888,190,卖盘
428,09:51:21,12.84,318349,248,买盘
429,09:51:24,12.84,264330,206,买盘
430,09:51:27,12.84,351772,274,买盘
431,09:51:30,12.84,173340,135,买盘
432,09:51:33,12.84,219564,171,卖盘
433,09:51:36,12.84,383921,299,卖盘
434,09:51:39,12.83,86014,67,卖盘
435,09:51:42,12.84,429964,335,买盘
436,09:51:45,12.84,468532,365,买盘
437,09:51:48,12.84,327285,255,买盘
438,09:51:51,12.84,290288,226,卖盘
439,09:51:54,12.84,157932,123,卖盘
440,09:51:57,12.84,174587,136,买盘
441,09:52:00,12.84,204147,159,买盘
442,09:52:03,12.84,429889,335,买盘
443,09:52:06,12.84,127116,99,买盘
444,09:52:09,12.84,68052,53,卖盘
445,09:52:12,12.84,160530,125,卖盘
446,09:52:15,12.85,39825,31,买盘
447,09:52:18,12.82,5212160,4062,卖盘
448,09:52:21,12.82,1001398,781,卖盘
449,09:52:24,12.82,371592,290,卖盘
450,09:52:27,12.82,149943,117,中性盘
451,09:52:30,12.82,648296,506,买盘
452,09:52:33,12.82,734125,573,中性盘
453,09:52:36,12.82,848126,662,买盘
454,09:52:39,12.81,463987,362,卖盘
455,09:52:42,12.82,394575,308,买盘
456,09:52:45,12.82,404936,316,买盘
457,09:52:48,12.82,253678,198,买盘
458,09:52:51,12.81,617670,482,卖盘
459,09:52:54,12.81,656026,512,卖盘
460,09:52:57,12.81,79465,62,卖盘
461,09:53:00,12.82,563690,440,买盘
462,09:53:03,12.81,293392,229,卖盘
463,09:53:06,12.82,308807,241,买盘
464,09:53:09,12.82,123035,96,买盘
465,09:53:12,12.82,98654,77,买盘
466,09:53:15,12.81,347289,271,卖盘
467,09:53:18,12.81,157666,123,卖盘
468,09:53:21,12.82,677696,529,买盘
