,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-29,002463,32.95,33.57,34.01,32.34,354249,1203945603.78,5.06,1.67,0.55,1.85
1,2024-07-30,002463,33.3,32.17,33.37,32.06,363995,1195175495.42,3.9,-4.17,-1.4,1.9
2,2024-07-31,002463,31.74,32.98,33.23,31.51,506917,1675557706.39,5.35,2.52,0.81,2.65
3,2024-08-01,002463,34.5,33.59,34.82,33.48,467965,1613305922.68,4.06,1.85,0.61,2.45
4,2024-08-02,002463,32.3,31.41,32.55,31.23,604236,1944270497.36,3.93,-6.49,-2.18,3.16
5,2024-08-05,002463,30.07,29.51,30.92,29.51,596002,1824132728.73,4.49,-6.05,-1.9,3.12
6,2024-08-06,002463,30.79,30.69,31.11,30.09,473012,1472944168.71,3.46,4.0,1.18,2.47
7,2024-08-07,002463,30.5,31.01,31.6,30.19,349901,1108153118.45,4.59,1.04,0.32,1.83
8,2024-08-08,002463,30.5,30.35,30.93,30.01,252377,780603151.25,2.97,-2.13,-0.66,1.32
9,2024-08-09,002463,30.98,31.91,32.5,30.69,474953,1534068483.23,5.96,5.14,1.56,2.48
10,2024-08-12,002463,31.61,32.34,32.78,31.53,333133,1092309515.7,3.92,1.35,0.43,1.74
11,2024-08-13,002463,32.53,32.54,33.89,32.15,438224,1462170271.98,5.38,0.62,0.2,2.29
12,2024-08-14,002463,33.0,32.31,33.6,32.3,331844,1109934709.68,4.0,-0.71,-0.23,1.73
13,2024-08-15,002463,32.15,32.01,32.7,31.84,217350,709072412.59,2.66,-0.93,-0.3,1.14
14,2024-08-16,002463,32.36,33.24,33.6,32.36,390442,1316487910.72,3.87,3.84,1.23,2.04
15,2024-08-19,002463,33.1,33.05,33.6,32.71,242081,815336531.0,2.68,-0.57,-0.19,1.26
16,2024-08-20,002463,33.47,32.96,33.7,32.68,188966,635210487.6,3.09,-0.27,-0.09,0.99
17,2024-08-21,002463,32.51,32.98,33.58,32.42,229499,771084761.66,3.52,0.06,0.02,1.2
18,2024-08-22,002463,32.98,33.67,33.84,32.12,343035,1155600651.36,5.22,2.09,0.69,1.79
19,2024-08-23,002463,33.46,32.92,33.49,32.34,359536,1194911367.62,3.42,-2.23,-0.75,1.88
20,2024-08-26,002463,33.09,32.33,33.25,32.0,232365,767457226.46,3.8,-1.79,-0.59,1.21
21,2024-08-27,002463,31.76,31.6,32.21,31.43,247970,799636305.48,2.41,-2.26,-0.73,1.3
22,2024-08-28,002463,31.49,31.76,32.63,31.3,206268,667026294.84,4.21,0.51,0.16,1.08
23,2024-08-29,002463,30.5,30.3,30.69,29.36,474999,1450249308.07,4.19,-4.6,-1.46,2.48
24,2024-08-30,002463,30.1,32.01,32.3,30.07,555754,1786130670.6,7.36,5.64,1.71,2.9
25,2024-09-02,002463,33.6,32.32,33.88,32.1,585157,1952649597.25,5.56,0.97,0.31,3.06
26,2024-09-03,002463,32.1,33.5,33.66,32.1,479397,1617648907.69,4.83,3.65,1.18,2.5
27,2024-09-04,002463,32.0,32.15,32.61,31.01,498268,1599988907.95,4.78,-4.03,-1.35,2.6
28,2024-09-05,002463,32.05,32.77,33.5,31.82,385463,1284703147.79,5.23,1.93,0.62,2.01
29,2024-09-06,002463,32.5,30.2,32.77,30.11,603799,1899454275.47,8.12,-7.84,-2.57,3.15
30,2024-09-09,002463,29.59,29.5,30.03,29.16,333020,999328032.74,2.88,-2.32,-0.7,1.74
31,2024-09-10,002463,29.6,30.39,30.66,29.4,324354,992540077.16,4.27,3.02,0.89,1.69
32,2024-09-11,002463,30.39,30.53,31.1,30.3,233301,726466692.1,2.63,0.46,0.14,1.22
33,2024-09-12,002463,31.53,31.35,32.5,31.29,450622,1456128585.67,3.96,2.69,0.82,2.35
