,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-25,000977,37.08,36.68,37.3,36.65,485024,1797978339.32,1.73,-2.55,-0.96,3.3
1,2024-07-26,000977,36.76,36.94,37.15,36.5,297752,1104105310.76,1.77,0.71,0.26,2.03
2,2024-07-29,000977,37.04,36.8,37.26,36.73,235029,871610950.61,1.43,-0.38,-0.14,1.6
3,2024-07-30,000977,36.44,36.01,36.52,35.64,408198,1475592233.55,2.39,-2.15,-0.79,2.78
4,2024-07-31,000977,35.79,37.1,37.14,35.72,536889,1981087828.24,3.94,3.03,1.09,3.65
5,2024-08-01,000977,37.28,36.89,37.42,36.75,384124,1428327239.3,1.81,-0.57,-0.21,2.61
6,2024-08-02,000977,36.33,35.84,36.67,35.69,483598,1754487663.02,2.66,-2.85,-1.05,3.29
7,2024-08-05,000977,35.34,34.25,35.73,34.25,528612,1852979764.08,4.13,-4.44,-1.59,3.6
8,2024-08-06,000977,34.83,34.67,35.02,34.14,311915,1080809806.92,2.57,1.23,0.42,2.12
9,2024-08-07,000977,34.64,33.49,34.87,33.39,427251,1461935934.67,4.27,-3.4,-1.18,2.91
10,2024-08-08,000977,33.17,33.06,33.4,32.25,438106,1443378263.83,3.43,-1.28,-0.43,2.98
11,2024-08-09,000977,33.39,32.94,33.59,32.94,247416,826657326.23,1.97,-0.36,-0.12,1.68
12,2024-08-12,000977,32.78,32.52,33.1,32.29,227757,746948443.11,2.46,-1.28,-0.42,1.55
13,2024-08-13,000977,32.59,32.78,32.79,32.36,210408,690064435.59,1.32,0.8,0.26,1.43
14,2024-08-14,000977,32.99,32.65,33.04,32.65,218204,720150711.79,1.19,-0.4,-0.13,1.48
15,2024-08-15,000977,32.44,33.05,33.32,32.29,277793,919720058.48,3.15,1.23,0.4,1.89
16,2024-08-16,000977,33.14,32.93,33.27,32.87,221118,734868341.49,1.21,-0.36,-0.12,1.5
17,2024-08-19,000977,32.76,33.13,33.35,32.65,191115,635878655.86,2.13,0.61,0.2,1.3
18,2024-08-20,000977,33.17,32.49,33.22,32.35,210086,689335833.78,2.63,-1.93,-0.64,1.43
19,2024-08-21,000977,32.34,32.28,32.79,32.26,194314,633771438.81,1.63,-0.65,-0.21,1.32
20,2024-08-22,000977,32.34,31.3,32.59,30.98,362931,1156341876.46,4.99,-3.04,-0.98,2.47
