,成交时间,成交价格,成交金额,成交量,性质
0,09:25:01,42.4,2458903,580,买盘
1,09:30:01,42.47,394722,93,买盘
2,09:30:04,42.42,513325,121,中性盘
3,09:30:07,42.42,186836,44,卖盘
4,09:30:10,42.48,395107,93,中性盘
5,09:30:13,42.49,322880,76,中性盘
6,09:30:16,42.5,811249,191,买盘
7,09:30:19,42.5,229513,54,卖盘
8,09:30:22,42.53,692885,163,买盘
9,09:30:25,42.57,195667,46,中性盘
10,09:30:28,42.54,501694,118,卖盘
11,09:30:31,42.5,663215,156,卖盘
12,09:30:34,42.5,463232,109,卖盘
13,09:30:37,42.48,301650,71,卖盘
14,09:30:40,42.52,688283,162,买盘
15,09:30:43,42.45,394977,93,卖盘
16,09:30:46,42.45,1765893,416,买盘
17,09:30:49,42.52,2585849,609,买盘
18,09:30:52,42.53,289200,68,买盘
19,09:30:55,42.53,353078,83,卖盘
20,09:30:58,42.54,131872,31,中性盘
21,09:31:01,42.55,170216,40,买盘
22,09:31:04,42.55,234021,55,卖盘
23,09:31:07,42.58,348927,82,买盘
24,09:31:10,42.58,272493,64,买盘
25,09:31:13,42.58,238418,56,买盘
26,09:31:16,42.57,404460,95,卖盘
27,09:31:19,42.57,97924,23,买盘
28,09:31:22,42.59,634564,149,买盘
29,09:31:25,42.64,93792,22,买盘
30,09:31:28,42.64,93815,22,卖盘
31,09:31:31,42.65,409392,96,买盘
32,09:31:34,42.67,247362,58,买盘
33,09:31:37,42.69,1391430,326,买盘
34,09:31:40,42.69,644233,151,卖盘
35,09:31:43,42.67,750992,176,卖盘
36,09:31:46,42.61,59667,14,卖盘
37,09:31:49,42.61,225794,53,中性盘
38,09:31:52,42.61,170463,40,买盘
39,09:31:55,42.64,98051,23,买盘
40,09:31:58,42.64,93817,22,中性盘
41,09:32:01,42.66,102373,24,买盘
42,09:32:04,42.66,191928,45,买盘
43,09:32:07,42.61,80980,19,卖盘
44,09:32:10,42.63,264231,62,买盘
45,09:32:13,42.64,136384,32,买盘
46,09:32:16,42.64,55418,13,买盘
47,09:32:19,42.66,725147,170,买盘
48,09:32:22,42.65,46918,11,中性盘
49,09:32:25,42.71,683010,160,买盘
