,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-22,2.482,2.46,2.483,2.444,10696968,2688982308.0,1.57,-0.97,-0.024,1.83
1,2024-07-23,2.454,2.428,2.461,2.424,7002163,1747985093.0,1.5,-1.3,-0.032,1.2
2,2024-07-24,2.421,2.419,2.434,2.408,9856988,2439409112.0,1.07,-0.37,-0.009,1.69
3,2024-07-25,2.41,2.395,2.416,2.383,13277874,3255110632.0,1.36,-0.99,-0.024,2.28
4,2024-07-26,2.396,2.389,2.4,2.374,13986516,3412317353.0,1.09,-0.25,-0.006,2.4
5,2024-07-29,2.386,2.38,2.391,2.376,5652227,1378369379.0,0.63,-0.38,-0.009,0.97
6,2024-07-30,2.375,2.367,2.377,2.353,15775588,3817954955.0,1.01,-0.55,-0.013,2.7
7,2024-07-31,2.366,2.408,2.412,2.365,10156080,2485013315.0,1.99,1.73,0.041,1.74
8,2024-08-01,2.405,2.393,2.41,2.39,6009496,1474349712.0,0.83,-0.62,-0.015,1.03
9,2024-08-02,2.382,2.378,2.392,2.37,9324298,2269291723.0,0.92,-0.63,-0.015,1.6
10,2024-08-05,2.37,2.362,2.396,2.358,22994509,5580889063.0,1.6,-0.67,-0.016,3.94
11,2024-08-06,2.372,2.346,2.38,2.325,13266939,3184782813.0,2.33,-0.68,-0.016,2.27
12,2024-08-07,2.341,2.344,2.36,2.338,7888451,1897094333.0,0.94,-0.09,-0.002,1.35
13,2024-08-08,2.343,2.351,2.366,2.336,5420832,1304227402.0,1.28,0.3,0.007,0.93
14,2024-08-09,2.362,2.348,2.37,2.347,7108425,1714657556.0,0.98,-0.13,-0.003,1.22
15,2024-08-12,2.348,2.349,2.356,2.343,3785181,909934152.0,0.55,0.04,0.001,0.65
16,2024-08-13,2.348,2.348,2.352,2.335,4829871,1158542404.0,0.72,-0.04,-0.001,0.83
17,2024-08-14,2.349,2.335,2.349,2.334,5535233,1325266891.0,0.64,-0.55,-0.013,0.95
18,2024-08-15,2.331,2.367,2.377,2.327,11877681,2871335967.0,2.14,1.37,0.032,2.04
19,2024-08-16,2.366,2.379,2.383,2.362,12210098,2969005525.0,0.89,0.51,0.012,2.09
20,2024-08-19,2.379,2.39,2.403,2.379,4569783,1118738686.0,1.01,0.46,0.011,0.78
21,2024-08-20,2.394,2.383,2.394,2.371,10826380,2635439160.0,0.96,-0.29,-0.007,1.86
22,2024-08-21,2.377,2.371,2.381,2.357,8675947,2106447259.0,1.01,-0.5,-0.012,1.49
23,2024-08-22,2.373,2.375,2.379,2.364,9491853,2305467167.0,0.63,0.17,0.004,1.63
24,2024-08-23,2.375,2.39,2.394,2.373,5248149,1280201017.0,0.88,0.63,0.015,0.9
25,2024-08-26,2.392,2.387,2.398,2.376,4942720,1204738842.0,0.92,-0.13,-0.003,0.85
26,2024-08-27,2.386,2.389,2.394,2.379,7653493,1870196685.0,0.63,0.08,0.002,1.31
27,2024-08-28,2.385,2.372,2.388,2.362,10675309,2590692432.0,1.09,-0.71,-0.017,1.83
28,2024-08-29,2.366,2.352,2.37,2.35,4836324,1166474497.0,0.84,-0.84,-0.02,0.83
29,2024-08-30,2.347,2.374,2.392,2.346,10847342,2632743966.0,1.96,0.94,0.022,1.86
30,2024-09-02,2.361,2.335,2.364,2.332,7392893,1774478044.0,1.35,-1.64,-0.039,1.27
31,2024-09-03,2.334,2.324,2.337,2.32,9377083,2232479897.0,0.73,-0.47,-0.011,1.61
32,2024-09-04,2.313,2.304,2.324,2.3,7137825,1687877679.0,1.03,-0.86,-0.02,1.22
33,2024-09-05,2.305,2.307,2.316,2.3,6894338,1627092180.0,0.69,0.13,0.003,1.18
34,2024-09-06,2.309,2.296,2.324,2.294,8562679,2024786340.0,1.3,-0.48,-0.011,1.47
35,2024-09-09,2.288,2.265,2.291,2.257,10023801,2332017439.0,1.48,-1.35,-0.031,1.72
36,2024-09-10,2.264,2.266,2.273,2.253,8205770,1902284704.0,0.88,0.04,0.001,1.41
37,2024-09-11,2.261,2.252,2.263,2.245,9266640,2137845441.0,0.79,-0.62,-0.014,1.59
38,2024-09-12,2.253,2.242,2.261,2.24,6991983,1610700920.0,0.93,-0.44,-0.01,1.2
39,2024-09-13,2.242,2.237,2.257,2.236,7015425,1614763210.0,0.94,-0.22,-0.005,1.2
40,2024-09-18,2.237,2.25,2.259,2.235,9862960,2271001146.0,1.07,0.58,0.013,1.69
41,2024-09-19,2.253,2.264,2.275,2.23,10390874,2401231797.0,2.0,0.62,0.014,1.78
42,2024-09-20,2.26,2.268,2.275,2.244,18929667,4382428683.0,1.37,0.18,0.004,3.24
43,2024-09-23,2.266,2.275,2.288,2.264,6102424,1423995800.0,1.06,0.31,0.007,1.05
