,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-24,002167,5.04,4.99,5.1,4.97,119581,60138184.4,2.57,-1.19,-0.06,1.58
1,2024-07-25,002167,4.95,4.99,5.08,4.9,107178,53432298.5,3.61,0.0,0.0,1.41
2,2024-07-26,002167,4.97,5.09,5.11,4.97,137090,69658799.5,2.81,2.0,0.1,1.81
3,2024-07-29,002167,5.12,5.11,5.13,5.02,93774,47718108.0,2.16,0.39,0.02,1.24
4,2024-07-30,002167,5.08,5.15,5.19,5.04,109119,56074510.0,2.94,0.78,0.04,1.44
5,2024-07-31,002167,5.2,5.38,5.39,5.13,225523,119306265.0,5.05,4.47,0.23,2.97
6,2024-08-01,002167,5.46,5.41,5.5,5.37,205119,111581053.0,2.42,0.56,0.03,2.7
7,2024-08-02,002167,5.39,5.32,5.45,5.29,149973,80597756.0,2.96,-1.66,-0.09,1.98
8,2024-08-05,002167,5.32,5.13,5.38,5.12,160762,84366075.0,4.89,-3.57,-0.19,2.12
9,2024-08-06,002167,5.2,5.27,5.35,5.14,162528,85229387.27,4.09,2.73,0.14,2.14
10,2024-08-07,002167,5.27,5.28,5.39,5.22,157149,83291138.4,3.23,0.19,0.01,2.07
11,2024-08-08,002167,5.27,5.2,5.28,5.14,135494,70531699.16,2.65,-1.52,-0.08,1.79
12,2024-08-09,002167,5.3,5.18,5.37,5.18,153021,80547386.0,3.65,-0.38,-0.02,2.02
13,2024-08-12,002167,5.15,5.05,5.18,5.02,135113,68516906.0,3.09,-2.51,-0.13,1.78
14,2024-08-13,002167,5.06,5.08,5.11,4.99,88325,44543313.5,2.38,0.59,0.03,1.16
15,2024-08-14,002167,5.08,5.01,5.11,5.01,84120,42413407.0,1.97,-1.38,-0.07,1.11
16,2024-08-15,002167,5.02,5.06,5.12,4.95,120721,61002601.0,3.39,1.0,0.05,1.59
17,2024-08-16,002167,5.1,4.99,5.16,4.98,119589,60438071.0,3.56,-1.38,-0.07,1.58
18,2024-08-19,002167,4.99,4.98,5.07,4.94,100053,50047049.0,2.61,-0.2,-0.01,1.32
19,2024-08-20,002167,5.0,4.88,5.06,4.86,143530,71153107.5,4.02,-2.01,-0.1,1.89
20,2024-08-21,002167,4.88,5.25,5.31,4.84,517396,267111554.0,9.63,7.58,0.37,6.82
21,2024-08-22,002167,5.2,5.24,5.45,5.08,615230,324904975.24,7.05,-0.19,-0.01,8.11
22,2024-08-23,002167,5.13,4.88,5.16,4.84,422994,209409885.33,6.11,-6.87,-0.36,5.58
23,2024-08-26,002167,4.86,5.37,5.37,4.86,502151,264259643.73,10.45,10.04,0.49,6.62
24,2024-08-27,002167,5.37,5.26,5.48,5.24,723386,387283151.0,4.47,-2.05,-0.11,9.53
25,2024-08-28,002167,5.25,5.5,5.64,5.19,811826,441529505.95,8.56,4.56,0.24,10.7
26,2024-08-29,002167,5.44,5.54,5.65,5.37,689108,381602592.2,5.09,0.73,0.04,9.08
27,2024-08-30,002167,5.48,5.53,5.64,5.46,600910,333091973.9,3.25,-0.18,-0.01,7.92
28,2024-09-02,002167,5.5,5.47,5.69,5.45,537855,299164781.86,4.34,-1.08,-0.06,7.09
29,2024-09-03,002167,5.48,5.59,5.69,5.39,509850,282767488.69,5.48,2.19,0.12,6.72
30,2024-09-04,002167,5.55,5.82,5.86,5.51,848058,484967564.46,6.26,4.11,0.23,11.18
