,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-29,0.471,0.469,0.473,0.467,6317448,296775776.6,1.29,0.64,0.003,5.17
1,2024-07-30,0.467,0.461,0.467,0.46,4496815,208080409.7,1.49,-1.71,-0.008,3.68
2,2024-07-31,0.461,0.475,0.475,0.46,8775592,412524428.9,3.25,3.04,0.014,7.18
3,2024-08-01,0.472,0.469,0.473,0.468,5859649,275441534.9,1.05,-1.26,-0.006,4.8
4,2024-08-02,0.461,0.456,0.465,0.454,7411918,340202870.9,2.35,-2.77,-0.013,6.07
5,2024-08-05,0.45,0.445,0.461,0.442,10740491,484945296.1,4.17,-2.41,-0.011,8.79
6,2024-08-06,0.455,0.451,0.458,0.446,8589602,388210182.7,2.7,1.35,0.006,7.03
7,2024-08-07,0.453,0.455,0.46,0.451,10054377,458354986.5,2.0,0.89,0.004,8.23
8,2024-08-08,0.45,0.455,0.46,0.447,8526273,387093163.004,2.86,0.0,0.0,6.98
9,2024-08-09,0.462,0.46,0.467,0.46,8187680,378969181.1,1.54,1.1,0.005,6.7
10,2024-08-12,0.461,0.461,0.462,0.455,5596783,256803293.412,1.52,0.22,0.001,4.58
11,2024-08-13,0.461,0.461,0.464,0.457,6708014,308710157.8,1.52,0.0,0.0,5.49
12,2024-08-14,0.463,0.454,0.464,0.454,5850237,267964233.8,2.17,-1.52,-0.007,4.79
13,2024-08-15,0.452,0.454,0.461,0.45,10015025,455476478.0,2.42,0.0,0.0,8.2
14,2024-08-16,0.46,0.464,0.465,0.459,8705959,401983642.6,1.32,2.2,0.01,7.13
15,2024-08-19,0.47,0.471,0.477,0.469,6957987,329159584.7,1.72,1.51,0.007,5.69
16,2024-08-20,0.475,0.467,0.475,0.466,5098029,239321421.532,1.91,-0.85,-0.004,4.17
17,2024-08-21,0.458,0.459,0.46,0.453,6398550,292335185.043,1.5,-1.71,-0.008,5.24
18,2024-08-22,0.465,0.467,0.467,0.46,6263636,290411680.6,1.53,1.74,0.008,5.13
19,2024-08-23,0.462,0.462,0.464,0.46,4461907,206126251.5,0.86,-1.07,-0.005,3.65
20,2024-08-26,0.466,0.467,0.47,0.464,6315518,294809485.7,1.3,1.08,0.005,5.17
21,2024-08-27,0.461,0.466,0.467,0.459,6317316,292411443.2,1.71,-0.21,-0.001,5.17
22,2024-08-28,0.464,0.461,0.465,0.458,6276877,289332618.4,1.5,-1.07,-0.005,5.14
23,2024-08-29,0.454,0.461,0.462,0.45,7865077,358390996.4,2.6,0.0,0.0,6.44
24,2024-08-30,0.463,0.475,0.481,0.462,11531313,544517734.7,4.12,3.04,0.014,9.44
25,2024-09-02,0.47,0.463,0.471,0.463,6929857,323565698.0,1.68,-2.53,-0.012,5.67
26,2024-09-03,0.464,0.466,0.472,0.463,7948445,371366866.6,1.94,0.65,0.003,6.51
27,2024-09-04,0.461,0.462,0.466,0.459,5620654,259839230.7,1.5,-0.86,-0.004,4.6
28,2024-09-05,0.463,0.463,0.467,0.461,5676675,263298935.452,1.3,0.22,0.001,4.65
29,2024-09-06,0.464,0.459,0.465,0.459,2019334,93364770.0,1.3,-0.86,-0.004,1.65
30,2024-09-09,0.459,0.456,0.461,0.455,4694913,214721960.856,1.31,-0.65,-0.003,3.84
31,2024-09-10,0.46,0.461,0.463,0.455,7351677,337534315.4,1.75,1.1,0.005,6.02
32,2024-09-11,0.458,0.459,0.462,0.457,6425604,295000330.032,1.08,-0.43,-0.002,5.26
33,2024-09-12,0.464,0.466,0.469,0.464,7636138,356315478.1,1.09,1.53,0.007,6.25
34,2024-09-13,0.465,0.464,0.471,0.463,5755377,268739228.5,1.72,-0.43,-0.002,4.71
35,2024-09-18,0.47,0.472,0.472,0.468,3866355,181870916.6,0.86,1.72,0.008,3.16
36,2024-09-19,0.473,0.486,0.488,0.47,14780862,707752834.3,3.81,2.97,0.014,12.1
37,2024-09-20,0.486,0.489,0.496,0.483,13754588,675089434.74,2.67,0.62,0.003,11.26
38,2024-09-23,0.491,0.489,0.498,0.489,10272527,506886278.8,1.84,0.0,0.0,8.41
39,2024-09-24,0.503,0.516,0.516,0.497,18063991,914586963.5,3.89,5.52,0.027,14.78
40,2024-09-25,0.534,0.517,0.537,0.514,18324818,964543195.068,4.46,0.19,0.001,15.0
41,2024-09-26,0.524,0.552,0.552,0.521,23298653,1249121381.979,6.0,6.77,0.035,19.07
42,2024-09-27,0.569,0.584,0.599,0.568,43941229,2550587483.824,5.62,5.8,0.032,35.96
43,2024-09-30,0.62,0.642,0.642,0.598,36878837,2315745811.97,7.53,9.93,0.058,30.18
44,2024-10-08,0.706,0.656,0.706,0.62,77543722,5176698593.18,13.4,2.18,0.014,63.47
45,2024-10-09,0.655,0.61,0.661,0.608,63432555,4023515298.128,8.08,-7.01,-0.046,51.92
46,2024-10-10,0.628,0.626,0.643,0.621,49052844,3096996816.535,3.61,2.62,0.016,40.15
47,2024-10-11,0.624,0.606,0.625,0.601,13759530,845834394.928,3.83,-3.19,-0.02,11.26
48,2024-10-14,0.615,0.619,0.625,0.599,44464272,2724443172.856,4.29,2.15,0.013,36.39
49,2024-10-15,0.616,0.593,0.623,0.592,33629256,2059944054.25,5.01,-4.2,-0.026,27.52
50,2024-10-16,0.585,0.59,0.601,0.584,34864589,2065022712.1,2.87,-0.51,-0.003,28.54
51,2024-10-17,0.598,0.585,0.607,0.585,32461821,1938117341.542,3.73,-0.85,-0.005,26.57
52,2024-10-18,0.583,0.61,0.625,0.58,66649313,3995708644.27,7.69,4.27,0.025,54.55
53,2024-10-21,0.612,0.601,0.618,0.6,45087350,2746889967.676,2.95,-1.48,-0.009,36.9
54,2024-10-22,0.604,0.604,0.61,0.6,27482918,1664149660.106,1.66,0.5,0.003,22.49
55,2024-10-23,0.606,0.614,0.623,0.603,31433651,1930978956.758,3.31,1.66,0.01,25.73
56,2024-10-24,0.608,0.601,0.61,0.6,20307245,1228647336.151,1.63,-2.12,-0.013,16.62
57,2024-10-25,0.601,0.604,0.613,0.601,27320210,1656345380.802,2.0,0.5,0.003,22.36
58,2024-10-28,0.607,0.612,0.614,0.604,20240429,1234834651.668,1.66,1.32,0.008,16.57
59,2024-10-29,0.622,0.616,0.627,0.615,22674538,1408591682.3,1.96,0.65,0.004,18.56
60,2024-10-30,0.612,0.603,0.615,0.601,22481236,1365912677.5,2.27,-2.11,-0.013,18.4
61,2024-10-31,0.604,0.603,0.611,0.6,23245562,1407923414.208,1.82,0.0,0.0,19.03
62,2024-11-01,0.601,0.597,0.606,0.595,22630147,1355445619.7,1.82,-1.0,-0.006,18.52
63,2024-11-04,0.6,0.602,0.606,0.598,15878310,956327950.8,1.34,0.84,0.005,13.0
64,2024-11-05,0.598,0.618,0.619,0.598,25528047,1557628090.1,3.49,2.66,0.016,20.89
65,2024-11-06,0.618,0.61,0.622,0.605,28143361,1728759947.2,2.75,-1.29,-0.008,23.03
66,2024-11-07,0.608,0.625,0.625,0.605,27713157,1708801174.3,3.28,2.46,0.015,22.68
67,2024-11-08,0.639,0.628,0.648,0.626,28439093,1805854548.081,3.52,0.48,0.003,23.28
