,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-24,002460,27.08,26.51,27.12,26.4,120448,323098572.96,2.67,-1.71,-0.46,1.0
1,2024-07-25,002460,26.2,27.14,27.7,26.15,201089,550212258.83,5.85,2.38,0.63,1.66
2,2024-07-26,002460,27.15,27.85,28.49,27.15,204513,575210626.93,4.94,2.62,0.71,1.69
3,2024-07-29,002460,27.8,26.7,27.8,26.7,183765,498431699.38,3.95,-4.13,-1.15,1.52
4,2024-07-30,002460,26.6,26.52,26.62,26.16,119131,315690588.83,1.72,-0.67,-0.18,0.99
5,2024-07-31,002460,26.61,27.98,27.98,26.35,268360,740211063.73,6.15,5.51,1.46,2.22
6,2024-08-01,002460,27.95,27.35,28.06,27.25,163119,451391974.7,2.89,-2.25,-0.63,1.35
7,2024-08-02,002460,27.05,27.07,27.6,27.02,113716,311632304.85,2.12,-1.02,-0.28,0.94
8,2024-08-05,002460,26.95,26.85,28.28,26.85,224713,622178912.55,5.28,-0.81,-0.22,1.86
9,2024-08-06,002460,27.24,27.73,28.07,27.18,236742,659906384.28,3.31,3.28,0.88,1.96
10,2024-08-07,002460,27.52,27.15,27.61,27.1,157695,432486990.9,1.84,-2.09,-0.58,1.3
11,2024-08-08,002460,27.15,27.16,27.4,26.83,119515,325840695.58,2.1,0.04,0.01,0.99
12,2024-08-09,002460,27.27,26.75,27.43,26.75,122343,332127360.49,2.5,-1.51,-0.41,1.01
13,2024-08-12,002460,26.87,26.47,26.95,26.41,84069,224359535.33,2.02,-1.05,-0.28,0.7
14,2024-08-13,002460,26.46,27.01,27.17,26.09,134546,360635444.22,4.08,2.04,0.54,1.11
15,2024-08-14,002460,26.83,26.44,27.4,26.43,108073,290122417.01,3.59,-2.11,-0.57,0.89
16,2024-08-15,002460,26.22,26.42,26.68,25.82,144731,382196977.54,3.25,-0.08,-0.02,1.2
17,2024-08-16,002460,26.4,26.2,26.79,26.17,116975,310432489.56,2.35,-0.83,-0.22,0.97
18,2024-08-19,002460,26.13,26.39,26.71,25.91,106535,282857123.19,3.05,0.73,0.19,0.88
19,2024-08-20,002460,26.55,26.82,27.41,26.46,290413,789178603.33,3.6,1.63,0.43,2.4
20,2024-08-21,002460,26.46,27.25,27.71,26.15,303272,826462870.66,5.82,1.6,0.43,2.51
21,2024-08-22,002460,27.32,26.35,27.39,26.35,179641,482710193.94,3.82,-3.3,-0.9,1.49
22,2024-08-23,002460,26.16,25.37,26.33,25.26,200062,515133751.92,4.06,-3.72,-0.98,1.66
23,2024-08-26,002460,25.38,26.24,26.8,25.38,245000,650347059.84,5.6,3.43,0.87,2.03
24,2024-08-27,002460,26.24,25.89,26.32,25.55,142168,369827937.64,2.93,-1.33,-0.35,1.18
25,2024-08-28,002460,25.73,25.82,25.84,25.31,110291,283991656.49,2.05,-0.27,-0.07,0.91
26,2024-08-29,002460,25.62,26.24,26.51,25.19,192044,500302985.9,5.11,1.63,0.42,1.59
27,2024-08-30,002460,26.15,27.18,27.69,26.06,382958,1048624287.03,6.21,3.58,0.94,3.17
28,2024-09-02,002460,27.04,25.95,27.43,25.95,222978,595120348.42,5.45,-4.53,-1.23,1.84
29,2024-09-03,002460,25.95,26.45,27.12,25.57,251319,667867648.21,5.97,1.93,0.5,2.08
30,2024-09-04,002460,26.33,26.2,26.82,26.16,178096,473534638.05,2.5,-0.95,-0.25,1.47
31,2024-09-05,002460,26.2,26.55,27.21,26.13,200815,540869372.01,4.12,1.34,0.35,1.66
32,2024-09-06,002460,26.47,26.07,26.63,26.04,111650,294285055.12,2.22,-1.81,-0.48,0.92
33,2024-09-09,002460,25.86,25.55,26.26,25.36,173039,446400560.63,3.45,-1.99,-0.52,1.43
34,2024-09-10,002460,25.72,25.16,25.74,24.75,193840,488714490.14,3.87,-1.53,-0.39,1.6
35,2024-09-11,002460,25.84,27.69,27.69,25.52,741377,2010100894.93,8.62,10.06,2.53,6.13
36,2024-09-12,002460,27.61,26.91,28.03,26.85,502732,1385271565.16,4.26,-2.82,-0.78,4.16
37,2024-09-13,002460,26.77,25.43,27.15,25.37,427550,1110969562.99,6.61,-5.5,-1.48,3.54
38,2024-09-18,002460,25.35,25.25,25.54,24.84,214723,541252985.96,2.75,-0.71,-0.18,1.78
39,2024-09-19,002460,25.38,25.61,25.93,24.92,233519,597642484.85,4.0,1.43,0.36,1.93
40,2024-09-20,002460,25.57,25.34,25.57,25.1,154799,393392401.42,1.84,-1.05,-0.27,1.28
41,2024-09-23,002460,25.31,25.43,25.7,25.11,134212,343211922.33,2.33,0.36,0.09,1.11
42,2024-09-24,002460,25.75,27.36,27.4,25.57,551895,1480459986.94,7.2,7.59,1.93,4.57
43,2024-09-25,002460,27.65,27.36,28.2,27.3,465520,1299862300.83,3.29,0.0,0.0,3.85
44,2024-09-26,002460,27.21,28.38,28.39,27.1,355619,993883083.27,4.71,3.73,1.02,2.94
45,2024-09-27,002460,29.11,31.19,31.23,29.08,753939,2317919817.93,7.58,9.9,2.81,6.24
46,2024-09-30,002460,33.27,34.32,34.32,32.23,970730,3264747135.82,6.7,10.04,3.13,8.03
47,2024-10-08,002460,37.77,37.77,37.77,35.11,1029147,3839451286.4,7.75,10.05,3.45,8.51
