,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-15,002104,4.96,4.89,4.97,4.87,44943,22952788.27,2.01,-1.61,-0.08,0.75
1,2024-07-16,002104,4.89,4.9,4.92,4.85,37220,18961763.1,1.43,0.2,0.01,0.63
2,2024-07-17,002104,4.9,4.82,4.91,4.82,44024,22292795.52,1.84,-1.63,-0.08,0.74
3,2024-07-18,002104,4.79,4.81,4.81,4.67,74427,36811027.6,2.9,-0.21,-0.01,1.25
4,2024-07-19,002104,4.77,4.82,4.86,4.75,47953,24106482.06,2.29,0.21,0.01,0.81
5,2024-07-22,002104,4.83,4.88,4.91,4.81,59777,30391409.72,2.07,1.24,0.06,1.0
6,2024-07-23,002104,4.88,4.79,4.94,4.78,51062,25882722.09,3.28,-1.84,-0.09,0.86
7,2024-07-24,002104,4.78,4.71,4.83,4.7,50457,25024193.56,2.71,-1.67,-0.08,0.85
8,2024-07-25,002104,4.76,4.83,4.86,4.69,70312,35135046.41,3.61,2.55,0.12,1.18
9,2024-07-26,002104,4.77,4.94,4.94,4.76,76846,39083178.7,3.73,2.28,0.11,1.29
10,2024-07-29,002104,4.97,5.1,5.21,4.91,142323,73095104.83,6.07,3.24,0.16,2.39
11,2024-07-30,002104,5.06,5.09,5.13,5.03,89766,46339482.17,1.96,-0.2,-0.01,1.51
12,2024-07-31,002104,5.11,5.21,5.24,5.08,97943,51562176.68,3.14,2.36,0.12,1.65
13,2024-08-01,002104,5.22,5.2,5.25,5.17,81578,43171723.0,1.54,-0.19,-0.01,1.37
14,2024-08-02,002104,5.17,5.08,5.2,5.08,70964,37032357.0,2.31,-2.31,-0.12,1.19
15,2024-08-05,002104,5.07,4.93,5.12,4.93,88141,44897601.0,3.74,-2.95,-0.15,1.48
16,2024-08-06,002104,4.97,5.01,5.03,4.95,53485,27088931.76,1.62,1.62,0.08,0.9
17,2024-08-07,002104,5.01,5.07,5.11,4.99,59581,30646352.0,2.4,1.2,0.06,1.0
18,2024-08-08,002104,5.06,5.05,5.11,4.97,52921,27091939.0,2.76,-0.39,-0.02,0.89
19,2024-08-09,002104,5.06,5.01,5.09,5.0,39695,20346607.0,1.78,-0.79,-0.04,0.67
20,2024-08-12,002104,4.99,4.95,5.01,4.94,41446,20913535.0,1.4,-1.2,-0.06,0.7
21,2024-08-13,002104,4.96,5.0,5.0,4.91,39212,19764228.0,1.82,1.01,0.05,0.66
22,2024-08-14,002104,5.0,5.0,5.04,4.98,35767,18188094.6,1.2,0.0,0.0,0.6
23,2024-08-15,002104,4.98,5.12,5.19,4.96,99827,51662512.3,4.6,2.4,0.12,1.68
24,2024-08-16,002104,5.14,5.19,5.26,5.11,154330,81626531.4,2.93,1.37,0.07,2.59
25,2024-08-19,002104,5.17,5.24,5.34,5.14,132205,70595368.16,3.85,0.96,0.05,2.22
26,2024-08-20,002104,5.22,5.14,5.26,5.12,92382,48514611.2,2.67,-1.91,-0.1,1.55
27,2024-08-21,002104,5.1,5.08,5.2,5.07,68039,35424779.5,2.53,-1.17,-0.06,1.14
28,2024-08-22,002104,5.08,4.99,5.14,4.97,73134,37553973.8,3.35,-1.77,-0.09,1.23
29,2024-08-23,002104,4.96,5.02,5.09,4.94,59609,30341731.0,3.01,0.6,0.03,1.0
30,2024-08-26,002104,5.07,5.05,5.09,4.97,54010,27700190.0,2.39,0.6,0.03,0.91
31,2024-08-27,002104,5.05,4.98,5.1,4.94,72363,36752145.02,3.17,-1.39,-0.07,1.22
32,2024-08-28,002104,4.95,5.03,5.07,4.9,58963,29880180.0,3.41,1.0,0.05,0.99
33,2024-08-29,002104,4.97,5.08,5.09,4.93,72027,36830472.65,3.18,0.99,0.05,1.21
34,2024-08-30,002104,5.07,5.18,5.25,5.07,100169,52673889.56,3.54,1.97,0.1,1.68
35,2024-09-02,002104,5.18,5.11,5.2,5.1,66974,35050230.6,1.93,-1.35,-0.07,1.13
36,2024-09-03,002104,5.09,5.25,5.28,5.08,101539,53518033.87,3.91,2.74,0.14,1.71
37,2024-09-04,002104,5.19,5.19,5.28,5.17,78717,41738447.0,2.1,-1.14,-0.06,1.32
38,2024-09-05,002104,5.24,5.72,5.72,5.24,125476,72347723.6,9.25,10.21,0.53,2.11
39,2024-09-06,002104,6.3,6.3,6.3,6.3,158214,100940474.58,0.0,10.14,0.58,2.66
40,2024-09-09,002104,6.58,6.03,6.94,5.98,1157649,755318749.54,15.24,-4.29,-0.27,19.45
41,2024-09-10,002104,5.78,5.57,5.9,5.45,762363,433659537.82,7.46,-7.63,-0.46,12.81
42,2024-09-11,002104,5.44,5.37,5.51,5.35,394750,216257642.01,2.87,-3.59,-0.2,6.63
