,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-29,0.578,0.576,0.58,0.57,778274,44743008.0,1.73,-0.35,-0.002,2.54
1,2024-07-30,0.574,0.576,0.578,0.57,1058538,60765718.0,1.39,0.0,0.0,3.45
2,2024-07-31,0.576,0.599,0.6,0.575,2306152,136615245.0,4.34,3.99,0.023,7.53
3,2024-08-01,0.598,0.594,0.604,0.592,1152405,68841665.0,2.0,-0.83,-0.005,3.76
4,2024-08-02,0.589,0.586,0.599,0.586,1196466,70969370.0,2.19,-1.35,-0.008,3.9
5,2024-08-05,0.586,0.586,0.605,0.583,1884275,112285838.0,3.75,0.0,0.0,6.15
6,2024-08-06,0.593,0.599,0.601,0.589,1536147,91394561.0,2.05,2.22,0.013,5.01
7,2024-08-07,0.597,0.596,0.602,0.591,2059844,123101923.0,1.84,-0.5,-0.003,6.72
8,2024-08-08,0.595,0.595,0.599,0.584,1557035,91898456.0,2.52,-0.17,-0.001,5.08
9,2024-08-09,0.596,0.584,0.599,0.582,1271767,74909221.0,2.86,-1.85,-0.011,4.15
10,2024-08-12,0.581,0.583,0.589,0.576,1049563,61119590.0,2.23,-0.17,-0.001,3.42
11,2024-08-13,0.581,0.584,0.585,0.576,849000,49286114.0,1.54,0.17,0.001,2.77
12,2024-08-14,0.583,0.588,0.594,0.582,1344181,79269349.0,2.05,0.68,0.004,4.39
13,2024-08-15,0.588,0.599,0.607,0.584,1633018,97613119.0,3.91,1.87,0.011,5.33
14,2024-08-16,0.598,0.593,0.599,0.59,1108744,65708364.0,1.5,-1.0,-0.006,3.62
15,2024-08-19,0.592,0.594,0.599,0.589,1028375,61140310.0,1.69,0.17,0.001,3.36
16,2024-08-20,0.594,0.586,0.598,0.583,820132,48252838.0,2.53,-1.35,-0.008,2.68
17,2024-08-21,0.587,0.581,0.597,0.58,904140,53166861.0,2.9,-0.85,-0.005,2.95
18,2024-08-22,0.58,0.566,0.584,0.564,1081811,61833296.0,3.44,-2.58,-0.015,3.53
19,2024-08-23,0.564,0.565,0.568,0.559,669990,37788103.0,1.59,-0.18,-0.001,2.19
20,2024-08-26,0.565,0.566,0.569,0.557,632636,35657313.0,2.12,0.18,0.001,2.06
21,2024-08-27,0.564,0.562,0.571,0.56,718259,40660350.0,1.94,-0.71,-0.004,2.34
22,2024-08-28,0.56,0.567,0.568,0.552,852365,47898305.0,2.85,0.89,0.005,2.78
23,2024-08-29,0.565,0.572,0.573,0.562,858002,48835721.0,1.94,0.88,0.005,2.8
24,2024-08-30,0.57,0.588,0.594,0.57,1192967,69844002.0,4.2,2.8,0.016,3.89
25,2024-09-02,0.587,0.571,0.588,0.571,1042362,60320570.0,2.89,-2.89,-0.017,3.4
26,2024-09-03,0.572,0.578,0.581,0.57,714799,41196011.0,1.93,1.23,0.007,2.33
27,2024-09-04,0.575,0.576,0.582,0.571,640424,36908411.0,1.9,-0.35,-0.002,2.09
28,2024-09-05,0.574,0.591,0.595,0.574,1123548,66027936.0,3.65,2.6,0.015,3.67
29,2024-09-06,0.59,0.585,0.595,0.584,876201,51507605.0,1.86,-1.02,-0.006,2.86
30,2024-09-09,0.585,0.58,0.589,0.579,654718,38154994.0,1.71,-0.85,-0.005,2.14
31,2024-09-10,0.582,0.59,0.591,0.573,1014165,58929685.0,3.1,1.72,0.01,3.31
32,2024-09-11,0.586,0.588,0.592,0.583,601418,35319778.0,1.53,-0.34,-0.002,1.96
33,2024-09-12,0.589,0.581,0.594,0.58,800545,46869076.0,2.38,-1.19,-0.007,2.61
34,2024-09-13,0.58,0.575,0.585,0.574,835034,48414945.0,1.89,-1.03,-0.006,2.72
35,2024-09-18,0.575,0.57,0.577,0.563,872863,49595162.0,2.43,-0.87,-0.005,2.85
36,2024-09-19,0.572,0.583,0.585,0.566,985694,56990011.0,3.33,2.28,0.013,3.22
37,2024-09-20,0.579,0.581,0.581,0.575,711607,41146546.0,1.03,-0.34,-0.002,2.32
38,2024-09-23,0.58,0.579,0.585,0.577,616212,35839576.0,1.38,-0.34,-0.002,2.01
39,2024-09-24,0.58,0.602,0.602,0.576,1444357,85481029.0,4.49,3.97,0.023,4.71
40,2024-09-25,0.605,0.611,0.63,0.605,2320333,143400280.0,4.15,1.5,0.009,7.57
41,2024-09-26,0.61,0.638,0.638,0.607,1758350,108994865.0,5.07,4.42,0.027,5.74
42,2024-09-27,0.65,0.671,0.674,0.644,1392190,91308108.0,4.7,5.17,0.033,4.54
43,2024-09-30,0.698,0.738,0.738,0.69,4786803,342728850.0,7.15,9.99,0.067,15.62
44,2024-10-08,0.812,0.805,0.812,0.746,8820021,701505091.0,8.94,9.08,0.067,28.78
45,2024-10-09,0.775,0.725,0.775,0.725,5040157,374714673.0,6.21,-9.94,-0.08,16.45
