,成交时间,成交价格,成交金额,成交量,性质
0,09:25:01,24.52,4026184,1642,买盘
1,09:30:01,24.8,412080,167,买盘
2,09:30:04,24.54,2967966,1207,卖盘
3,09:30:07,24.53,2235494,904,卖盘
4,09:30:10,24.58,1021195,414,中性盘
5,09:30:13,24.54,579703,236,卖盘
6,09:30:16,24.6,184682,75,中性盘
7,09:30:19,24.52,3505351,1428,卖盘
8,09:30:22,24.59,391164,159,中性盘
9,09:30:25,24.53,892037,363,卖盘
10,09:30:28,24.6,388357,158,买盘
11,09:30:31,24.58,523114,213,中性盘
12,09:30:34,24.57,545314,222,卖盘
13,09:30:37,24.54,641255,261,中性盘
14,09:30:40,24.53,530123,216,卖盘
15,09:30:43,24.53,1030840,420,卖盘
16,09:30:46,24.57,905390,369,买盘
17,09:30:49,24.53,385028,157,卖盘
18,09:30:52,24.52,1562168,637,卖盘
19,09:30:55,24.52,1297384,529,卖盘
20,09:30:58,24.51,1848386,754,卖盘
21,09:31:01,24.51,1284536,524,卖盘
22,09:31:04,24.5,850376,347,卖盘
23,09:31:07,24.49,1011731,413,卖盘
24,09:31:10,24.49,1103411,451,买盘
25,09:31:13,24.44,144272,59,中性盘
26,09:31:16,24.42,476430,195,卖盘
27,09:31:19,24.41,312446,128,卖盘
28,09:31:22,24.4,363656,149,卖盘
29,09:31:25,24.39,866168,355,卖盘
30,09:31:28,24.39,173193,71,买盘
31,09:31:31,24.34,694465,285,卖盘
32,09:31:34,24.34,977035,401,买盘
33,09:31:37,24.35,1548755,635,中性盘
34,09:31:40,24.35,526251,216,卖盘
35,09:31:43,24.44,1294901,531,买盘
36,09:31:46,24.44,332115,136,买盘
37,09:31:49,24.48,780567,319,买盘
38,09:31:52,24.49,1661532,679,买盘
39,09:31:55,24.5,372289,152,买盘
40,09:31:58,24.49,342924,140,买盘
41,09:32:01,24.5,431048,176,买盘
42,09:32:04,24.5,972348,397,卖盘
43,09:32:07,24.44,443017,181,卖盘
44,09:32:10,24.46,369387,151,中性盘
45,09:32:13,24.44,462250,189,卖盘
46,09:32:16,24.46,633202,259,买盘
47,09:32:19,24.48,560144,229,买盘
48,09:32:22,24.44,926105,379,卖盘
49,09:32:25,24.45,608795,249,买盘
50,09:32:28,24.45,608569,249,卖盘
51,09:32:31,24.43,222270,91,中性盘
52,09:32:34,24.41,246674,101,卖盘
53,09:32:37,24.41,425203,174,卖盘
54,09:32:40,24.41,454348,186,卖盘
55,09:32:43,24.43,481396,197,中性盘
56,09:32:46,24.43,381257,156,卖盘
57,09:32:49,24.43,205365,84,卖盘
58,09:32:52,24.43,276070,113,卖盘
59,09:32:55,24.43,461745,189,卖盘
60,09:32:58,24.43,307845,126,卖盘
61,09:33:01,24.48,129536,53,买盘
62,09:33:04,24.46,1224511,501,中性盘
63,09:33:07,24.45,215232,88,卖盘
64,09:33:10,24.45,349844,143,卖盘
65,09:33:13,24.44,662456,271,卖盘
66,09:33:16,24.46,195633,80,买盘
67,09:33:19,24.44,153998,63,卖盘
68,09:33:22,24.44,1977509,810,卖盘
69,09:33:25,24.41,229574,94,卖盘
70,09:33:28,24.41,470978,193,卖盘
71,09:33:31,24.4,197659,81,买盘
72,09:33:34,24.38,597284,245,卖盘
73,09:33:37,24.37,253492,104,卖盘
74,09:33:40,24.35,935726,384,卖盘
75,09:33:43,24.37,2114499,868,买盘
76,09:33:46,24.4,553250,227,买盘
77,09:33:49,24.4,621355,255,买盘
78,09:33:52,24.38,304889,125,中性盘
79,09:33:55,24.37,416775,171,卖盘
80,09:33:58,24.38,992067,407,中性盘
81,09:34:01,24.37,1104759,453,卖盘
82,09:34:04,24.43,1108206,454,买盘
83,09:34:07,24.39,522846,214,卖盘
84,09:34:10,24.43,742616,304,买盘
85,09:34:13,24.41,222170,91,中性盘
86,09:34:16,24.4,195212,80,卖盘
87,09:34:19,24.4,114703,47,卖盘
88,09:34:22,24.4,102466,42,买盘
89,09:34:25,24.44,2778281,1138,买盘
