,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-29,0.434,0.429,0.435,0.426,213139,9118390.2,2.06,-1.83,-0.008,4.3
1,2024-07-30,0.427,0.426,0.427,0.423,203769,8652645.869,0.93,-0.7,-0.003,4.11
2,2024-07-31,0.425,0.439,0.44,0.423,244027,10471514.993,3.99,3.05,0.013,4.92
3,2024-08-01,0.439,0.433,0.439,0.43,173235,7527007.93,2.05,-1.37,-0.006,3.49
4,2024-08-02,0.432,0.425,0.432,0.424,217262,9307540.5,1.85,-1.85,-0.008,4.38
5,2024-08-05,0.425,0.42,0.431,0.418,236667,10104221.987,3.06,-1.18,-0.005,4.77
6,2024-08-06,0.421,0.422,0.425,0.417,211894,8953244.076,1.9,0.48,0.002,4.27
7,2024-08-07,0.421,0.421,0.422,0.418,178046,7485801.0,0.95,-0.24,-0.001,3.59
8,2024-08-08,0.42,0.417,0.42,0.411,223025,9228298.0,2.14,-0.95,-0.004,4.5
9,2024-08-09,0.418,0.413,0.422,0.413,201103,8420947.2,2.16,-0.96,-0.004,4.06
10,2024-08-12,0.413,0.41,0.415,0.409,201755,8300161.552,1.45,-0.73,-0.003,4.07
11,2024-08-13,0.411,0.413,0.417,0.408,201980,8294598.1,2.2,0.73,0.003,4.07
12,2024-08-14,0.414,0.408,0.415,0.407,144200,5915395.3,1.94,-1.21,-0.005,2.91
13,2024-08-15,0.409,0.412,0.416,0.407,198466,8147025.58,2.21,0.98,0.004,4.0
14,2024-08-16,0.412,0.411,0.414,0.409,188411,7758810.415,1.21,-0.24,-0.001,3.8
15,2024-08-19,0.411,0.411,0.417,0.409,188861,7826245.9,1.95,0.0,0.0,3.81
16,2024-08-20,0.411,0.407,0.413,0.405,198830,8153415.1,1.95,-0.97,-0.004,4.01
17,2024-08-21,0.406,0.41,0.414,0.403,218133,8886515.6,2.7,0.74,0.003,4.4
18,2024-08-22,0.412,0.407,0.412,0.407,202958,8323320.8,1.22,-0.73,-0.003,4.09
19,2024-08-23,0.406,0.403,0.406,0.402,198609,8027569.106,0.98,-0.98,-0.004,4.0
20,2024-08-26,0.405,0.413,0.417,0.404,227923,9420467.11,3.23,2.48,0.01,4.6
21,2024-08-27,0.412,0.405,0.412,0.404,204431,8312486.0,1.94,-1.94,-0.008,4.12
22,2024-08-28,0.405,0.406,0.406,0.401,188189,7584558.064,1.23,0.25,0.001,3.79
23,2024-08-29,0.403,0.409,0.412,0.401,191291,7726235.2,2.71,0.74,0.003,3.86
24,2024-08-30,0.411,0.421,0.428,0.41,325739,13635660.9,4.4,2.93,0.012,6.57
25,2024-09-02,0.42,0.412,0.423,0.411,243405,10173044.6,2.85,-2.14,-0.009,4.91
26,2024-09-03,0.412,0.422,0.423,0.41,256046,10659961.9,3.16,2.43,0.01,5.16
27,2024-09-04,0.418,0.425,0.429,0.418,247422,10476135.9,2.61,0.71,0.003,4.99
28,2024-09-05,0.425,0.426,0.432,0.421,219023,9364821.5,2.59,0.24,0.001,4.42
29,2024-09-06,0.426,0.419,0.426,0.418,173107,7304598.5,1.88,-1.64,-0.007,3.49
30,2024-09-09,0.419,0.416,0.421,0.413,223493,9355402.2,1.91,-0.72,-0.003,4.51
31,2024-09-10,0.415,0.413,0.417,0.408,210398,8672200.118,2.16,-0.72,-0.003,4.24
32,2024-09-11,0.413,0.427,0.428,0.412,340084,14269237.8,3.87,3.39,0.014,6.86
33,2024-09-12,0.427,0.422,0.431,0.422,274401,11716203.9,2.11,-1.17,-0.005,5.53
34,2024-09-13,0.427,0.412,0.427,0.411,261206,10891294.5,3.79,-2.37,-0.01,5.27
35,2024-09-18,0.412,0.41,0.412,0.406,136833,5605327.0,1.46,-0.49,-0.002,2.76
36,2024-09-19,0.413,0.414,0.42,0.408,130033,5389352.68,2.93,0.98,0.004,2.62
37,2024-09-20,0.415,0.411,0.415,0.406,155510,6370813.3,2.17,-0.72,-0.003,3.14
38,2024-09-23,0.411,0.408,0.414,0.408,138356,5676722.8,1.46,-0.73,-0.003,2.79
39,2024-09-24,0.41,0.43,0.43,0.409,203279,8558299.252,5.15,5.39,0.022,4.1
40,2024-09-25,0.433,0.435,0.447,0.43,268261,11809325.777,3.95,1.16,0.005,5.41
41,2024-09-26,0.435,0.45,0.451,0.433,208038,9199411.9,4.14,3.45,0.015,4.19
42,2024-09-27,0.452,0.494,0.495,0.452,386459,18558647.75,9.56,9.78,0.044,7.79
43,2024-09-30,0.519,0.543,0.543,0.508,367027,19358022.129,7.09,9.92,0.049,7.4
44,2024-10-08,0.597,0.597,0.597,0.555,383317,22682796.279,7.73,9.94,0.054,7.73
45,2024-10-09,0.594,0.547,0.596,0.547,524565,30101588.99,8.21,-8.38,-0.05,10.58
46,2024-10-10,0.55,0.551,0.57,0.545,375398,21005248.771,4.57,0.73,0.004,7.57
47,2024-10-11,0.549,0.518,0.549,0.51,354405,18657305.2,7.08,-5.99,-0.033,7.15
48,2024-10-14,0.522,0.532,0.534,0.516,361535,19016329.0,3.47,2.7,0.014,7.29
49,2024-10-15,0.533,0.515,0.534,0.515,269649,14192093.2,3.57,-3.2,-0.017,5.44
50,2024-10-16,0.51,0.503,0.511,0.5,255579,12896489.8,2.14,-2.33,-0.012,5.15
51,2024-10-17,0.504,0.498,0.512,0.498,233611,11873816.9,2.78,-0.99,-0.005,4.71
52,2024-10-18,0.5,0.528,0.544,0.498,436729,22569203.368,9.24,6.02,0.03,8.81
53,2024-10-21,0.535,0.537,0.546,0.532,308433,16595828.57,2.65,1.7,0.009,6.22
54,2024-10-22,0.534,0.542,0.542,0.532,235846,12659934.62,1.86,0.93,0.005,4.76
55,2024-10-23,0.543,0.548,0.555,0.535,222154,12148509.3,3.69,1.11,0.006,4.48
56,2024-10-24,0.547,0.535,0.547,0.532,199916,10717880.2,2.74,-2.37,-0.013,4.03
57,2024-10-25,0.55,0.562,0.572,0.535,356275,19805253.254,6.92,5.05,0.027,7.18
58,2024-10-28,0.562,0.558,0.562,0.551,184335,10265891.5,1.96,-0.71,-0.004,3.72
59,2024-10-29,0.554,0.55,0.565,0.549,92963,5161229.4,2.87,-1.43,-0.008,1.87
60,2024-10-30,0.548,0.543,0.551,0.538,226911,12318084.1,2.36,-1.27,-0.007,4.58
61,2024-10-31,0.545,0.546,0.552,0.535,317659,17334444.2,3.13,0.55,0.003,6.41
62,2024-11-01,0.545,0.541,0.551,0.538,182561,9947826.947,2.38,-0.92,-0.005,3.68
63,2024-11-04,0.541,0.552,0.558,0.541,297802,16443538.75,3.14,2.03,0.011,6.0
64,2024-11-05,0.552,0.574,0.575,0.547,374322,21024964.323,5.07,3.99,0.022,7.55
65,2024-11-06,0.574,0.578,0.598,0.574,391706,23053744.9,4.18,0.7,0.004,7.9
66,2024-11-07,0.573,0.588,0.588,0.571,439909,25445447.815,2.94,1.73,0.01,8.87
67,2024-11-08,0.59,0.585,0.609,0.582,354781,21221490.912,4.59,-0.51,-0.003,7.15
68,2024-11-11,0.58,0.616,0.617,0.575,412939,24908258.4,7.18,5.3,0.031,8.33
69,2024-11-12,0.62,0.615,0.64,0.608,423663,26498818.2,5.19,-0.16,-0.001,8.54
70,2024-11-13,0.607,0.616,0.62,0.597,238260,14499539.3,3.74,0.16,0.001,4.8
71,2024-11-14,0.618,0.597,0.621,0.594,244045,14728925.8,4.38,-3.08,-0.019,4.92
72,2024-11-15,0.592,0.575,0.595,0.575,255808,15021918.4,3.35,-3.69,-0.022,5.16
73,2024-11-18,0.574,0.568,0.585,0.564,331397,19014502.8,3.65,-1.22,-0.007,6.68
74,2024-11-19,0.568,0.59,0.594,0.561,417541,24058032.071,5.81,3.87,0.022,8.42
75,2024-11-20,0.59,0.592,0.598,0.584,222592,13128661.1,2.37,0.34,0.002,4.49
