,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-24,000423,48.59,48.07,49.17,47.89,75716,384571633.12,2.63,-1.11,-0.54,1.18
1,2024-07-25,000423,47.59,46.28,47.77,46.02,134276,656871520.99,3.64,-3.72,-1.79,2.09
2,2024-07-26,000423,46.24,45.96,46.66,45.47,89451,432873670.38,2.57,-0.69,-0.32,1.39
3,2024-07-29,000423,46.0,44.6,46.29,44.45,89667,425411170.76,4.0,-2.96,-1.36,1.39
4,2024-07-30,000423,44.59,44.97,45.34,43.6,95299,449371376.95,3.9,0.83,0.37,1.48
5,2024-07-31,000423,44.97,46.48,46.69,44.4,101302,490811107.01,5.09,3.36,1.51,1.57
6,2024-08-01,000423,46.45,46.33,47.24,45.8,98754,482348168.72,3.1,-0.32,-0.15,1.53
7,2024-08-02,000423,45.99,45.11,46.65,44.99,80010,384611416.62,3.58,-2.63,-1.22,1.24
8,2024-08-05,000423,45.15,45.56,46.68,44.75,100781,486460151.68,4.28,1.0,0.45,1.56
9,2024-08-06,000423,45.69,45.77,46.33,45.32,66652,320743092.39,2.22,0.46,0.21,1.04
10,2024-08-07,000423,45.77,46.29,46.76,45.06,63149,307035145.81,3.71,1.14,0.52,0.98
11,2024-08-08,000423,46.09,46.65,46.96,45.79,73715,360500225.42,2.53,0.78,0.36,1.14
12,2024-08-09,000423,46.69,46.68,47.78,46.59,72799,360757053.7,2.55,0.06,0.03,1.13
13,2024-08-12,000423,46.5,48.41,49.29,46.31,99256,502564326.15,6.38,3.71,1.73,1.54
14,2024-08-13,000423,48.29,47.28,48.34,46.71,77502,384518299.8,3.37,-2.33,-1.13,1.2
15,2024-08-14,000423,47.31,46.6,47.38,46.03,66765,328013104.76,2.86,-1.44,-0.68,1.04
16,2024-08-15,000423,46.52,47.29,47.99,46.39,60135,298633217.0,3.43,1.48,0.69,0.93
17,2024-08-16,000423,46.99,46.59,47.28,45.73,77052,376354916.46,3.28,-1.48,-0.7,1.2
18,2024-08-19,000423,46.49,46.84,47.34,46.39,48129,237085351.2,2.04,0.54,0.25,0.75
