,成交时间,成交价格,成交金额,成交量,性质
0,09:25:00,37.96,15123264,3984,买盘
1,09:30:00,37.96,7765996,2044,卖盘
2,09:30:03,37.98,9232216,2430,卖盘
3,09:30:06,37.96,1895948,499,卖盘
4,09:30:09,38.03,919090,242,买盘
5,09:30:12,38.07,544328,143,买盘
6,09:30:15,38.1,621260,163,买盘
7,09:30:18,38.15,671180,176,买盘
8,09:30:21,38.23,2241730,587,买盘
9,09:30:24,38.27,872041,228,买盘
10,09:30:27,38.28,2071353,541,买盘
11,09:30:30,38.33,1482278,387,买盘
12,09:30:33,38.27,11310489,2954,卖盘
13,09:30:36,38.13,2102057,550,卖盘
14,09:30:39,38.07,1059100,278,卖盘
15,09:30:42,38.14,1493999,392,买盘
16,09:30:45,38.16,244162,64,买盘
17,09:30:48,38.24,1705365,446,买盘
18,09:30:51,38.26,179771,47,买盘
19,09:30:54,38.29,3551900,929,买盘
20,09:30:57,38.25,489826,128,卖盘
21,09:31:00,38.29,976155,255,买盘
22,09:31:03,38.29,386521,101,买盘
23,09:31:06,38.26,298571,78,卖盘
24,09:31:09,38.2,638497,167,卖盘
25,09:31:12,38.2,443196,116,买盘
26,09:31:15,38.15,541958,142,卖盘
27,09:31:18,38.19,1995796,523,买盘
28,09:31:21,38.2,923954,242,买盘
29,09:31:24,38.21,2002278,524,买盘
30,09:31:27,38.21,309635,81,卖盘
31,09:31:30,38.33,2721583,711,买盘
32,09:31:33,38.32,1186943,310,卖盘
33,09:31:36,38.31,263940,69,中性盘
34,09:31:39,38.3,428971,112,中性盘
35,09:31:42,38.27,409322,107,中性盘
36,09:31:45,38.25,393934,103,中性盘
37,09:31:48,38.26,1388668,363,买盘
38,09:31:51,38.25,627806,164,卖盘
39,09:31:54,38.28,646944,169,卖盘
40,09:31:57,38.26,489928,128,卖盘
41,09:32:00,38.28,1294255,338,买盘
42,09:32:03,38.26,964497,252,卖盘
43,09:32:06,38.26,1950353,510,卖盘
44,09:32:09,38.2,3830545,1003,卖盘
45,09:32:12,38.19,232821,61,中性盘
46,09:32:15,38.13,496638,130,卖盘
47,09:32:18,38.26,802246,210,买盘
48,09:32:21,38.21,470103,123,卖盘
49,09:32:24,38.25,462737,121,买盘
50,09:32:27,38.26,3106587,812,买盘
51,09:32:30,38.27,3782726,988,中性盘
52,09:32:33,38.32,2713125,708,买盘
53,09:32:36,38.34,310436,81,买盘
54,09:32:39,38.29,1865144,487,卖盘
55,09:32:42,38.29,1021996,267,买盘
56,09:32:45,38.31,267947,70,买盘
57,09:32:48,38.29,501344,131,中性盘
58,09:32:51,38.29,708152,185,买盘
59,09:32:54,38.28,237344,62,中性盘
60,09:32:57,38.3,781161,204,买盘
61,09:33:00,38.28,723545,189,买盘
62,09:33:03,38.28,405652,106,买盘
63,09:33:06,38.26,485938,127,买盘
64,09:33:09,38.29,1059868,277,买盘
65,09:33:12,38.29,994628,260,买盘
66,09:33:15,38.26,359743,94,卖盘
67,09:33:18,38.21,3977509,1040,卖盘
68,09:33:21,38.26,924870,242,买盘
69,09:33:24,38.28,110927,29,买盘
70,09:33:27,38.23,405492,106,中性盘
71,09:33:30,38.2,1154190,302,卖盘
72,09:33:33,38.25,527686,138,中性盘
73,09:33:36,38.25,302265,79,买盘
74,09:33:39,38.26,275482,72,中性盘
75,09:33:42,38.23,317476,83,卖盘
76,09:33:45,38.25,252499,66,买盘
77,09:33:48,38.24,435953,114,卖盘
78,09:33:51,38.26,501074,131,买盘
79,09:33:54,38.33,5387911,1406,买盘
80,09:33:57,38.35,356475,93,买盘
81,09:34:00,38.35,820682,214,买盘
