,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-18,0.876,0.888,0.891,0.868,145690,12848865.0,2.62,1.14,0.01,1.2
1,2024-07-19,0.886,0.897,0.898,0.886,98148,8750897.0,1.35,1.01,0.009,0.81
2,2024-07-22,0.897,0.894,0.901,0.889,72644,6499781.0,1.34,-0.33,-0.003,0.6
3,2024-07-23,0.894,0.883,0.896,0.883,108808,9709560.0,1.45,-1.23,-0.011,0.9
4,2024-07-24,0.883,0.881,0.89,0.878,64456,5701503.0,1.36,-0.23,-0.002,0.53
5,2024-07-25,0.878,0.894,0.897,0.877,135229,11999850.0,2.27,1.48,0.013,1.11
6,2024-07-26,0.893,0.894,0.896,0.886,99099,8824959.0,1.12,0.0,0.0,0.82
7,2024-07-29,0.893,0.879,0.893,0.876,47754,4204314.0,1.9,-1.68,-0.015,0.39
8,2024-07-30,0.875,0.874,0.882,0.87,44071,3854647.0,1.37,-0.57,-0.005,0.36
9,2024-07-31,0.874,0.888,0.889,0.865,81588,7164460.0,2.75,1.6,0.014,0.67
10,2024-08-01,0.891,0.88,0.891,0.878,61478,5438374.0,1.46,-0.9,-0.008,0.51
11,2024-08-02,0.879,0.872,0.882,0.87,37707,3299619.0,1.36,-0.91,-0.008,0.31
12,2024-08-05,0.872,0.861,0.882,0.861,50369,4400676.0,2.41,-1.26,-0.011,0.41
13,2024-08-06,0.861,0.876,0.88,0.861,58737,5127788.0,2.21,1.74,0.015,0.48
14,2024-08-07,0.875,0.873,0.881,0.871,56148,4914600.0,1.14,-0.34,-0.003,0.46
15,2024-08-08,0.872,0.87,0.876,0.866,100263,8729168.0,1.15,-0.34,-0.003,0.83
16,2024-08-09,0.87,0.86,0.875,0.86,36968,3201169.0,1.72,-1.15,-0.01,0.3
17,2024-08-12,0.873,0.857,0.878,0.855,74405,6428868.0,2.67,-0.35,-0.003,0.61
18,2024-08-13,0.852,0.863,0.864,0.849,80421,6879455.0,1.75,0.7,0.006,0.66
19,2024-08-14,0.859,0.856,0.872,0.855,43875,3769027.0,1.97,-0.81,-0.007,0.36
20,2024-08-15,0.853,0.865,0.868,0.851,57667,4976766.0,1.99,1.05,0.009,0.47
21,2024-08-16,0.863,0.855,0.864,0.853,44030,3774222.0,1.27,-1.16,-0.01,0.36
22,2024-08-19,0.857,0.853,0.861,0.852,17582,1506947.0,1.05,-0.23,-0.002,0.14
23,2024-08-20,0.853,0.844,0.854,0.841,57805,4880330.0,1.52,-1.06,-0.009,0.48
24,2024-08-21,0.845,0.843,0.845,0.837,33869,2847681.0,0.95,-0.12,-0.001,0.28
