,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-15,601628,30.75,30.82,31.04,30.67,66766,210403356.0,1.2,-0.19,-0.06,0.03
1,2024-07-16,601628,30.82,30.55,30.85,30.11,76836,239183519.0,2.4,-0.88,-0.27,0.04
2,2024-07-17,601628,30.38,31.45,31.65,30.38,141041,450175758.0,4.16,2.95,0.9,0.07
3,2024-07-18,601628,31.26,31.58,31.64,31.05,119617,384098538.0,1.88,0.41,0.13,0.06
4,2024-07-19,601628,31.6,31.38,31.6,31.17,102407,327757072.0,1.36,-0.63,-0.2,0.05
5,2024-07-22,601628,31.38,31.02,31.54,30.65,108811,344092550.0,2.84,-1.15,-0.36,0.05
6,2024-07-23,601628,30.88,30.41,30.98,30.39,71604,224049933.0,1.9,-1.97,-0.61,0.03
7,2024-07-24,601628,30.38,29.9,30.5,29.79,88844,271842750.0,2.33,-1.68,-0.51,0.04
8,2024-07-25,601628,29.86,30.08,30.52,29.8,93483,288131368.0,2.41,0.6,0.18,0.04
9,2024-07-26,601628,30.1,29.94,30.45,29.72,71751,219596649.0,2.43,-0.47,-0.14,0.03
10,2024-07-29,601628,29.94,30.58,30.86,29.78,89590,278905773.0,3.61,2.14,0.64,0.04
11,2024-07-30,601628,30.58,30.29,30.71,30.01,66727,205982918.0,2.29,-0.95,-0.29,0.03
12,2024-07-31,601628,30.16,31.55,31.59,30.01,149771,474732397.0,5.22,4.16,1.26,0.07
13,2024-08-01,601628,31.33,31.58,31.8,31.05,99427,319294759.0,2.38,0.1,0.03,0.05
14,2024-08-02,601628,31.43,31.08,31.65,31.0,62443,198935947.0,2.06,-1.58,-0.5,0.03
15,2024-08-05,601628,30.85,31.67,32.08,30.85,147935,477786349.0,3.96,1.9,0.59,0.07
16,2024-08-06,601628,31.58,29.71,31.83,29.45,213039,658773742.0,7.51,-6.19,-1.96,0.1
17,2024-08-07,601628,29.67,28.98,29.67,28.92,163149,486940711.0,2.52,-2.46,-0.73,0.08
18,2024-08-08,601628,28.99,28.91,29.08,28.53,86065,253927291.0,1.9,-0.24,-0.07,0.04
19,2024-08-09,601628,29.02,28.71,29.19,28.71,62466,184641929.0,1.66,-0.69,-0.2,0.03
20,2024-08-12,601628,28.67,28.84,28.85,28.31,75732,221368005.0,1.88,0.45,0.13,0.04
21,2024-08-13,601628,28.95,29.03,29.09,28.69,63422,187520190.0,1.39,0.66,0.19,0.03
22,2024-08-14,601628,29.08,28.79,29.14,28.72,46583,137619009.0,1.45,-0.83,-0.24,0.02
23,2024-08-15,601628,28.7,29.55,29.65,28.61,127053,381226428.0,3.61,2.64,0.76,0.06
24,2024-08-16,601628,29.51,30.03,30.06,29.39,101417,309476356.0,2.27,1.62,0.48,0.05
25,2024-08-19,601628,29.95,30.74,30.77,29.85,95968,299893719.0,3.06,2.36,0.71,0.05
26,2024-08-20,601628,30.75,30.62,30.75,30.33,77812,242815945.0,1.37,-0.39,-0.12,0.04
27,2024-08-21,601628,30.53,30.54,30.74,30.22,49654,154829158.0,1.7,-0.26,-0.08,0.02
28,2024-08-22,601628,30.57,30.74,31.0,30.48,75039,235833752.0,1.7,0.65,0.2,0.04
29,2024-08-23,601628,30.76,31.41,31.6,30.65,104251,333250696.0,3.09,2.18,0.67,0.05
30,2024-08-26,601628,31.5,31.8,31.84,31.25,105405,340068034.0,1.88,1.24,0.39,0.05
31,2024-08-27,601628,31.62,32.15,32.23,31.61,108848,355823543.0,1.95,1.1,0.35,0.05
32,2024-08-28,601628,32.05,31.95,32.37,31.81,104627,342121826.0,1.74,-0.62,-0.2,0.05
33,2024-08-29,601628,31.95,31.85,32.73,31.82,121885,399837487.0,2.85,-0.31,-0.1,0.06
34,2024-08-30,601628,31.72,32.73,33.09,31.72,172262,573245722.0,4.3,2.76,0.88,0.08
35,2024-09-02,601628,32.75,33.52,33.85,32.72,189841,648316354.0,3.45,2.41,0.79,0.09
36,2024-09-03,601628,33.51,33.56,33.83,33.17,104531,356956321.0,1.97,0.12,0.04,0.05
37,2024-09-04,601628,33.85,33.14,34.18,32.9,102110,347147184.0,3.81,-1.25,-0.42,0.05
38,2024-09-05,601628,32.97,33.46,33.62,32.96,78568,266809310.0,1.99,0.97,0.32,0.04
39,2024-09-06,601628,33.45,33.35,33.91,33.19,60229,206209262.0,2.15,-0.33,-0.11,0.03
40,2024-09-09,601628,33.18,33.1,33.64,33.01,77620,263108801.0,1.89,-0.75,-0.25,0.04
41,2024-09-10,601628,33.23,33.14,33.33,32.7,70323,237449488.0,1.9,0.12,0.04,0.03
42,2024-09-11,601628,33.15,33.0,33.41,32.8,84777,285338368.0,1.84,-0.42,-0.14,0.04
43,2024-09-12,601628,33.14,33.19,33.38,32.84,72654,245721773.0,1.64,0.58,0.19,0.03
44,2024-09-13,601628,33.19,33.43,33.8,33.16,82576,282143812.0,1.93,0.72,0.24,0.04
45,2024-09-18,601628,33.5,34.47,34.75,33.47,130258,456224924.0,3.83,3.11,1.04,0.06
46,2024-09-19,601628,34.36,34.34,34.41,33.83,112940,392777521.0,1.68,-0.38,-0.13,0.05
47,2024-09-20,601628,34.25,34.34,34.59,33.89,110168,384922912.0,2.04,0.0,0.0,0.05
48,2024-09-23,601628,34.35,34.88,35.03,34.01,94885,335734191.0,2.97,1.57,0.54,0.05
49,2024-09-24,601628,35.05,36.15,36.21,34.85,170953,620673109.0,3.9,3.64,1.27,0.08
50,2024-09-25,601628,36.92,37.45,37.65,36.35,213553,810903119.0,3.6,3.6,1.3,0.1
51,2024-09-26,601628,37.32,38.58,38.62,37.1,249766,966410507.0,4.06,3.02,1.13,0.12
52,2024-09-27,601628,38.94,39.35,39.58,38.55,104579,416515131.0,2.67,2.0,0.77,0.05
53,2024-09-30,601628,40.5,43.35,43.35,40.5,296898,1288002668.0,7.24,10.17,4.0,0.14
54,2024-10-08,601628,47.75,47.75,47.75,46.37,367513,1774184575.0,3.18,10.15,4.4,0.18
55,2024-10-09,601628,45.38,42.91,47.25,42.91,512620,2317768222.0,9.09,-10.14,-4.84,0.25
56,2024-10-10,601628,42.63,43.3,44.73,40.43,400338,1741221216.0,10.02,0.91,0.39,0.19
57,2024-10-11,601628,41.95,42.05,43.12,41.34,178068,763334501.0,4.11,-2.89,-1.25,0.09
58,2024-10-14,601628,43.25,43.36,43.47,41.72,219260,954216907.0,4.16,3.12,1.31,0.11
59,2024-10-15,601628,42.6,42.04,43.65,42.03,137686,599761687.0,3.74,-3.04,-1.32,0.07
60,2024-10-16,601628,41.65,42.29,42.73,41.35,118807,508060269.0,3.28,0.59,0.25,0.06
