,成交时间,成交价格,成交金额,成交量,性质
0,09:25:01,26.12,2583268,989,卖盘
1,09:30:04,26.13,279489,107,中性盘
2,09:30:07,26.12,214343,82,卖盘
3,09:30:10,26.12,248179,95,卖盘
4,09:30:13,26.15,295386,113,卖盘
5,09:30:16,26.12,1340138,513,卖盘
6,09:30:19,26.15,365925,140,买盘
7,09:30:22,26.12,402143,154,卖盘
8,09:30:25,26.12,543213,208,买盘
9,09:30:28,26.11,268987,103,买盘
10,09:30:31,26.12,389120,149,买盘
11,09:30:34,26.1,809213,310,卖盘
12,09:30:37,26.1,219231,84,买盘
13,09:30:40,26.12,281884,108,买盘
14,09:30:43,26.12,112255,43,买盘
15,09:30:46,26.12,313463,120,买盘
16,09:30:49,26.13,88858,34,买盘
17,09:30:52,26.11,300388,115,卖盘
18,09:30:55,26.13,130583,50,买盘
19,09:30:58,26.12,23518,9,卖盘
20,09:31:01,26.13,31366,12,卖盘
21,09:31:04,26.11,830789,318,卖盘
22,09:31:07,26.11,780689,299,买盘
23,09:31:10,26.12,268945,103,买盘
24,09:31:13,26.11,41808,16,卖盘
25,09:31:16,26.14,99289,38,买盘
26,09:31:19,26.14,402303,154,买盘
27,09:31:22,26.12,26136,10,卖盘
28,09:31:25,26.14,616904,236,买盘
29,09:31:28,26.13,760712,291,卖盘
30,09:31:31,26.16,193525,74,买盘
31,09:31:34,26.18,463121,177,买盘
32,09:31:37,26.17,78511,30,卖盘
33,09:31:40,26.17,65404,25,买盘
34,09:31:43,26.16,143896,55,卖盘
35,09:31:46,26.17,86361,33,买盘
36,09:31:49,26.17,41857,16,买盘
37,09:31:52,26.17,23551,9,买盘
38,09:31:55,26.16,117721,45,卖盘
39,09:31:58,26.16,65413,25,卖盘
40,09:32:01,26.17,52335,20,买盘
41,09:32:04,26.17,504848,193,买盘
42,09:32:07,26.17,49711,19,买盘
43,09:32:10,26.17,130845,50,买盘
44,09:32:13,26.17,175299,67,买盘
45,09:32:16,26.17,204120,78,买盘
