,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2024-07-29,002074,19.24,18.98,19.28,18.74,93232,177367173.63,2.82,-0.73,-0.14,0.7
1,2024-07-30,002074,18.88,19.04,19.06,18.8,70867,134985140.62,1.37,0.32,0.06,0.53
2,2024-07-31,002074,19.04,19.43,19.46,18.92,161489,312944315.21,2.84,2.05,0.39,1.21
3,2024-08-01,002074,19.38,19.42,19.57,19.33,121897,238127583.99,1.24,-0.05,-0.01,0.92
4,2024-08-02,002074,19.3,19.15,19.47,19.11,99907,193703237.0,1.85,-1.39,-0.27,0.75
5,2024-08-05,002074,19.09,19.0,19.48,18.97,129199,249668996.34,2.66,-0.78,-0.15,0.97
6,2024-08-06,002074,19.18,19.2,19.38,18.88,98622,189706918.84,2.63,1.05,0.2,0.74
7,2024-08-07,002074,19.17,19.11,19.29,19.07,69792,134591152.64,1.15,-0.47,-0.09,0.52
8,2024-08-08,002074,19.01,19.01,19.21,18.8,80208,153059613.2,2.15,-0.52,-0.1,0.6
9,2024-08-09,002074,19.07,18.73,19.23,18.73,75384,143470657.95,2.63,-1.47,-0.28,0.57
10,2024-08-12,002074,18.89,18.45,19.04,18.37,81756,152649851.01,3.58,-1.49,-0.28,0.61
11,2024-08-13,002074,18.39,18.61,18.78,18.3,79469,147923423.69,2.6,0.87,0.16,0.6
12,2024-08-14,002074,18.55,18.28,18.79,18.28,66529,122871056.67,2.74,-1.77,-0.33,0.5
13,2024-08-15,002074,18.2,18.35,18.44,18.06,74515,137046907.08,2.08,0.38,0.07,0.56
14,2024-08-16,002074,18.36,18.11,18.37,18.1,66149,121000155.92,1.47,-1.31,-0.24,0.5
15,2024-08-19,002074,18.07,18.02,18.24,17.95,68949,125208062.3,1.6,-0.5,-0.09,0.52
16,2024-08-20,002074,18.16,17.95,18.23,17.89,82021,148519880.8,1.89,-0.39,-0.07,0.62
17,2024-08-21,002074,17.84,18.2,18.35,17.78,125423,229001419.51,3.18,1.39,0.25,0.94
18,2024-08-22,002074,18.43,18.62,19.1,18.22,289175,545887134.09,4.84,2.31,0.42,2.17
19,2024-08-23,002074,18.34,17.85,18.45,17.77,190169,343295558.11,3.65,-4.14,-0.77,1.43
20,2024-08-26,002074,17.88,18.47,18.9,17.87,196744,366653724.97,5.77,3.47,0.62,1.48
21,2024-08-27,002074,18.4,17.98,18.41,17.9,128271,232551652.13,2.76,-2.65,-0.49,0.96
22,2024-08-28,002074,17.85,18.0,18.02,17.5,94571,169138339.44,2.89,0.11,0.02,0.71
23,2024-08-29,002074,18.0,18.3,18.59,17.91,151095,278634692.57,3.78,1.67,0.3,1.13
24,2024-08-30,002074,18.2,18.56,18.77,18.19,170525,318099475.3,3.17,1.42,0.26,1.28
25,2024-09-02,002074,18.59,18.3,18.96,18.29,131926,246262793.03,3.61,-1.4,-0.26,0.99
26,2024-09-03,002074,18.2,18.63,18.76,18.15,114702,213863461.32,3.33,1.8,0.33,0.86
27,2024-09-04,002074,18.43,18.84,19.09,18.4,177882,337025856.25,3.7,1.13,0.21,1.34
28,2024-09-05,002074,18.78,18.75,19.0,18.63,100913,190229501.0,1.96,-0.48,-0.09,0.76
29,2024-09-06,002074,18.7,18.41,18.72,18.39,74158,138103071.74,1.76,-1.81,-0.34,0.56
30,2024-09-09,002074,18.26,18.23,18.5,18.16,71442,131467662.4,1.85,-0.98,-0.18,0.54
31,2024-09-10,002074,18.24,18.19,18.34,17.83,86748,157360185.7,2.8,-0.22,-0.04,0.65
32,2024-09-11,002074,18.2,18.84,19.02,18.16,196406,369832848.4,4.73,3.57,0.65,1.48
33,2024-09-12,002074,18.71,18.78,18.99,18.66,112575,213245479.98,1.75,-0.32,-0.06,0.85
34,2024-09-13,002074,18.78,18.18,18.83,18.17,114293,210749498.0,3.51,-3.19,-0.6,0.86
35,2024-09-18,002074,18.18,17.99,18.23,17.73,102847,185056827.92,2.75,-1.05,-0.19,0.77
36,2024-09-19,002074,18.05,18.07,18.31,17.75,95588,173406366.17,3.11,0.44,0.08,0.72
37,2024-09-20,002074,18.07,17.98,18.09,17.74,105090,188553122.54,1.94,-0.5,-0.09,0.79
38,2024-09-23,002074,17.97,17.95,18.12,17.81,67912,122802309.43,1.72,-0.17,-0.03,0.51
39,2024-09-24,002074,18.02,18.77,18.78,17.94,203305,376397715.96,4.68,4.57,0.82,1.53
40,2024-09-25,002074,18.8,18.89,19.39,18.8,215607,415187181.09,3.14,0.64,0.12,1.62
41,2024-09-26,002074,18.72,19.39,19.39,18.72,170389,326789347.81,3.55,2.65,0.5,1.28
