序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,指数代码,指数名称,category
421,931775,房地产,3015.59,-0.49,-14.9,43481296,33056943771.0,2.03,3075.5,3014.06,3066.73,3030.49,0.81,931775,房地产,中证系列指数
422,931233,港股通央企红利,1157.72,-0.49,-5.7,25933379,25529043351.1,1.9,1179.88,1157.72,1165.72,1163.42,1.02,931233,港股通央企红利,中证系列指数
423,H11047,AMAC地产,1637.41,-0.5,-8.2,45188802,33467830288.0,2.0,1669.76,1636.82,1665.13,1645.61,0.86,H11047,AMAC地产,中证系列指数
424,931461,电子50,5613.16,-0.51,-28.74,53210400,256926551584.0,2.71,5634.69,5481.68,5569.16,5641.9,0.92,931461,电子50,中证系列指数
425,H50040,上红低波,11018.15,-0.51,-56.81,66618965,65145752891.0,1.48,11182.33,11018.15,11067.94,11074.96,1.45,H50040,上红低波,中证系列指数
426,H30318,科技传媒通信150,2829.91,-0.51,-14.58,88784748,463183516200.0,2.46,2841.41,2771.36,2817.55,2844.49,0.89,H30318,科技传媒通信150,中证系列指数
427,932536,航运发展,2227.56,-0.51,-11.35,28707041,26359428711.0,1.05,2246.36,2222.86,2238.33,2238.91,1.0,932536,航运发展,中证系列指数
428,930781,中证影视,1777.81,-0.51,-9.04,18252346,15712907789.0,1.48,1801.61,1775.24,1785.01,1786.85,0.72,930781,中证影视,中证系列指数
429,H30061,AMAC通用,2514.7,-0.52,-13.14,43481028,80629277160.0,2.09,2545.6,2492.71,2527.55,2527.84,0.77,H30061,AMAC通用,中证系列指数
430,931167,先进制造100,6807.06,-0.52,-35.3,27103457,91077380312.0,1.07,6868.91,6795.67,6813.81,6842.36,0.91,931167,先进制造100,中证系列指数
431,930709,香港证券,1585.76,-0.53,-8.45,17171644,13488714126.6,3.68,1642.4,1583.74,1616.45,1594.21,2.09,930709,香港证券,中证系列指数
432,H30257,500信息,9822.66,-0.54,-53.48,41175923,169666333207.0,2.16,9904.53,9691.65,9875.69,9876.14,0.85,H30257,500信息,中证系列指数
433,H30373,百发100,18991.42,-0.55,-105.68,46340844,74165915728.0,1.15,19135.74,18915.98,19109.87,19097.1,1.08,H30373,百发100,中证系列指数
434,H50042,上红价值,8963.27,-0.55,-49.33,64782424,62193726801.0,1.56,9104.17,8963.27,9007.33,9012.6,1.42,H50042,上红价值,中证系列指数
435,931722,国新港股通央企红利,1297.52,-0.55,-7.19,18846712,20317741268.5,1.56,1317.84,1297.48,1306.07,1304.71,1.27,931722,国新港股通央企红利,中证系列指数
436,932085,全指通信行业,9570.8,-0.55,-52.55,125583564,261302964309.0,1.76,9648.38,9479.15,9582.96,9623.35,0.84,932085,全指通信行业,中证系列指数
437,932368,800现金流,4739.6,-0.56,-26.46,38970839,86969009913.0,1.19,4786.09,4729.34,4737.37,4766.06,1.35,932368,800现金流,中证系列指数
438,H30359,转型成长,40951.68,-0.57,-233.02,40374665,106761308384.0,1.02,41236.23,40814.67,41157.36,41184.7,0.99,H30359,转型成长,中证系列指数
439,950105,上证证券,1484.66,-0.57,-8.52,37371412,46989929773.0,1.77,1506.73,1480.34,1498.94,1493.18,0.82,950105,上证证券,中证系列指数
440,950096,上海国企,1501.35,-0.59,-8.96,32070774,53778187691.0,1.47,1522.03,1499.84,1516.74,1510.31,1.02,950096,上海国企,中证系列指数
441,H11146,港股通内地金融,1052.92,-0.6,-6.39,26274897,29876431416.8,2.66,1081.14,1052.92,1063.05,1059.31,0.93,H11146,港股通内地金融,中证系列指数
442,930652,CS电子,9264.63,-0.6,-55.6,76854109,331790609136.0,2.47,9294.08,9064.08,9224.87,9320.23,0.87,930652,CS电子,中证系列指数
443,950107,380创新,3425.55,-0.6,-20.65,22362228,59715115758.0,1.53,3446.6,3393.79,3437.39,3446.2,0.98,950107,380创新,中证系列指数
444,H30062,AMAC专用,4012.81,-0.61,-24.75,53459462,145637459151.0,1.47,4044.94,3985.66,4031.72,4037.56,0.84,H30062,AMAC专用,中证系列指数
445,H30270,红利价值,9557.46,-0.64,-61.96,64328653,61760897337.0,1.44,9696.26,9557.46,9600.69,9619.42,1.4,H30270,红利价值,中证系列指数
446,950082,上海改革,2679.5,-0.66,-17.85,38414244,50514816493.0,1.69,2724.96,2679.39,2710.74,2697.35,0.98,950082,上海改革,中证系列指数
447,H30552,沪港深通TMT,5263.03,-0.66,-34.84,382898334,974048000704.4,1.51,5294.95,5214.98,5282.48,5297.87,0.87,H30552,沪港深通TMT,中证系列指数
448,H50046,180反向,3199.32,-0.66,-21.36,228451220,452924580547.0,1.11,3226.43,3190.81,3226.43,3220.68,1.18,H50046,180反向,中证系列指数
449,H50039,上证TMT,2480.23,-0.68,-16.97,33705932,188059318096.0,1.98,2484.86,2435.3,2475.85,2497.2,0.77,H50039,上证TMT,中证系列指数
450,930648,CS智消费,3648.56,-0.69,-25.24,82027156,296987192044.0,1.98,3665.32,3592.6,3633.04,3673.8,0.89,930648,CS智消费,中证系列指数
451,950228,智选科创价值50,1726.17,-0.7,-12.14,9081745,102896314945.0,1.82,1735.42,1703.71,1723.31,1738.31,0.91,950228,智选科创价值50,中证系列指数
452,931583,SHS数字经济,1912.23,-0.7,-13.39,67399072,255254439945.5,1.75,1922.31,1888.56,1913.06,1925.62,1.09,931583,SHS数字经济,中证系列指数
453,H30045,AMAC服装,1689.85,-0.7,-11.88,6499726,4204439402.0,1.26,1707.27,1685.81,1701.48,1701.73,0.73,H30045,AMAC服装,中证系列指数
454,H30083,300反向,1306.19,-0.73,-9.67,351938947,831194066158.0,1.44,1319.28,1300.3,1318.26,1315.86,1.14,H30083,300反向,中证系列指数
455,H30535,互联网,4511.03,-0.74,-33.56,33897271,181688617643.0,2.29,4558.9,4454.95,4520.79,4544.59,0.74,H30535,互联网,中证系列指数
456,H30404,300日报酬反向,975.32,-0.74,-7.25,351938947,831194066158.0,1.44,985.09,970.92,984.33,982.57,1.14,H30404,300日报酬反向,中证系列指数
457,H30372,中证安全,1909.01,-0.78,-14.96,46045440,97080466812.0,1.34,1921.22,1895.4,1920.76,1923.97,0.75,H30372,中证安全,中证系列指数
458,H30052,AMAC石化,999.15,-0.79,-7.96,4078525,2431455794.0,1.66,1011.75,994.99,1007.56,1007.11,0.93,H30052,AMAC石化,中证系列指数
459,H50035,沪智交通,2102.75,-0.79,-16.79,16362244,32899626007.0,1.2,2121.19,2095.65,2111.03,2119.54,0.9,H50035,沪智交通,中证系列指数
460,930850,智能制造,4605.33,-0.8,-37.15,59757037,248883114784.0,2.11,4622.92,4525.16,4589.73,4642.48,0.87,930850,智能制造,中证系列指数
461,930792,HK银行,3954.29,-0.82,-32.65,11516750,9691289230.2,1.88,4027.76,3952.82,3991.96,3986.94,0.99,930792,HK银行,中证系列指数
462,931234,长三角示范区50,1737.13,-0.82,-14.37,11536114,20811072988.0,2.08,1762.7,1726.25,1757.63,1751.5,0.9,931234,长三角示范区50,中证系列指数
463,H30022,800银行,7703.86,-0.83,-64.39,58146486,48340153511.0,2.18,7873.04,7703.86,7761.75,7768.25,1.4,H30022,800银行,中证系列指数
464,930986,金融科技,3707.86,-0.84,-31.41,34587797,114355065147.0,2.53,3776.54,3681.86,3743.11,3739.27,0.88,930986,金融科技,中证系列指数
465,930734,360互联+,25865.41,-0.85,-221.33,24343779,29473660472.0,1.47,26133.03,25749.26,26124.4,26086.74,0.87,930734,360互联+,中证系列指数
466,931480,线上消费,872.52,-0.86,-7.58,37347491,56166065560.0,1.3,880.95,869.47,878.8,880.1,0.71,931480,线上消费,中证系列指数
467,931672,风电产业,1629.11,-0.9,-14.76,17296160,23919517311.0,1.87,1649.72,1619.04,1646.78,1643.87,0.86,931672,风电产业,中证系列指数
468,H50027,沪金融红,6918.22,-0.9,-62.87,42517056,30408272083.0,2.41,7086.51,6918.22,6979.96,6981.09,1.45,H50027,沪金融红,中证系列指数
469,930740,300红利低波,7342.22,-0.91,-67.53,83901148,99454837207.0,1.71,7468.91,7342.22,7382.25,7409.75,1.52,930740,300红利低波,中证系列指数
470,932084,全指信息行业,8013.18,-0.91,-73.84,217699384,686063829766.0,1.82,8044.75,7897.44,8038.15,8087.02,0.83,932084,全指信息行业,中证系列指数
471,931456,中国教育,1266.62,-0.93,-11.91,10646578,22300669729.2,1.56,1282.72,1262.74,1278.65,1278.53,0.72,931456,中国教育,中证系列指数
472,931039,银行AH,13074.95,-0.93,-122.88,39281241,35320277991.0,2.33,13381.76,13074.54,13198.59,13197.83,1.34,931039,银行AH,中证系列指数
473,932357,专精特新100,1688.97,-0.96,-16.3,14364439,99317795592.0,2.07,1706.77,1671.49,1706.77,1705.27,0.89,932357,专精特新100,中证系列指数
474,H30067,AMAC仪表,4957.81,-0.97,-48.58,7243158,15763014874.0,1.55,5009.63,4931.89,4998.5,5006.39,0.71,H30067,AMAC仪表,中证系列指数
475,931023,北京50,1698.67,-1.0,-17.15,45295335,66144602888.0,1.36,1718.08,1694.69,1709.12,1715.82,0.97,931023,北京50,中证系列指数
476,930720,CS互医疗,2760.83,-1.03,-28.78,9214111,10563618083.0,1.49,2796.61,2755.13,2793.84,2789.61,0.73,930720,CS互医疗,中证系列指数
477,H50038,沪智慧城,2713.32,-1.06,-29.1,36969578,66796716017.0,1.46,2746.7,2706.79,2745.8,2742.42,0.8,H50038,沪智慧城,中证系列指数
478,H50017,沪信息业,5584.66,-1.1,-61.83,34556364,188830071775.0,2.28,5598.2,5469.35,5551.39,5646.49,0.78,H50017,沪信息业,中证系列指数
479,930914,港股通高股息,4931.75,-1.11,-55.41,19559471,19284766916.6,2.01,5029.96,4929.59,4997.14,4987.16,1.03,930914,港股通高股息,中证系列指数
480,931071,人工智能,2211.98,-1.13,-25.37,26057267,174761670642.0,3.2,2237.93,2166.43,2202.29,2237.35,0.81,931071,人工智能,中证系列指数
481,950180,科创AI,2447.6,-1.19,-29.4,5496292,64040399740.0,2.44,2453.09,2392.6,2437.07,2477.0,0.87,950180,科创AI,中证系列指数
482,930701,CS京津冀,1623.39,-1.21,-19.85,36917334,66009404917.0,1.62,1645.57,1618.89,1645.41,1643.24,0.92,930701,CS京津冀,中证系列指数
483,930915,港股通高股息CNY,5709.17,-1.22,-70.33,19559471,17644597488.9,2.08,5826.65,5706.27,5786.23,5779.5,1.03,930915,港股通高股息CNY,中证系列指数
484,H30366,高息策略,5177.16,-1.23,-64.69,37490264,46221393766.0,1.22,5233.43,5169.55,5195.13,5241.85,1.31,H30366,高息策略,中证系列指数
485,950253,国新科创国企,1243.9,-1.26,-15.81,14056433,64833530006.0,1.93,1250.24,1225.89,1250.24,1259.71,0.87,950253,国新科创国企,中证系列指数
486,931487,SHS人工智能50,2206.34,-1.27,-28.48,19984354,167836398098.8,2.33,2220.51,2168.34,2203.37,2234.82,0.79,931487,SHS人工智能50,中证系列指数
487,930713,CS人工智,5037.69,-1.32,-67.14,27133065,182610858798.0,2.67,5080.29,4944.2,5033.86,5104.83,0.75,930713,CS人工智,中证系列指数
488,H11049,AMAC文体,1317.87,-1.34,-17.94,19085048,18842206480.0,1.75,1339.14,1315.71,1333.4,1335.81,0.83,H11049,AMAC文体,中证系列指数
489,950222,沪专精特新,1556.7,-1.34,-21.14,12111805,73506252759.0,2.25,1573.38,1537.82,1573.38,1577.84,0.85,950222,沪专精特新,中证系列指数
490,H50047,180反两,318.88,-1.34,-4.32,228451220,452924580547.0,2.21,324.32,317.17,324.32,323.2,1.18,H50047,180反两,中证系列指数
491,H50008,180信息,4979.7,-1.41,-71.14,13776482,129900258490.0,3.0,4994.74,4843.41,4924.94,5050.84,0.85,H50008,180信息,中证系列指数
492,932094,软件开发,1050.71,-1.42,-15.14,43542810,124967955192.0,1.87,1064.78,1044.86,1064.78,1065.85,0.74,932094,软件开发,中证系列指数
493,H11044,AMAC信息,3895.47,-1.43,-56.69,141702233,316224256790.0,1.74,3930.22,3861.51,3927.84,3952.16,0.79,H11044,AMAC信息,中证系列指数
494,931021,家电龙头,17617.99,-1.46,-261.13,16749631,42896711334.0,1.62,17869.78,17580.76,17741.52,17879.12,0.94,931021,家电龙头,中证系列指数
495,CESG10,中华博彩指数,3334.83,-1.46,-49.52,2104725,1218801510.1,1.6,3367.76,3313.76,3353.62,3384.35,2.34,CESG10,中华博彩指数,中证系列指数
496,H30202,软件指数,17396.73,-1.5,-264.29,24401726,88344667448.0,2.11,17663.04,17290.64,17651.27,17661.02,0.73,H30202,软件指数,中证系列指数
497,930851,云计算,6350.82,-1.5,-96.84,28720199,130867693594.0,2.08,6416.25,6281.95,6413.5,6447.66,0.71,930851,云计算,中证系列指数
498,930601,中证软件,7247.55,-1.51,-111.35,16983528,72624895295.0,2.07,7359.27,7206.9,7359.27,7358.9,0.69,930601,中证软件,中证系列指数
499,931470,SHS云计算,3441.89,-1.51,-52.71,32717015,151390489122.9,2.42,3491.23,3406.53,3471.56,3494.6,0.76,931470,SHS云计算,中证系列指数
500,930697,家用电器,12480.48,-1.57,-198.46,25269963,53526591605.0,1.59,12650.69,12449.07,12581.08,12678.94,0.89,930697,家用电器,中证系列指数
501,H30182,计算机,8767.22,-1.57,-140.05,67677378,178836155685.0,1.97,8896.97,8721.74,8896.58,8907.27,0.73,H30182,计算机,中证系列指数
502,H11043,AMAC交运,1795.8,-1.62,-29.61,43147159,36905460480.0,1.71,1824.84,1793.65,1820.52,1825.41,1.18,H11043,AMAC交运,中证系列指数
503,930651,CS计算机,8448.77,-1.64,-140.63,29485623,115635851602.0,2.0,8575.28,8403.77,8575.28,8589.4,0.69,930651,CS计算机,中证系列指数
504,931582,数字经济,1514.95,-1.71,-26.37,33630308,233905210912.0,2.12,1524.33,1491.63,1519.83,1541.32,0.92,931582,数字经济,中证系列指数
505,931247,中证信创,1628.98,-1.77,-29.27,19320328,67628544018.0,2.08,1652.55,1618.07,1652.55,1658.25,0.75,931247,中证信创,中证系列指数
506,H30171,运输指数,1607.67,-1.79,-29.23,44907390,39395607336.0,1.67,1633.06,1605.77,1632.2,1636.9,1.15,H30171,运输指数,中证系列指数
507,931469,云计算50,3369.75,-1.83,-62.99,30551972,131768700744.0,2.8,3421.07,3325.11,3400.34,3432.74,0.76,931469,云计算50,中证系列指数
508,950357,科创专精特新,1684.8,-1.88,-32.24,4927183,39270642198.0,2.58,1712.19,1667.94,1712.19,1717.04,0.77,950357,科创专精特新,中证系列指数
509,930902,中证数据,3552.6,-1.95,-70.68,30358279,86826815058.0,2.37,3613.08,3527.09,3613.08,3623.28,0.71,930902,中证数据,中证系列指数
510,931790,中韩半导体,4451.05,-2.09,-94.94,0,,3.66,4559.7,4393.17,4554.55,4545.99,,931790,中韩半导体,中证系列指数
511,H30047,AMAC木材,2496.51,-2.12,-54.09,2981756,1246289646.0,2.5,2555.13,2491.4,2550.18,2550.6,0.84,H30047,AMAC木材,中证系列指数
512,932359,国新国企人工智能,3032.46,-2.2,-68.07,21610142,107312182891.0,2.03,3076.79,3013.82,3076.79,3100.53,0.71,932359,国新国企人工智能,中证系列指数
513,932087,集成电路,1107.72,-2.29,-25.94,20999501,155109466415.0,2.48,1114.11,1086.04,1112.11,1133.66,0.84,932087,集成电路,中证系列指数
514,931529,国企数字经济,2136.67,-2.42,-53.04,35286957,140692598360.0,1.91,2157.68,2115.79,2157.68,2189.71,0.73,931529,国企数字经济,中证系列指数
515,H30184,半导体,8645.32,-2.61,-231.97,26564826,190160743475.0,2.44,8709.14,8492.56,8709.14,8877.29,0.86,H30184,半导体,中证系列指数
516,990001,中华半导体芯片,11446.77,-2.65,-312.11,20897139,161609045238.0,2.46,11519.66,11230.21,11511.58,11758.88,0.85,990001,中华半导体芯片,中证系列指数
517,950162,科创芯片设计,1876.33,-2.66,-51.36,6414723,75899340697.0,2.91,1890.17,1834.06,1888.82,1927.69,0.76,950162,科创芯片设计,中证系列指数
518,930716,CS物流,1204.99,-2.66,-32.88,27433100,28810596242.0,2.42,1232.61,1202.6,1232.61,1237.87,1.17,930716,CS物流,中证系列指数
519,H30007,芯片产业,2998.18,-2.7,-83.17,19738161,161873312305.0,2.41,3015.85,2941.61,3014.83,3081.35,0.81,H30007,芯片产业,中证系列指数
520,932066,半导体行业精选,3892.62,-2.79,-111.9,15831426,155701343354.0,2.62,3918.95,3814.14,3913.88,4004.52,0.85,932066,半导体行业精选,中证系列指数
521,950125,科创半导体材料设备,1749.98,-2.89,-52.15,4420447,37960794863.0,3.2,1786.24,1728.62,1786.24,1802.13,0.84,950125,科创半导体材料设备,中证系列指数
522,931743,半导体材料设备,4157.99,-3.25,-139.68,7824846,44601196459.0,3.07,4245.01,4113.02,4245.01,4297.67,0.87,931743,半导体材料设备,中证系列指数
523,931842,半导体15USD,4025.06,-3.36,-139.98,6884480,14279719120.7,2.95,4055.06,3932.09,4031.05,4165.04,0.81,931842,半导体15USD,中证系列指数
524,931793,半导体15,4631.33,-3.48,-166.75,6884480,101857212506.0,2.89,4661.96,4523.18,4643.73,4798.08,0.81,931793,半导体15,中证系列指数
525,H30050,AMAC印刷,2501.46,-3.78,-98.38,3345948,4767781076.0,3.6,2591.84,2498.19,2591.84,2599.84,0.84,H30050,AMAC印刷,中证系列指数
526,931865,中证半导,4128.02,-4.2,-181.09,9674271,98107578339.0,3.18,4196.4,4059.39,4196.4,4309.11,0.88,931865,中证半导,中证系列指数
