序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,指数代码,指数名称,category
1,931841,新能车15USD,3960.74,5.64,211.31,15986924,10895550628.7,7.86,4044.17,3749.49,3759.98,3749.43,1.34,931841,新能车15USD,中证系列指数
2,931792,新能车15,4557.32,5.51,238.02,15986924,77717944339.0,7.66,4650.05,4319.36,4331.45,4319.3,1.34,931792,新能车15,中证系列指数
3,H50006,180医药,6189.91,4.9,289.07,3467863,23362502286.0,5.23,6209.91,5901.05,5901.05,5900.84,1.37,H50006,180医药,中证系列指数
4,930997,新能源车,2428.52,4.4,102.39,31577023,120040690933.0,6.04,2470.54,2329.93,2337.19,2326.13,1.41,930997,新能源车,中证系列指数
5,931719,CS电池,3139.15,4.34,130.59,28942274,103428568068.0,6.4,3197.88,3005.43,3021.54,3008.56,1.4,931719,CS电池,中证系列指数
6,931250,港股通创新药,1213.7,4.08,47.57,13448457,26887369172.6,5.65,1230.4,1164.54,1170.26,1166.13,1.05,931250,港股通创新药,中证系列指数
7,931787,港股创新药,1518.74,4.08,59.51,13385176,26876317592.6,5.65,1539.69,1457.2,1464.39,1459.23,1.05,931787,港股创新药,中证系列指数
8,931733,绿色能源,4410.36,3.98,168.7,30528742,119268414940.0,5.38,4470.59,4242.25,4252.94,4241.66,1.21,931733,绿色能源,中证系列指数
9,931440,创新药30,3134.45,3.97,119.72,6654215,36745836250.0,5.05,3161.84,3009.72,3009.72,3014.73,1.15,931440,创新药30,中证系列指数
10,CESHKB,中华香港生物科技,9513.99,3.91,358.01,7207672,21678511898.8,5.59,9641.9,9129.8,9183.89,9155.98,1.05,CESHKB,中华香港生物科技,中证系列指数
11,931409,SHS创新药,2450.09,3.9,91.89,17003187,58486010221.2,5.05,2475.03,2356.01,2360.99,2358.2,1.01,931409,SHS创新药,中证系列指数
12,930965,港股通医药C,3844.36,3.57,132.4,16083246,28521779508.1,4.96,3892.1,3707.89,3727.7,3711.96,0.96,930965,港股通医药C,中证系列指数
13,H11052,智能电车,3751.39,3.5,126.79,29671291,139283651972.0,5.21,3805.05,3616.26,3633.45,3624.6,1.23,H11052,智能电车,中证系列指数
14,930975,港股通医药CCNY,4450.37,3.46,148.66,16083246,26096002158.3,4.94,4506.16,4293.82,4316.34,4301.71,0.96,930975,港股通医药CCNY,中证系列指数
15,H30038,AMAC科技,7191.09,3.39,235.46,12810553,35808250451.0,4.14,7214.0,6925.9,6966.57,6955.63,0.89,H30038,AMAC科技,中证系列指数
16,950161,科创新药,1461.41,3.27,46.3,3159389,18297845326.0,6.5,1493.19,1401.21,1421.34,1415.11,1.21,950161,科创新药,中证系列指数
17,H30463,沪港深500医药,8967.6,3.19,277.62,15669191,54753687292.2,3.97,9037.06,8691.82,8698.95,8689.98,1.07,H30463,沪港深500医药,中证系列指数
18,931746,储能产业,3225.8,3.02,94.54,29944615,92416407265.0,4.89,3273.53,3120.51,3131.29,3131.26,1.13,931746,储能产业,中证系列指数
19,H11059,工业有色,3119.88,3.0,90.92,42451530,86771536420.0,3.35,3130.16,3028.7,3047.52,3028.96,1.19,H11059,工业有色,中证系列指数
20,931892,有色矿业,2956.5,2.96,84.92,47149938,96682933322.0,3.23,2979.51,2886.65,2889.66,2871.58,1.18,931892,有色矿业,中证系列指数
21,932069,港股通医疗主题,1135.11,2.94,32.4,13975113,24807443932.6,4.14,1147.24,1101.61,1107.15,1102.71,0.96,932069,港股通医疗主题,中证系列指数
22,H50033,沪城消费,2158.27,2.91,61.05,28830552,124758881177.0,2.88,2162.63,2102.23,2102.23,2097.22,1.06,H50033,沪城消费,中证系列指数
23,H30031,800有色,8208.29,2.86,228.54,48482361,100650915723.0,3.02,8258.37,8017.74,8035.69,7979.75,1.18,H30031,800有色,中证系列指数
24,930632,CS稀金属,2245.37,2.75,60.08,39523687,103435096582.0,3.58,2264.45,2186.26,2192.68,2185.29,1.02,930632,CS稀金属,中证系列指数
25,930726,CS生医,2846.28,2.75,76.2,6900948,36017307381.0,3.6,2861.16,2761.52,2764.64,2770.08,0.98,930726,CS生医,中证系列指数
26,930719,CS精准医,3051.81,2.69,79.94,7932122,41921626284.0,4.85,3090.51,2946.45,2969.39,2971.87,1.1,930719,CS精准医,中证系列指数
27,931238,SSH黄金股票,2621.19,2.69,68.75,22483810,35147566220.1,2.75,2646.1,2575.93,2575.94,2552.44,1.19,931238,SSH黄金股票,中证系列指数
28,930708,中证有色,2350.83,2.67,61.12,58718782,114552269052.0,2.9,2366.57,2300.08,2303.52,2289.71,1.18,930708,中证有色,中证系列指数
29,931152,CS创新药,2162.58,2.65,55.91,11123316,49519271876.0,3.77,2180.53,2101.21,2106.68,2106.67,0.93,931152,CS创新药,中证系列指数
30,930622,CSSW白酒,41649.19,2.64,1069.71,3528591,29082758320.0,2.9,41916.45,40741.61,40741.61,40579.48,1.05,930622,CSSW白酒,中证系列指数
31,931755,SEEE碳中和,1772.13,2.64,45.65,76098379,168117204086.0,3.32,1789.97,1732.66,1732.87,1726.48,1.17,931755,SEEE碳中和,中证系列指数
32,H50005,180消费,16847.41,2.5,410.87,2898370,20740584487.0,1.89,16890.87,16580.29,16580.29,16436.54,2.09,H50005,180消费,中证系列指数
33,H30043,AMAC饮料,11466.64,2.46,275.17,6806768,35076853237.0,2.19,11486.94,11241.44,11241.44,11191.47,0.95,H30043,AMAC饮料,中证系列指数
34,H30205,饮料指数,26433.67,2.45,631.94,7003642,35158711434.0,2.55,26562.43,25904.6,25904.6,25801.73,0.93,H30205,饮料指数,中证系列指数
35,931140,医药50,11726.07,2.43,278.65,10302903,48149190709.0,3.03,11772.88,11425.49,11425.49,11447.42,1.01,931140,医药50,中证系列指数
36,931840,大盘蓝筹25USD,1490.05,2.43,35.37,42449881,17130897711.3,2.83,1498.21,1457.03,1457.08,1454.68,1.05,931840,大盘蓝筹25USD,中证系列指数
37,931375,300质量低波,15905.82,2.42,375.38,44132347,169408561798.0,2.78,15975.04,15543.8,15547.38,15530.44,1.34,931375,300质量低波,中证系列指数
38,930614,环保50,1916.5,2.42,45.29,38077459,98146753509.0,3.51,1938.43,1872.66,1877.6,1871.21,1.23,930614,环保50,中证系列指数
39,931484,CS医药创新,1651.18,2.32,37.43,7242196,38648446717.0,2.88,1657.93,1611.39,1611.39,1613.75,1.02,931484,CS医药创新,中证系列指数
40,931791,大盘蓝筹25,1714.48,2.31,38.7,42449881,122194664606.0,2.64,1722.67,1678.48,1678.54,1675.78,1.05,931791,大盘蓝筹25,中证系列指数
41,932068,长寿经济,2847.65,2.31,64.42,35689659,160965214067.0,2.8,2856.19,2778.27,2781.61,2783.23,1.32,932068,长寿经济,中证系列指数
42,931772,碳中和60,1674.01,2.29,37.53,65885159,153342704805.0,3.46,1693.19,1636.58,1639.42,1636.48,1.26,931772,碳中和60,中证系列指数
43,930653,CS食品饮,16728.04,2.27,370.91,19603801,58155960628.0,2.24,16826.54,16459.52,16459.52,16357.13,0.97,930653,CS食品饮,中证系列指数
44,931698,医药50策略,8562.51,2.25,188.8,13461294,51961926354.0,2.75,8611.12,8380.76,8380.76,8373.71,1.02,931698,医药50策略,中证系列指数
45,H50013,沪珠三角,9915.25,2.24,217.39,38682386,100338701436.0,2.54,9954.85,9708.5,9708.73,9697.86,0.97,H50013,沪珠三角,中证系列指数
46,H11054,装备产业,2513.13,2.24,55.06,66476280,188148095259.0,3.03,2534.88,2460.38,2466.7,2458.07,1.07,H11054,装备产业,中证系列指数
47,930743,中证生科,3789.04,2.23,82.71,10767763,45678700931.0,3.48,3817.58,3688.51,3698.32,3706.33,0.92,930743,中证生科,中证系列指数
48,H30059,AMAC有色,4012.04,2.22,87.14,60513790,105477278099.0,2.92,4036.32,3921.6,3936.75,3924.9,1.06,H30059,AMAC有色,中证系列指数
49,H30065,AMAC电气,6051.89,2.21,131.05,84600235,193834074851.0,3.8,6129.56,5904.41,5922.53,5920.84,0.93,H30065,AMAC电气,中证系列指数
50,H30042,AMAC食品,11469.61,2.21,248.48,13094555,22070971790.0,1.96,11581.61,11361.97,11363.81,11221.13,1.07,H30042,AMAC食品,中证系列指数
51,931067,绩优策略,7050.16,2.08,143.67,28377700,182280785865.0,3.01,7092.52,6884.87,6893.26,6906.49,1.15,931067,绩优策略,中证系列指数
52,931834,华福福建100,1769.55,2.08,36.09,27003326,81096567750.0,2.4,1779.06,1737.39,1739.29,1733.46,0.94,931834,华福福建100,中证系列指数
53,H50002,180材料,2791.38,2.01,54.99,43377359,63341221543.0,2.45,2822.63,2755.59,2760.16,2736.39,1.01,H50002,180材料,中证系列指数
54,931166,医药健康100,4488.26,2.01,88.39,16379235,59883661782.0,2.44,4504.57,4397.02,4397.78,4399.87,0.86,931166,医药健康100,中证系列指数
55,931008,汽车指数,12657.94,1.97,244.93,25017088,70742375373.0,3.71,12828.71,12368.69,12413.27,12413.01,1.04,931008,汽车指数,中证系列指数
56,931258,东证价值,5630.4,1.95,107.72,90980011,198525364158.0,2.31,5645.33,5517.52,5525.2,5522.68,1.08,931258,东证价值,中证系列指数
57,931526,企业核心竞争力50,1301.6,1.94,24.79,27720995,122705811233.0,2.46,1306.37,1274.95,1281.21,1276.81,1.04,931526,企业核心竞争力50,中证系列指数
58,932217,制药指数,2396.98,1.93,45.49,9700229,38275221284.0,2.77,2417.72,2352.66,2352.78,2351.49,0.95,932217,制药指数,中证系列指数
59,H50014,沪中部,3549.39,1.92,66.74,38734463,43512518204.0,2.13,3573.03,3498.76,3498.76,3482.65,0.84,H50014,沪中部,中证系列指数
60,H11121,富国多空,59260.03,1.83,1063.35,106603603,315573144291.0,2.02,59445.07,58267.39,58336.99,58196.68,1.09,H11121,富国多空,中证系列指数
61,932081,全指消费行业,14454.29,1.83,259.7,37957319,80048750398.0,1.86,14521.34,14257.61,14257.61,14194.59,0.89,932081,全指消费行业,中证系列指数
62,932046,建行科技（长三角）,1822.81,1.79,32.08,31304652,119011658435.0,3.27,1827.45,1768.83,1791.84,1790.73,1.24,932046,建行科技（长三角）,中证系列指数
63,H11050,AMAC综企,2979.89,1.79,52.46,7892468,12910024740.0,2.99,2980.2,2892.57,2926.17,2927.43,1.01,H11050,AMAC综企,中证系列指数
64,930791,CS医药TI,10481.57,1.74,179.07,40819682,111811955985.0,2.41,10546.01,10297.64,10300.34,10302.5,0.84,930791,CS医药TI,中证系列指数
65,930050,中证A50,1734.93,1.73,29.46,77243228,244459971410.0,2.14,1742.55,1706.03,1706.34,1705.47,1.14,930050,中证A50,中证系列指数
66,931789,中韩新能车,3524.55,1.72,59.51,0,,3.46,3564.7,3444.82,3465.98,3465.04,,931789,中韩新能车,中证系列指数
67,H30251,500原料,5074.85,1.71,85.42,42285837,75140241813.0,1.31,5076.36,5011.1,5022.35,4989.43,1.0,H30251,500原料,中证系列指数
68,H50004,180可选,2509.28,1.7,42.0,6087721,27043969476.0,2.49,2543.51,2481.98,2481.98,2467.28,1.18,H50004,180可选,中证系列指数
69,931478,苏州绿色发展,874.38,1.69,14.56,14196252,37250287964.0,1.98,878.19,861.14,869.35,859.82,0.84,931478,苏州绿色发展,中证系列指数
70,931066,军工龙头,3318.88,1.66,54.23,14074678,39490452879.0,2.24,3321.12,3248.06,3260.38,3264.65,1.15,931066,军工龙头,中证系列指数
71,H30089,红利潜力,9863.15,1.63,157.72,15857572,115707320928.0,2.37,9916.42,9686.22,9687.91,9705.43,1.41,H30089,红利潜力,中证系列指数
72,931802,中证龙头,1730.94,1.62,27.62,51694486,262913546096.0,2.36,1739.09,1698.87,1699.73,1703.32,1.25,931802,中证龙头,中证系列指数
73,H30063,AMAC汽车,9540.48,1.59,149.31,60329644,114487769975.0,3.35,9654.26,9339.99,9381.97,9391.17,1.04,H30063,AMAC汽车,中证系列指数
74,932082,全指医药行业,10518.75,1.59,164.69,63897257,148677436246.0,2.36,10586.81,10342.97,10350.44,10354.06,0.84,932082,全指医药行业,中证系列指数
75,H30060,AMAC金属,4836.55,1.56,74.33,21384637,37379967102.0,2.03,4851.92,4755.21,4765.09,4762.22,0.92,H30060,AMAC金属,中证系列指数
76,931027,港股通大消费,3328.21,1.56,51.03,21230936,69185216294.8,2.02,3352.67,3286.36,3298.5,3277.18,1.0,931027,港股通大消费,中证系列指数
77,931403,品牌工程,1932.09,1.55,29.52,60140079,284160601585.0,2.61,1939.72,1890.01,1893.15,1902.57,1.05,931403,品牌工程,中证系列指数
78,H30094,消费红利,38740.44,1.54,586.56,9646779,39445208213.0,1.76,38909.92,38240.09,38240.09,38153.88,1.05,H30094,消费红利,中证系列指数
79,H50032,沪城交通,2375.78,1.54,36.14,36056371,65420703599.0,2.05,2385.94,2337.92,2342.72,2339.64,0.96,H50032,沪城交通,中证系列指数
80,H50028,沪信息红,30935.33,1.54,470.5,9824733,38682612164.0,3.47,31006.29,29948.19,30441.97,30464.83,1.0,H50028,沪信息红,中证系列指数
81,931141,CS长三角,2150.37,1.53,32.41,119303299,282315096320.0,1.88,2155.74,2115.94,2123.04,2117.96,1.07,931141,CS长三角,中证系列指数
82,930620,CSSW丝路,1537.86,1.51,22.84,37608777,190957022038.0,2.13,1542.7,1510.47,1512.95,1515.02,1.13,930620,CSSW丝路,中证系列指数
83,H30597,新材料,3533.55,1.51,52.45,28600397,103342612136.0,3.27,3563.55,3449.89,3487.76,3481.1,1.11,H30597,新材料,中证系列指数
84,H11144,HKT内地消费,1311.99,1.49,19.29,18601179,63248681099.5,1.74,1326.61,1304.17,1307.1,1292.7,0.88,H11144,HKT内地消费,中证系列指数
85,H30403,300日报酬两倍,2757.63,1.48,40.15,351938947,831194066158.0,2.88,2781.96,2703.57,2707.76,2717.48,1.14,H30403,300日报酬两倍,中证系列指数
86,931142,东证竞争,1752.83,1.48,25.63,95048820,345832794954.0,1.8,1758.67,1727.59,1730.51,1727.2,1.21,931142,东证竞争,中证系列指数
87,931579,东证优势成长,7599.63,1.47,110.3,42369656,148006909794.0,2.02,7609.01,7457.79,7516.21,7489.33,1.01,931579,东证优势成长,中证系列指数
88,H30082,300两倍,1258.64,1.47,18.18,351938947,831194066158.0,2.88,1269.74,1233.96,1235.87,1240.46,1.14,H30082,300两倍,中证系列指数
89,H30015,800汽车,10025.99,1.47,145.52,14878956,50990511892.0,2.82,10149.89,9871.68,9905.56,9880.47,1.12,H30015,800汽车,中证系列指数
90,931495,工业互联,3188.82,1.47,46.21,42184299,196753110439.0,3.43,3198.16,3090.46,3132.66,3142.61,0.9,931495,工业互联,中证系列指数
91,931239,港股通汽车,2454.86,1.47,35.64,15052947,26680399987.4,3.05,2492.3,2418.62,2426.32,2419.22,0.96,931239,港股通汽车,中证系列指数
92,931268,持续发展,2170.28,1.47,31.51,83213581,297397995153.0,2.05,2183.33,2139.5,2140.42,2138.77,1.15,931268,持续发展,中证系列指数
93,931718,高端造质量成长50,2607.04,1.44,36.91,46073635,282632610322.0,3.52,2624.09,2533.64,2554.65,2570.13,0.95,931718,高端造质量成长50,中证系列指数
94,932419,国新国企航空航天,2778.4,1.4,38.36,16244884,46944608084.0,2.14,2779.08,2720.52,2733.24,2740.04,1.15,932419,国新国企航空航天,中证系列指数
95,H50036,上证军工,9264.77,1.4,127.97,19781864,61335925458.0,1.96,9265.86,9086.82,9128.21,9136.8,1.11,H50036,上证军工,中证系列指数
96,H30054,AMAC医药,5041.78,1.39,69.21,46396683,97889157339.0,2.27,5084.25,4971.29,4972.18,4972.57,0.79,H30054,AMAC医药,中证系列指数
97,H11031,AMAC采矿,2744.81,1.38,37.36,37133304,50763085180.0,1.55,2765.42,2723.33,2723.33,2707.45,1.02,H11031,AMAC采矿,中证系列指数
98,H50015,沪西部,6705.25,1.33,88.06,46077491,74950550069.0,1.52,6753.21,6652.56,6652.56,6617.19,0.87,H50015,沪西部,中证系列指数
99,H50045,180两倍,2916.18,1.32,38.04,228451220,452924580547.0,2.21,2931.38,2867.73,2867.73,2878.14,1.18,H50045,180两倍,中证系列指数
100,H50031,沪绿色城,2677.68,1.31,34.63,27923574,47400949020.0,1.86,2689.55,2640.38,2650.14,2643.05,0.93,H50031,沪绿色城,中证系列指数
101,932078,全指材料行业,4110.78,1.31,53.22,222244980,305432363189.0,1.53,4132.65,4070.4,4075.93,4057.56,0.94,932078,全指材料行业,中证系列指数
102,H11057,石化产业,1172.86,1.27,14.66,18182067,32130740458.0,1.76,1180.67,1160.23,1160.23,1158.2,1.01,H11057,石化产业,中证系列指数
103,931382,智选300 ESG领先,1511.56,1.26,18.82,120938937,346946520088.0,1.88,1519.75,1491.76,1493.62,1492.74,1.21,931382,智选300 ESG领先,中证系列指数
104,930928,CR新动能,2190.08,1.26,27.17,111233116,396997616580.0,2.61,2202.68,2146.28,2156.9,2162.91,0.93,930928,CR新动能,中证系列指数
105,950049,G60成指,1180.5,1.26,14.72,16071314,50908726194.0,2.58,1187.68,1157.65,1173.97,1165.78,1.01,950049,G60成指,中证系列指数
106,931468,红利质量,34791.73,1.25,429.61,15333901,107546674127.0,1.78,34884.48,34271.25,34351.07,34362.12,1.35,931468,红利质量,中证系列指数
107,931697,消费50策略,8908.09,1.24,109.08,24999638,108715356203.0,1.44,8925.61,8799.23,8801.3,8799.01,1.14,931697,消费50策略,中证系列指数
108,931589,300成长创新,8668.58,1.23,105.1,87997520,322322405878.0,1.91,8693.6,8530.05,8547.59,8563.48,1.25,931589,300成长创新,中证系列指数
109,931866,中证机床,1605.07,1.19,18.8,12988218,37019093490.0,2.99,1619.47,1572.01,1590.96,1586.27,0.79,931866,中证机床,中证系列指数
110,931725,中华联合优质成长,8377.29,1.17,96.57,191841842,623869622577.0,1.52,8398.35,8272.89,8291.52,8280.72,1.1,931725,中华联合优质成长,中证系列指数
111,H30531,精工制造,3504.82,1.16,40.27,142436665,328019867022.0,2.65,3543.01,3451.3,3466.04,3464.55,1.12,H30531,精工制造,中证系列指数
112,H30252,500工业,6587.76,1.15,75.02,55600817,105514109533.0,1.92,6646.15,6521.18,6545.68,6512.74,1.0,H30252,500工业,中证系列指数
113,930598,稀土产业,2770.49,1.14,31.12,65191759,101880700553.0,3.33,2801.89,2710.67,2746.59,2739.37,0.94,930598,稀土产业,中证系列指数
114,H50020,上红潜力,7069.88,1.11,77.54,14134543,65030507474.0,1.71,7140.66,7020.81,7020.81,6992.34,1.24,H50020,上红潜力,中证系列指数
115,931079,5G通信,1636.66,1.11,17.95,41610843,198928835942.0,3.6,1646.26,1587.99,1612.57,1618.71,0.9,931079,5G通信,中证系列指数
116,H30255,500医药,11474.46,1.1,124.46,10585456,29522786880.0,1.9,11565.27,11349.24,11354.01,11350.0,0.83,H30255,500医药,中证系列指数
117,931855,通用航空,1176.35,1.1,12.78,18349256,47847533497.0,1.77,1176.36,1155.72,1161.68,1163.57,1.05,931855,通用航空,中证系列指数
118,931136,深圳科技,10225.06,1.09,110.22,17821976,82634283611.0,2.92,10309.95,10014.2,10123.63,10114.84,0.9,931136,深圳科技,中证系列指数
119,930599,中证高装,7619.13,1.08,81.54,147688164,593807401081.0,3.07,7670.3,7438.67,7499.84,7537.59,0.98,930599,中证高装,中证系列指数
120,930820,CS高端制,7890.76,1.08,84.18,248751200,866959525554.0,2.68,7929.92,7720.77,7782.78,7806.58,0.96,930820,CS高端制,中证系列指数
121,932306,战略新兴100,2231.83,1.07,23.63,92645420,326176355254.0,2.2,2241.79,2193.22,2204.48,2208.2,0.98,932306,战略新兴100,中证系列指数
122,931357,优选消费50,3437.93,1.05,35.64,22939773,124591377902.8,1.54,3456.33,3403.92,3407.86,3402.29,1.21,931357,优选消费50,中证系列指数
123,932315,中证红利质量,4302.5,1.05,44.68,17509553,60358047858.0,1.3,4308.08,4252.94,4253.7,4257.82,1.32,932315,中证红利质量,中证系列指数
124,931476,ESG 120策略,1305.76,1.04,13.42,156356657,380839240542.0,1.61,1312.18,1291.32,1292.28,1292.34,1.23,931476,ESG 120策略,中证系列指数
125,932079,全指工业行业,4017.95,1.04,41.48,354496809,603850778570.0,2.14,4052.71,3967.71,3981.9,3976.47,0.94,932079,全指工业行业,中证系列指数
126,931442,SHS科技100,11552.58,1.03,117.6,57295101,160811138544.9,2.0,11629.86,11401.1,11472.25,11434.98,0.89,931442,SHS科技100,中证系列指数
127,931695,成渝经济圈,2390.39,1.03,24.39,45993627,121106247590.0,2.8,2411.71,2345.35,2359.76,2366.0,0.97,931695,成渝经济圈,中证系列指数
128,931647,兴银理财均衡300,6542.09,1.03,66.61,218112391,686728864387.0,1.86,6565.12,6444.7,6457.54,6475.48,1.11,931647,兴银理财均衡300,中证系列指数
129,CESA80,中华 A80,8173.21,1.01,81.47,142199255,373103843457.0,1.74,8210.3,8069.69,8071.32,8091.74,1.28,CESA80,中华 A80,中证系列指数
130,H30064,AMAC运输,3057.22,1.01,30.53,18822997,41988642941.0,1.37,3058.32,3016.89,3026.56,3026.69,0.97,H30064,AMAC运输,中证系列指数
131,931230,汽车零部件,1142.24,1.0,11.27,36460508,89863784782.0,2.76,1154.17,1122.91,1137.98,1130.97,0.97,931230,汽车零部件,中证系列指数
132,H11152,内地民营,1627.68,1.0,16.13,15285024,91395930874.4,1.6,1642.86,1617.15,1624.4,1611.55,0.96,H11152,内地民营,中证系列指数
133,930746,港中小企,2852.25,0.97,27.49,56559782,58602266169.6,1.53,2877.87,2834.66,2835.71,2824.76,1.1,930746,港中小企,中证系列指数
134,H50019,上红回报,7671.94,0.94,71.13,24250739,62607671533.0,1.14,7731.69,7645.38,7645.38,7600.81,1.1,H50019,上红回报,中证系列指数
135,930882,CS珠三角,2214.82,0.94,20.58,81913723,268523207371.0,1.98,2223.38,2179.97,2196.86,2194.24,1.05,930882,CS珠三角,中证系列指数
136,930715,CS朝阳88,15807.48,0.93,145.0,35047423,169594070861.0,1.84,15877.07,15588.2,15692.02,15662.48,1.0,930715,CS朝阳88,中证系列指数
137,H30053,AMAC化学,3012.23,0.92,27.39,63523149,97783719419.0,1.66,3033.79,2984.24,2987.32,2984.84,0.92,H30053,AMAC化学,中证系列指数
138,931992,疫苗生物,1390.47,0.91,12.57,6486355,18058716875.0,2.47,1402.78,1368.68,1374.06,1377.9,0.73,931992,疫苗生物,中证系列指数
139,950081,180碳效,1759.89,0.9,15.75,220935115,447701536804.0,1.6,1774.24,1746.36,1746.36,1744.14,1.17,950081,180碳效,中证系列指数
140,931687,证券时报价值100,1711.88,0.89,15.12,78814300,227769078980.0,1.26,1716.69,1695.32,1695.64,1696.76,1.38,931687,证券时报价值100,中证系列指数
141,930749,沪深300USD(CNH),5171.45,0.89,45.61,351938947,116587435668.0,1.55,5199.9,5120.64,5125.08,5125.84,1.14,930749,沪深300USD(CNH),中证系列指数
142,931594,卫星产业,857.91,0.89,7.61,21646991,59824903062.0,2.51,862.16,840.82,846.72,850.3,0.98,931594,卫星产业,中证系列指数
143,930748,沪深300USD,5168.82,0.86,43.99,351938947,116528005292.8,1.67,5196.59,5111.12,5115.67,5124.83,1.14,930748,沪深300USD,中证系列指数
144,930629,CSSW健康,6250.45,0.86,53.09,26299507,85571246745.0,1.71,6295.73,6189.76,6204.15,6197.36,0.98,930629,CSSW健康,中证系列指数
145,933000,沪深300(净)HKD(CNH),7420.33,0.86,63.31,351938947,908370435134.4,1.54,7460.46,7347.24,7354.1,7357.02,1.14,933000,沪深300(净)HKD(CNH),中证系列指数
146,931479,证券保险,1097.29,0.86,9.37,40875704,84758639141.0,1.97,1113.62,1092.22,1094.56,1087.92,1.18,931479,证券保险,中证系列指数
147,704843,MSCI中国A股国际,1979.35,0.85,16.6,0,,1.4,1987.58,1960.02,1960.76,1962.75,,704843,MSCI中国A股国际,中证系列指数
148,931163,浙江100,2085.61,0.85,17.64,47890818,112703955204.0,1.6,2100.79,2067.73,2074.35,2067.97,0.95,931163,浙江100,中证系列指数
149,716567,MSCI中国A股国际通,1214.13,0.85,10.18,0,,1.4,1219.2,1202.32,1203.79,1203.95,,716567,MSCI中国A股国际通,中证系列指数
150,931788,中韩50,1784.02,0.84,14.81,0,,1.21,1790.27,1768.89,1773.81,1769.21,,931788,中韩50,中证系列指数
151,H30035,300非银,11355.21,0.83,93.73,40759514,88007683805.0,1.97,11515.0,11293.33,11316.18,11261.48,1.11,H30035,300非银,中证系列指数
152,931559,苏银理财长三角,2395.09,0.83,19.66,22510041,121245170780.0,2.4,2401.62,2344.62,2377.23,2375.43,0.99,931559,苏银理财长三角,中证系列指数
153,931523,SHS动漫游戏,1145.33,0.83,9.47,13590597,31427180606.8,1.84,1148.75,1127.86,1137.45,1135.86,0.8,931523,SHS动漫游戏,中证系列指数
154,931406,5G 50,1886.39,0.82,15.25,46291424,213703223209.0,3.57,1896.57,1829.76,1859.05,1871.14,0.84,931406,5G 50,中证系列指数
155,931574,港股科技,1826.57,0.82,14.9,51874615,115625892402.7,2.29,1845.53,1804.02,1821.01,1811.67,1.13,931574,港股科技,中证系列指数
156,932152,港股通成长策略,1383.45,0.82,11.26,117895429,190121286957.6,1.58,1394.7,1372.96,1378.43,1372.19,1.21,932152,港股通成长策略,中证系列指数
157,931139,CS消费50,16653.41,0.81,134.16,19013460,70066010107.0,1.39,16717.09,16487.7,16492.75,16519.25,1.2,931139,CS消费50,中证系列指数
158,931477,华夏银行ESG,1359.06,0.81,10.98,154697004,368358357568.0,1.52,1366.3,1345.85,1347.03,1348.08,1.21,931477,华夏银行ESG,中证系列指数
159,931778,农牧主题,1464.16,0.8,11.69,14099549,18977889596.0,1.57,1474.41,1451.63,1451.65,1452.47,0.86,931778,农牧主题,中证系列指数
160,931648,500 ESG,1284.56,0.8,10.2,201294650,398495965079.0,1.43,1290.04,1271.76,1278.16,1274.36,0.94,931648,500 ESG,中证系列指数
161,133333,MSCIA指数,3927.43,0.79,30.76,0,,1.5,3945.7,3887.18,3891.29,3896.67,,133333,MSCIA指数,中证系列指数
162,931372,浙江国资,2595.29,0.79,20.24,20157826,20228870837.0,1.49,2617.17,2578.92,2579.3,2575.05,0.86,931372,浙江国资,中证系列指数
163,930738,四川国改,2754.22,0.77,21.15,25646237,46428541051.0,0.85,2759.0,2735.85,2736.43,2733.07,0.92,930738,四川国改,中证系列指数
164,931573,港股通科技,3507.04,0.77,26.76,51895746,111681394412.9,2.58,3543.14,3453.22,3491.68,3480.28,1.14,931573,港股通科技,中证系列指数
165,931522,央企新动能,1839.12,0.76,13.93,22725131,49217136555.0,1.32,1841.98,1817.86,1827.15,1825.19,0.95,931522,央企新动能,中证系列指数
166,H30051,AMAC文教,2118.56,0.75,15.79,2684720,3845184304.0,1.99,2142.2,2100.38,2101.0,2102.77,0.81,H30051,AMAC文教,中证系列指数
167,950333,智选创新价值,2134.59,0.74,15.6,16203934,33961542109.0,2.67,2146.2,2089.58,2124.41,2118.99,0.99,950333,智选创新价值,中证系列指数
168,931799,国寿资产ESG绿色低碳1,1274.12,0.74,9.37,111669037,330703180776.0,1.84,1282.97,1259.73,1261.59,1264.75,1.19,931799,国寿资产ESG绿色低碳1,中证系列指数
169,932257,国新央企小盘,1247.87,0.73,8.99,54864485,88509576912.0,1.03,1248.16,1235.39,1238.31,1238.88,0.85,932257,国新央企小盘,中证系列指数
170,931404,SHS品牌消费50,2948.15,0.73,21.44,13424708,95223743844.7,1.34,2960.56,2921.46,2922.63,2926.71,1.04,931404,SHS品牌消费50,中证系列指数
171,931088,180 ESG,1347.4,0.73,9.7,179303224,337644834290.0,0.98,1351.59,1338.52,1338.57,1337.7,1.26,931088,180 ESG,中证系列指数
172,H50037,上证城镇,2294.72,0.72,16.31,153214566,288694347108.0,0.81,2301.96,2283.53,2286.16,2278.41,0.97,H50037,上证城镇,中证系列指数
173,H30048,AMAC家具,4552.79,0.72,32.45,2029004,2987509922.0,1.27,4579.28,4521.93,4523.2,4520.34,0.82,H30048,AMAC家具,中证系列指数
