最新价,涨跌幅,成交量,成交额,最高,最低,今开,指数代码,指数名称,category
5759.37,-1.73,25268929.0,171336366901.0,5799.26,5661.9,5799.26,000077,信息等权,上证系列指数
1471.64,-2.19,25594242.0,25428979152.0,1500.19,1469.61,1499.8,000945,内地运输,上证系列指数
1911.73,-2.38,13991065.0,118633053687.0,1923.77,1869.56,1914.74,000682,科创信息,上证系列指数
2428.43,-3.09,9078018.0,106534081827.0,2445.64,2373.45,2444.54,000685,科创芯片,上证系列指数
2772.68,5.91,18737715.0,72492015918.05,2843.35,2622.04,2629.84,970081,创业板电池,深证系列指数
6158.97,5.62,30890286.0,104679260364.94,6295.81,5835.7,5843.39,399638,深证环保,深证系列指数
12374.64,5.36,25883866.0,101162458906.76,12595.02,11776.91,11800.35,980032,新能电池,深证系列指数
16204.76,5.36,25883866.0,101162458906.76,16493.34,15422.02,15452.71,480032,新能电池R,深证系列指数
3571.87,4.5,31821286.0,120226428359.29,3633.53,3425.92,3434.77,399976,CS新能车,深证系列指数
3300.36,4.4,36372041.0,146573236102.86,3351.31,3164.13,3172.34,399417,新能源车,深证系列指数
2455.69,4.32,7392619.0,6937846302.39,2458.31,2350.96,2351.11,983038,深港通食品零售（港币）,深证系列指数
2874.79,4.32,7392619.0,6937846302.39,2877.85,2752.18,2752.36,483038,深港通食品零售R（港币）,深证系列指数
2525.21,4.22,7392619.0,6347003783.82,2528.79,2418.35,2418.35,983037,深港通食品零售,深证系列指数
2956.82,4.22,7392619.0,6347003783.82,2961.01,2831.7,2831.7,483037,深港通食品零售R,深证系列指数
8440.26,4.21,35374552.0,129315110062.77,8606.96,8085.98,8125.72,970036,深证储能,深证系列指数
9175.67,4.21,35374552.0,129315110062.77,9356.9,8790.52,8833.73,470036,深证储能R,深证系列指数
4821.5,3.89,51163058.0,151652636516.09,4898.38,4633.21,4647.81,399668,创业板V,深证系列指数
2219.62,3.79,30493408.0,71471798827.47,2246.36,2138.47,2139.94,480021,碳中和50R,深证系列指数
1999.53,3.79,30493408.0,71471798827.47,2023.62,1926.43,1927.76,980021,碳中和50,深证系列指数
4806.0,3.71,42961401.0,103389715099.98,4879.52,4631.49,4638.2,399358,国证环保,深证系列指数
2589.66,3.63,47124427.0,142927376442.2,2624.47,2498.06,2506.34,399412,国证新能,深证系列指数
2342.11,3.62,7923559.0,18427183874.68,2373.65,2253.54,2266.27,987018,港股通创新药,深证系列指数
2806.53,3.6,13809120.0,46126317570.03,2847.8,2701.12,2711.65,980086,创新药,深证系列指数
3260.08,3.45,27124565.0,113839828095.87,3294.2,3139.89,3150.27,399294,中小创Q,深证系列指数
3700.85,3.34,16278713.0,82175401778.97,3777.25,3570.55,3596.09,399030,碳科技30,深证系列指数
2893.34,3.32,23620150.0,104088679840.46,2956.65,2794.25,2818.78,399266,创新能源,深证系列指数
5568.5,3.31,36299741.0,147380876013.21,5668.44,5388.77,5424.07,483088,深港通新能源车R(港币),深证系列指数
4778.77,3.31,36299741.0,147380876013.21,4864.54,4624.52,4654.82,983088,深港通新能源车(港币),深证系列指数
5377.7,3.21,36299741.0,134829616594.15,5474.16,5207.71,5239.71,983087,深港通新能源车,深证系列指数
6268.08,3.21,36299741.0,134829616594.15,6380.51,6069.94,6107.23,483087,深港通新能源车R,深证系列指数
5829.72,3.18,26011899.0,120707053646.59,5924.74,5628.31,5678.83,399432,智能汽车,深证系列指数
7785.51,3.13,13575122.0,38673842927.52,7875.41,7536.24,7573.46,983060,深港通生科（港币）,深证系列指数
8160.43,3.13,13575122.0,38673842927.52,8254.66,7899.16,7938.18,483060,深港通生科R（港币）,深证系列指数
4794.61,3.08,29480253.0,103307445090.61,4870.3,4648.13,4662.05,970043,新能装备,深证系列指数
5281.79,3.08,29480253.0,103307445090.61,5365.18,5120.44,5135.77,470043,新能装备R,深证系列指数
3493.32,3.08,25281596.0,124666950542.74,3542.79,3387.39,3396.83,489013,稀土产业链R,深证系列指数
3214.58,3.08,25281596.0,124666950542.74,3260.11,3117.11,3125.79,989013,稀土产业链,深证系列指数
8394.19,3.03,13575122.0,35380341614.27,8493.12,8129.41,8167.88,483059,深港通生科R,深证系列指数
8007.24,3.03,13575122.0,35380341614.27,8101.61,7754.67,7791.36,983059,深港通生科,深证系列指数
1625.54,3.0,53609177.0,160221901205.54,1653.78,1576.26,1583.18,399682,深成工业,深证系列指数
3015.42,2.93,18604026.0,83316912349.99,3070.13,2929.45,2943.87,480027,新能源电池R,深证系列指数
2803.51,2.93,18604026.0,83316912349.99,2854.37,2723.58,2736.99,980027,新能源电池,深证系列指数
2136.59,2.9,40779748.0,128875832193.85,2169.5,2080.86,2087.57,483086,深港通节能R(港币),深证系列指数
1734.57,2.9,40779748.0,128875832193.85,1761.29,1689.33,1694.77,983086,深港通节能(港币),深证系列指数
3928.17,2.88,69094836.0,188192650267.03,3958.85,3817.93,3836.58,399670,深周期50,深证系列指数
2260.96,2.83,51243709.0,135925196034.16,2287.91,2199.47,2205.89,399808,中证新能,深证系列指数
2988.25,2.82,40872868.0,249634400280.85,3040.05,2884.77,2906.16,399673,创业板50,深证系列指数
1951.45,2.81,40779748.0,117900495258.7,1981.53,1901.86,1907.22,983085,深港通节能,深证系列指数
2404.54,2.81,40779748.0,117900495258.7,2441.6,2343.44,2350.04,483085,深港通节能R,深证系列指数
2659.95,2.76,11671882.0,50920943403.5,2671.34,2604.42,2631.8,399410,苏州率先,深证系列指数
9376.04,2.75,9372566.0,40250467640.9,9417.28,9106.61,9106.61,399913,300 医药,深证系列指数
7387.11,2.73,58432539.0,117501032963.85,7433.36,7224.42,7240.41,399395,国证有色,深证系列指数
4027.96,2.67,17827873.0,47441604377.69,4051.43,3939.77,3973.44,970040,创业高装,深证系列指数
4305.93,2.67,17827873.0,47441604377.69,4331.03,4211.66,4247.65,470040,创业高装R,深证系列指数
8134.59,2.64,64333284.0,300953206482.61,8195.51,7884.94,7921.62,399362,民企100,深证系列指数
10344.92,2.64,3528591.0,29082758323.43,10411.35,10119.49,10119.49,399997,中证白酒,深证系列指数
2271.48,2.63,56520678.0,102518584424.63,2293.21,2213.97,2219.79,399366,能源金属,深证系列指数
93081.46,2.57,4978912.0,32537105309.69,93668.73,91110.55,91110.55,980049,国证酒指,深证系列指数
3365.99,2.56,39126585.0,161226006075.34,3416.02,3277.31,3286.97,483161,低碳科技R(港币),深证系列指数
3108.53,2.56,64479935.0,263733868096.88,3143.8,3016.2,3032.21,970057,深证民企50,深证系列指数
3619.25,2.56,64479935.0,263733868096.88,3660.32,3511.76,3530.39,470057,深证民企50R,深证系列指数
5858.67,2.54,5133265.0,32516265917.82,5896.36,5735.55,5735.55,399987,中证酒,深证系列指数
6934.14,2.52,12604823.0,54733074319.02,6968.3,6753.65,6754.07,980016,医疗健康,深证系列指数
8078.8,2.52,12604823.0,54733074319.02,8118.61,7868.52,7869.01,480016,医疗健康R,深证系列指数
3130.08,2.51,34818071.0,177352361545.87,3174.28,3037.78,3055.32,970031,创指ESG领先,深证系列指数
3476.6,2.51,34818071.0,177352361545.87,3525.69,3374.07,3393.56,470031,创指ESG领先R,深证系列指数
2910.44,2.5,14644251.0,41567909374.72,2939.1,2831.2,2846.25,983102,内地生物科技(港币),深证系列指数
3219.64,2.5,14644251.0,41567909374.72,3251.36,3131.99,3148.63,483102,内地生物科技R(港币),深证系列指数
19497.11,2.49,11088545.0,48948022055.77,19602.07,19163.74,19163.74,399396,国证食品,深证系列指数
6649.35,2.46,51137493.0,210242999735.62,6768.23,6425.93,6472.91,399636,深证装备,深证系列指数
3942.05,2.46,39126585.0,147495670715.33,4000.56,3841.53,3850.59,483160,低碳科技R,深证系列指数
3843.9,2.43,74797106.0,297369921804.0,3885.37,3722.78,3758.01,399608,科技100,深证系列指数
3631.26,2.42,18993375.0,157569312628.53,3696.28,3523.89,3548.94,470071,深证民企成长R,深证系列指数
3258.57,2.42,18993375.0,157569312628.53,3316.91,3162.22,3184.7,970071,深证民企成长,深证系列指数
1893.25,2.42,29923295.0,48157083339.85,1895.69,1854.68,1854.68,399639,深证大宗,深证系列指数
3605.89,2.4,14644251.0,38027932714.87,3642.27,3509.44,3527.37,483101,内地生物科技R,深证系列指数
3259.59,2.4,14644251.0,38027932714.87,3292.47,3172.4,3188.61,983101,内地生物科技,深证系列指数
2767.97,2.38,54470682.0,41878734599.55,2812.6,2690.74,2709.25,970007,创业板指(美元)(CNH),深证系列指数
72735.16,2.38,4823382.0,30921980910.59,73221.36,71321.53,71321.53,980031,国证白酒,深证系列指数
3063.85,2.38,54470682.0,41878734599.55,3113.26,2978.37,2998.86,470007,创业板R(美元)(CNH),深证系列指数
6262.47,2.33,110942637.0,272418484888.83,6348.69,6118.33,6143.84,483070,深港通工业品R（港币）,深证系列指数
2801.04,2.33,39126585.0,161226006075.34,2842.67,2727.24,2735.28,983161,低碳科技(港币),深证系列指数
5448.8,2.33,110942637.0,272418484888.83,5523.82,5323.39,5345.59,983070,深港通工业品（港币）,深证系列指数
3070.63,2.32,12430373.0,47373638098.39,3092.62,2990.45,2997.19,399993,CSWD生科,深证系列指数
3065.86,2.32,54470682.0,326294068894.6,3114.76,2980.11,3001.35,470006,创业板R(港币)(CNH),深证系列指数
2769.78,2.32,54470682.0,326294068894.6,2813.95,2692.3,2711.49,970006,创业板指(港币)(CNH),深证系列指数
3840.16,2.32,55702155.0,256675572116.98,3889.15,3730.67,3748.77,399346,深证成长,深证系列指数
2232.97,2.31,44698369.0,50786200318.38,2238.48,2188.52,2193.27,980043,工业金属,深证系列指数
6006.64,2.31,82258126.0,368996283049.28,6073.89,5842.27,5874.19,399337,深证民营,深证系列指数
5829.96,2.31,34119767.0,233958035658.44,5918.96,5653.73,5695.7,399293,创业大盘,深证系列指数
2580.3,2.31,44698369.0,50786200318.38,2586.67,2528.94,2534.42,480043,工业金属R,深证系列指数
3548.43,2.25,60575047.0,300227703492.37,3605.51,3445.78,3470.79,399643,创业新兴,深证系列指数
6442.21,2.24,110942637.0,249218735572.44,6532.4,6298.88,6321.97,483069,深港通工业品R,深证系列指数
5603.73,2.24,110942637.0,249218735572.44,5682.18,5479.05,5499.14,983069,深港通工业品,深证系列指数
3324.37,2.24,48160078.0,242850693696.55,3365.92,3234.77,3257.12,470028,创指ESGR,深证系列指数
3003.67,2.24,48160078.0,242850693696.55,3041.22,2922.71,2942.91,970028,创指ESG,深证系列指数
3280.41,2.23,39126585.0,147495670715.33,3329.1,3196.77,3204.31,983160,低碳科技,深证系列指数
3199.09,2.23,54470682.0,298558028085.46,3247.64,3109.64,3130.33,399606,创业板R,深证系列指数
2890.13,2.23,293731747.0,771067872982.93,2933.99,2809.32,2828.01,399006,创业板指,深证系列指数
5744.04,2.19,37045745.0,200020296094.49,5796.08,5586.79,5636.26,399296,创成长,深证系列指数
2995.04,2.17,45184306.0,170726796398.87,3040.49,2915.33,2923.18,399060,碳科技60,深证系列指数
10333.53,2.14,19036963.0,56284051907.15,10379.75,10172.9,10172.9,399385,1000消费,深证系列指数
2047.23,2.13,8518821.0,23811611469.82,2054.08,2007.97,2007.97,399684,深成消费,深证系列指数
3520.84,2.1,144329412.0,302121790634.64,3547.22,3460.79,3463.37,399402,周期100,深证系列指数
4095.21,2.08,25174233.0,84936758944.67,4188.5,3990.99,4025.64,399259,创业低碳,深证系列指数
5509.73,2.07,17830571.0,101843270486.32,5578.84,5346.02,5390.92,399326,成长40,深证系列指数
9615.58,2.07,19154878.0,69217351207.75,9670.56,9409.55,9410.32,399394,国证医药,深证系列指数
9167.42,2.07,19958022.0,69773254534.7,9213.86,8970.44,8970.45,399933,中证医药,深证系列指数
6464.9,2.06,21151039.0,73943950205.55,6502.34,6326.81,6327.29,399386,1000医药,深证系列指数
16991.46,2.06,11134980.0,45164255252.3,17069.09,16736.91,16736.91,399932,中证消费,深证系列指数
4808.56,2.06,63023932.0,290835840493.72,4835.86,4690.95,4698.89,399372,大盘成长,深证系列指数
2749.65,2.05,27970904.0,192968938667.98,2796.72,2669.95,2690.02,470034,创指ESG增强R,深证系列指数
2586.96,2.05,27970904.0,192968938667.98,2631.24,2511.98,2530.85,970034,创指ESG增强,深证系列指数
3624.98,2.04,71216675.0,198918774535.81,3678.99,3544.98,3562.82,399615,深证工业,深证系列指数
8789.41,2.04,16999844.0,37419280390.51,8819.34,8618.02,8618.02,399669,深证农业,深证系列指数
2846.13,2.03,23006696.0,72472962260.41,2865.69,2799.41,2816.86,970037,深证高装,深证系列指数
3207.01,2.03,23006696.0,72472962260.41,3229.05,3154.36,3174.03,470037,深证高装R,深证系列指数
8571.51,2.0,88617725.0,335536022713.16,8648.0,8329.91,8398.15,399339,深证科技,深证系列指数
5904.22,1.99,73356208.0,107172196078.14,5944.65,5826.57,5826.88,983062,深港通基材（港币）,深证系列指数
7113.82,1.99,73356208.0,107172196078.14,7162.54,7020.26,7020.63,483062,深港通基材R（港币）,深证系列指数
10484.81,1.95,7385589.0,19475548716.17,10529.42,10295.49,10295.49,399617,深证消费,深证系列指数
7734.74,1.95,42917174.0,153191794477.28,7778.15,7532.93,7585.06,980150,单项冠军,深证系列指数
9836.61,1.95,42917174.0,153191794477.28,9891.82,9579.96,9646.25,480150,单项冠军R,深证系列指数
9642.05,1.94,53245668.0,186698759242.17,9685.98,9458.88,9460.16,399322,国证治理,深证系列指数
2557.96,1.93,50261529.0,327454338769.2,2565.32,2501.52,2504.85,489004,新华优选价值50R,深证系列指数
8413.12,1.93,58806191.0,197456481462.98,8518.64,8210.95,8241.61,470030,100ESG领先R,深证系列指数
6014.94,1.93,58806191.0,197456481462.98,6090.38,5870.4,5892.32,970030,100ESG领先,深证系列指数
6017.08,1.9,48506080.0,98478232674.26,6075.11,5898.94,5916.55,483024,深港通医药卫生R（港币）,深证系列指数
2983.26,1.89,82278038.0,360738409970.47,3011.89,2908.86,2928.18,399611,中创100R,深证系列指数
6070.22,1.89,73356208.0,98045197269.21,6113.21,5992.4,5992.4,983061,深港通基材,深证系列指数
2532.64,1.89,82278038.0,360738409970.47,2556.94,2469.47,2485.87,399612,中创100,深证系列指数
7317.04,1.89,73356208.0,98045197269.21,7368.87,7223.25,7223.25,483061,深港通基材R,深证系列指数
5451.91,1.87,48506080.0,98478232674.26,5504.49,5344.86,5360.83,983024,深港通医药卫生（港币）,深证系列指数
4537.94,1.85,60467409.0,272376469384.83,4593.91,4422.95,4450.8,399088,深创100,深证系列指数
2074.21,1.83,50261529.0,327454338769.2,2080.17,2028.44,2031.14,989004,新华优选价值50,深证系列指数
3768.23,1.83,110361478.0,388320055551.34,3811.67,3671.1,3702.73,399705,深证中游,深证系列指数
2457.26,1.82,7317067.0,29052807037.72,2475.7,2404.87,2407.94,399441,生物医药,深证系列指数
1997.2,1.8,75080322.0,239372441109.05,2005.48,1961.49,1968.86,399278,长江100,深证系列指数
3113.42,1.8,113994903.0,173445092434.38,3130.17,3076.88,3077.28,399382,1000材料,深证系列指数
6188.82,1.8,48506080.0,90091680182.45,6249.97,6070.27,6087.16,483023,深港通医药卫生R,深证系列指数
1606.65,1.79,139123330.0,488502227436.73,1624.03,1571.92,1579.36,399630,1000成长,深证系列指数
1163.83,1.78,15887121.0,32063145500.22,1167.99,1146.74,1146.74,399814,大农业,深证系列指数
2513.8,1.78,713118.0,954419410.18,2539.63,2453.86,2460.04,399249,综企指数,深证系列指数
5605.35,1.77,48506080.0,90091680182.45,5660.74,5497.98,5513.27,983023,深港通医药卫生,深证系列指数
1058.69,1.76,44451453.0,76697044304.73,1062.13,1045.85,1046.16,399681,深成材料,深证系列指数
4969.07,1.75,35106776.0,163281323261.41,5017.97,4834.0,4890.64,970059,深证民企科技,深证系列指数
5423.17,1.75,35106776.0,163281323261.41,5476.55,5275.76,5337.58,470059,深证民企科技R,深证系列指数
2674.08,1.74,146781334.0,264994225730.95,2701.05,2627.38,2633.28,399383,1000工业,深证系列指数
5931.19,1.73,24654303.0,92488093669.18,6014.97,5784.17,5846.53,970068,创业专利,深证系列指数
6385.96,1.73,24654303.0,92488093669.18,6476.16,6227.67,6294.82,470068,创业专利R,深证系列指数
1408.07,1.7,38375167.0,192336656576.9,1422.96,1377.25,1383.51,970033,100ESG增强,深证系列指数
1600.03,1.7,38375167.0,192336656576.9,1616.95,1565.02,1572.12,470033,100ESG增强R,深证系列指数
5196.09,1.7,22932785.0,182865106391.29,5292.03,5055.27,5105.17,399261,创业制造,深证系列指数
5222.1,1.7,20323906.0,114277013348.06,5280.31,5108.85,5148.9,399295,创价值,深证系列指数
18035.4,1.69,160412333.0,434058821020.61,18188.43,17668.83,17743.01,470029,深指ESG领先R,深证系列指数
13367.47,1.69,160412333.0,434058821020.61,13480.89,13095.78,13150.76,970029,深指ESG领先,深证系列指数
4890.23,1.67,39853290.0,236782300057.1,4960.61,4763.24,4811.67,399667,创业成长,深证系列指数
7343.87,1.64,29927116.0,50397988659.21,7368.76,7240.3,7240.67,483022,深港通主要消费R（港币）,深证系列指数
9986.52,1.64,24613674.0,122892664033.06,10099.67,9754.14,9771.11,399328,深证治理,深证系列指数
5655.55,1.64,110543699.0,166034527968.55,5689.06,5592.1,5592.44,983016,深港通材料（港币）,深证系列指数
6613.06,1.64,110543699.0,166034527968.55,6652.25,6538.87,6539.27,483016,深港通材料R（港币）,深证系列指数
6099.48,1.64,29927116.0,50397988659.21,6120.16,6013.46,6013.77,983022,深港通主要消费（港币）,深证系列指数
1819.96,1.63,78339382.0,318701920786.06,1842.79,1778.46,1790.54,399626,中创成长,深证系列指数
4619.3,1.62,173198209.0,577468431866.24,4640.86,4532.86,4542.41,399370,国证成长,深证系列指数
5418.55,1.6,172413931.0,327970196040.56,5494.87,5325.02,5348.11,483018,深港通工业R（港币）,深证系列指数
4553.52,1.6,172413931.0,327970196040.56,4617.65,4474.91,4494.32,983018,深港通工业（港币）,深证系列指数
7831.79,1.57,12208012.0,30373635198.9,7882.8,7730.38,7730.71,983066,深港通食品饮料（港币）,深证系列指数
9635.2,1.57,12208012.0,30373635198.9,9697.96,9510.45,9510.85,483066,深港通食品饮料R（港币）,深证系列指数
7741.66,1.56,10464417.0,39755693231.01,7775.12,7601.68,7615.25,399989,中证医疗,深证系列指数
7575.87,1.56,84602529.0,311446447137.43,7609.54,7422.67,7432.41,399310,国证A50,深证系列指数
7553.58,1.55,29927116.0,46105996048.83,7585.11,7449.55,7449.55,483021,深港通主要消费R,深证系列指数
6802.83,1.55,110543699.0,151894681752.56,6844.73,6728.83,6728.83,483015,深港通材料R,深证系列指数
5569.41,1.55,23002294.0,37608576288.9,5617.04,5486.28,5493.68,483080,深港通制药R（港币）,深证系列指数
5814.28,1.55,110543699.0,151894681752.56,5850.09,5751.03,5751.03,983015,深港通材料,深证系列指数
5325.01,1.54,39929995.0,70589903687.02,5347.27,5263.92,5283.5,399704,深证上游,深证系列指数
6271.32,1.54,29927116.0,46105996048.83,6297.5,6184.95,6184.95,983021,深港通主要消费,深证系列指数
3063.71,1.53,60041685.0,98557805298.75,3076.78,3029.53,3032.21,399614,深证材料,深证系列指数
2430.66,1.52,73489110.0,160766821525.71,2451.58,2390.91,2396.5,399627,中创价值,深证系列指数
4682.61,1.51,172413931.0,300039556973.53,4749.13,4605.79,4623.04,983017,深港通工业,深证系列指数
7776.57,1.51,92518917.0,299984506113.62,7846.09,7613.02,7646.12,470027,100ESGR,深证系列指数
5573.39,1.51,172413931.0,300039556973.53,5652.56,5481.96,5502.5,483017,深港通工业R,深证系列指数
2505.28,1.5,36726230.0,46545730189.3,2582.32,2489.74,2489.75,399809,保险主题,深证系列指数
4195.05,1.49,124794637.0,465996225632.58,4250.22,4104.13,4135.09,399012,创业300,深证系列指数
2798.88,1.48,54376990.0,170784099352.3,2832.65,2733.87,2741.61,399653,深证龙头,深证系列指数
4848.49,1.47,23002294.0,37608576288.9,4889.94,4776.11,4782.56,983080,深港通制药（港币）,深证系列指数
8050.3,1.47,12208012.0,27786959075.82,8109.07,7948.65,7948.65,983065,深港通食品饮料,深证系列指数
9909.62,1.47,12208012.0,27786959075.82,9981.97,9784.5,9784.5,483065,深港通食品饮料R,深证系列指数
5728.19,1.45,23002294.0,34405762559.06,5778.52,5645.27,5651.91,483079,深港通制药R,深证系列指数
1743.31,1.44,12646405.0,38780667543.47,1743.32,1706.46,1718.1,399959,军工指数,深证系列指数
4073.69,1.42,37001773.0,170127329241.4,4086.23,3997.83,4034.41,989015,智选策略100,深证系列指数
3103.56,1.42,9346921.0,11757646081.45,3117.23,3067.99,3069.38,399232,采矿指数,深证系列指数
4861.63,1.42,37001773.0,170127329241.4,4876.59,4771.08,4814.74,489015,智选策略100R,深证系列指数
1976.66,1.39,22792533.0,26197416293.04,1986.94,1950.38,1950.38,980035,化肥农药,深证系列指数
1987.46,1.39,31179804.0,136940342695.04,2013.05,1949.17,1964.67,470056,深证民企ESGR,深证系列指数
1817.28,1.39,31179804.0,136940342695.04,1840.68,1782.26,1796.43,970056,深证民企ESG,深证系列指数
4167.28,1.39,40241109.0,120900306961.21,4175.06,4105.28,4118.82,399374,中盘成长,深证系列指数
2403.9,1.39,22792533.0,26197416293.04,2416.4,2371.93,2371.93,480035,化肥农药R,深证系列指数
7861.3,1.38,105847817.0,359883914370.78,7926.44,7698.93,7736.03,399004,深证100R,深证系列指数
2523.53,1.37,82278038.0,360738409970.47,2540.05,2482.51,2495.16,399660,中创EW,深证系列指数
2027.57,1.37,42819617.0,195334312586.06,2045.87,1983.94,2000.68,470058,深证民企治理R,深证系列指数
1861.19,1.37,42819617.0,195334312586.06,1877.98,1821.13,1836.5,970058,深证民企治理,深证系列指数
5474.41,1.37,92518917.0,299984506113.62,5523.35,5359.28,5382.58,970027,100ESG,深证系列指数
4983.73,1.37,23002294.0,34405762559.06,5027.52,4911.58,4917.36,983079,深港通制药,深证系列指数
2767.79,1.36,264088333.0,624346877125.18,2778.42,2731.03,2733.43,399378,ESG 300,深证系列指数
1667.13,1.34,148780758.0,481189557868.05,1682.1,1634.11,1643.09,470032,深指ESG增强R,深证系列指数
2759.18,1.34,100266279.0,120968924852.44,2777.38,2733.9,2734.26,399319,资源优势,深证系列指数
6402.37,1.33,105847817.0,359883914370.78,6421.6,6315.96,6323.23,399656,100绩效,深证系列指数
2618.54,1.33,182797279.0,555330211864.62,2642.27,2562.98,2579.56,399641,深证新兴,深证系列指数
3502.15,1.32,67242568.0,197738285369.62,3543.37,3422.43,3445.78,470080,科技50R,深证系列指数
3750.36,1.31,45200943.0,143235024138.17,3815.75,3663.65,3679.8,399258,绿色低碳,深证系列指数
1471.33,1.29,148780758.0,481189557868.05,1484.54,1442.18,1450.11,970032,深指ESG增强,深证系列指数
2372.62,1.29,20683036.0,20128588571.35,2405.01,2347.74,2349.86,487026,港股通新能源R,深证系列指数
2653.86,1.29,163818658.0,390915671517.18,2665.28,2620.34,2621.07,480065,帮扶100R,深证系列指数
2110.64,1.29,163818658.0,390915671517.18,2119.72,2083.98,2084.56,980065,帮扶100,深证系列指数
1951.35,1.29,20683036.0,20128588571.35,1977.98,1930.88,1932.62,987026,港股通新能源,深证系列指数
5360.03,1.28,114470509.0,372642055249.73,5403.15,5249.41,5274.04,399972,300深市,深证系列指数
7673.94,1.27,81696918.0,142174814828.11,7703.98,7636.51,7640.53,989017,质量优势,深证系列指数
11783.59,1.27,81696918.0,142174814828.11,11829.72,11726.12,11732.29,489017,质量优势R,深证系列指数
8243.9,1.27,10492967.0,9829937033.13,8362.12,8155.5,8168.16,483042,深港通服装纺织R（港币）,深证系列指数
2174.98,1.27,101928799.0,225669336877.46,2184.55,2134.02,2152.34,399642,中小新兴,深证系列指数
6481.36,1.27,10492967.0,9829937033.13,6574.31,6411.86,6421.81,983042,深港通服装纺织（港币）,深证系列指数
7042.07,1.27,226748543.0,639100099948.26,7094.3,6919.55,6951.86,399344,深证300R,深证系列指数
8963.65,1.26,45758478.0,177873073957.08,8993.99,8838.81,8847.65,399403,防御100,深证系列指数
5548.61,1.26,105847817.0,359883914370.78,5594.59,5434.01,5460.19,399330,深证100,深证系列指数
2540.02,1.25,41307728.0,118798600528.4,2569.02,2503.52,2506.36,399556,央视生态,深证系列指数
2258.84,1.25,7710061.0,19036475129.85,2269.99,2214.52,2230.48,480014,湾区医药R（港币）,深证系列指数
18145.05,1.23,265720403.0,697053400765.58,18272.88,17840.0,17927.19,470026,深指ESGR,深证系列指数
3269.35,1.21,16086130.0,40834491187.52,3313.36,3231.2,3259.93,470035,深证光伏R,深证系列指数
2997.5,1.21,16086130.0,40834491187.52,3037.85,2962.53,2988.87,970035,深证光伏,深证系列指数
3573.35,1.21,20071318.0,48881716511.42,3574.39,3512.52,3526.13,980076,通用航空,深证系列指数
11064.52,1.21,28459286.0,118788573153.46,11082.38,10943.06,10943.06,399398,绩效指数,深证系列指数
7873.92,1.21,228725190.0,445655058483.5,7901.76,7779.51,7780.59,399399,中经GDP,深证系列指数
3834.0,1.21,20071318.0,48881716511.42,3835.11,3768.73,3783.34,480076,通用航空R,深证系列指数
5351.75,1.2,226748543.0,639100099948.26,5391.45,5258.64,5283.2,399007,深证300,深证系列指数
2506.52,1.19,55317676.0,151220015377.94,2539.26,2467.28,2487.33,399695,深证节能,深证系列指数
1701.87,1.19,19021394.0,59259015633.63,1712.69,1679.75,1692.19,470076,深证绿色化工R,深证系列指数
1938.26,1.19,7710061.0,19036475129.85,1947.82,1900.22,1913.92,980014,湾区医药（港币）,深证系列指数
2032.53,1.19,20683036.0,18414437968.61,2060.3,2012.09,2013.44,987027,港股通新能源（人民币）,深证系列指数
1502.01,1.19,19021394.0,59259015633.63,1511.56,1482.49,1493.47,970076,深证绿色化工,深证系列指数
2471.33,1.19,20683036.0,18414437968.61,2505.1,2446.49,2448.13,487027,港股通新能源R（人民币）,深证系列指数
1504.75,1.18,96259817.0,232296642704.37,1515.63,1478.71,1483.68,480058,绿色治理R,深证系列指数
6663.01,1.17,10492967.0,8992805961.34,6759.96,6593.85,6603.67,983041,深港通服装纺织,深证系列指数
4586.05,1.17,76710538.0,194261584984.24,4593.09,4525.58,4548.1,399658,中小绩效,深证系列指数
8476.56,1.17,10492967.0,8992805961.34,8599.9,8388.57,8401.07,483041,深港通服装纺织R,深证系列指数
13504.95,1.16,265720403.0,697053400765.58,13600.09,13277.91,13342.8,970026,深指ESG,深证系列指数
6849.32,1.15,21406165.0,138806686044.35,6956.79,6705.87,6757.88,399276,创科技,深证系列指数
10918.8,1.15,28115706.0,126961434797.89,10934.86,10799.99,10799.99,399655,深证绩效,深证系列指数
2542.08,1.15,7710061.0,17415302012.75,2555.22,2493.32,2510.88,480013,湾区医药R,深证系列指数
2972.7,1.15,55148774.0,313864574949.03,2988.61,2908.22,2919.99,399405,大盘高贝,深证系列指数
8212.31,1.13,51043329.0,89587410870.38,8314.45,8068.34,8143.68,983040,深港通汽车（港币）,深证系列指数
9765.81,1.13,51043329.0,89587410870.38,9887.26,9594.59,9684.19,483040,深港通汽车R（港币）,深证系列指数
6849.81,1.13,226748543.0,639100099948.26,6875.91,6770.28,6784.72,399657,300绩效,深证系列指数
1978.77,1.12,44075351.0,155846561046.73,2003.89,1939.23,1952.66,470069,深证绿色制造R,深证系列指数
2181.3,1.1,7710061.0,17415302012.75,2192.57,2139.46,2154.52,980013,湾区医药,深证系列指数
5967.39,1.09,37187491.0,58862331890.41,6007.4,5903.4,5919.9,483064,深港通化工R（港币）,深证系列指数
4845.07,1.08,120900726.0,279216185577.48,4875.43,4786.37,4811.89,399009,深证200,深证系列指数
7447.17,1.08,19634554.0,73826428319.31,7469.32,7363.11,7370.04,399553,央视回报,深证系列指数
2960.54,1.08,67242568.0,197738285369.62,2995.37,2893.14,2912.88,970080,科技50,深证系列指数
