序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,指数代码,指数名称,category
160,399370,国证成长,4619.3,1.62,73.85,173198209.0,577468431866.24,2.38,4640.86,4532.86,4542.41,4545.45,1.01,399370,国证成长,深证系列指数
161,483018,深港通工业R（港币）,5418.55,1.6,85.58,172413931.0,327970196040.56,3.18,5494.87,5325.02,5348.11,5332.97,1.03,483018,深港通工业R（港币）,深证系列指数
162,983018,深港通工业（港币）,4553.52,1.6,71.92,172413931.0,327970196040.56,3.19,4617.65,4474.91,4494.32,4481.6,1.03,983018,深港通工业（港币）,深证系列指数
163,983066,深港通食品饮料（港币）,7831.79,1.57,120.76,12208012.0,30373635198.9,1.98,7882.8,7730.38,7730.71,7711.03,0.92,983066,深港通食品饮料（港币）,深证系列指数
164,483066,深港通食品饮料R（港币）,9635.2,1.57,149.0,12208012.0,30373635198.9,1.98,9697.96,9510.45,9510.85,9486.2,0.92,483066,深港通食品饮料R（港币）,深证系列指数
165,399989,中证医疗,7741.66,1.56,119.27,10464417.0,39755693231.01,2.28,7775.12,7601.68,7615.25,7622.39,0.86,399989,中证医疗,深证系列指数
166,399310,国证A50,7575.87,1.56,116.3,84602529.0,311446447137.43,2.51,7609.54,7422.67,7432.41,7459.57,1.24,399310,国证A50,深证系列指数
167,483021,深港通主要消费R,7553.58,1.55,115.05,29927116.0,46105996048.83,1.82,7585.11,7449.55,7449.55,7438.53,0.95,483021,深港通主要消费R,深证系列指数
168,483015,深港通材料R,6802.83,1.55,103.68,110543699.0,151894681752.56,1.73,6844.73,6728.83,6728.83,6699.15,0.99,483015,深港通材料R,深证系列指数
169,483080,深港通制药R（港币）,5569.41,1.55,84.75,23002294.0,37608576288.9,2.38,5617.04,5486.28,5493.68,5484.66,0.76,483080,深港通制药R（港币）,深证系列指数
170,983015,深港通材料,5814.28,1.55,88.52,110543699.0,151894681752.56,1.73,5850.09,5751.03,5751.03,5725.76,0.99,983015,深港通材料,深证系列指数
171,399704,深证上游,5325.01,1.54,80.77,39929995.0,70589903687.02,1.59,5347.27,5263.92,5283.5,5244.24,1.13,399704,深证上游,深证系列指数
172,983021,深港通主要消费,6271.32,1.54,95.35,29927116.0,46105996048.83,1.82,6297.5,6184.95,6184.95,6175.97,0.95,983021,深港通主要消费,深证系列指数
173,399614,深证材料,3063.71,1.53,46.11,60041685.0,98557805298.75,1.57,3076.78,3029.53,3032.21,3017.6,1.0,399614,深证材料,深证系列指数
174,399627,中创价值,2430.66,1.52,36.47,73489110.0,160766821525.71,2.53,2451.58,2390.91,2396.5,2394.19,0.98,399627,中创价值,深证系列指数
175,983017,深港通工业,4682.61,1.51,69.57,172413931.0,300039556973.53,3.11,4749.13,4605.79,4623.04,4613.04,1.03,983017,深港通工业,深证系列指数
176,470027,100ESGR,7776.57,1.51,115.32,92518917.0,299984506113.62,3.04,7846.09,7613.02,7646.12,7661.25,1.05,470027,100ESGR,深证系列指数
177,483017,深港通工业R,5573.39,1.51,82.8,172413931.0,300039556973.53,3.11,5652.56,5481.96,5502.5,5490.59,1.03,483017,深港通工业R,深证系列指数
178,399809,保险主题,2505.28,1.5,36.94,36726230.0,46545730189.3,3.75,2582.32,2489.74,2489.75,2468.34,1.14,399809,保险主题,深证系列指数
179,399012,创业300,4195.05,1.49,61.55,124794637.0,465996225632.58,3.53,4250.22,4104.13,4135.09,4133.5,0.89,399012,创业300,深证系列指数
180,399653,深证龙头,2798.88,1.48,40.84,54376990.0,170784099352.3,3.58,2832.65,2733.87,2741.61,2758.04,0.97,399653,深证龙头,深证系列指数
181,983080,深港通制药（港币）,4848.49,1.47,70.31,23002294.0,37608576288.9,2.38,4889.94,4776.11,4782.56,4778.18,0.76,983080,深港通制药（港币）,深证系列指数
182,983065,深港通食品饮料,8050.3,1.47,116.59,12208012.0,27786959075.82,2.02,8109.07,7948.65,7948.65,7933.71,0.92,983065,深港通食品饮料,深证系列指数
183,483065,深港通食品饮料R,9909.62,1.47,143.96,12208012.0,27786959075.82,2.02,9981.97,9784.5,9784.5,9765.66,0.92,483065,深港通食品饮料R,深证系列指数
184,483079,深港通制药R,5728.19,1.45,81.8,23002294.0,34405762559.06,2.36,5778.52,5645.27,5651.91,5646.39,0.76,483079,深港通制药R,深证系列指数
185,399959,军工指数,1743.31,1.44,24.83,12646405.0,38780667543.47,2.14,1743.32,1706.46,1718.1,1718.48,1.13,399959,军工指数,深证系列指数
186,989015,智选策略100,4073.69,1.42,57.04,37001773.0,170127329241.4,2.2,4086.23,3997.83,4034.41,4016.65,1.05,989015,智选策略100,深证系列指数
187,399232,采矿指数,3103.56,1.42,43.59,9346921.0,11757646081.45,1.61,3117.23,3067.99,3069.38,3059.97,0.91,399232,采矿指数,深证系列指数
188,489015,智选策略100R,4861.63,1.42,68.08,37001773.0,170127329241.4,2.2,4876.59,4771.08,4814.74,4793.55,1.05,489015,智选策略100R,深证系列指数
189,980035,化肥农药,1976.66,1.39,27.12,22792533.0,26197416293.04,1.88,1986.94,1950.38,1950.38,1949.54,0.89,980035,化肥农药,深证系列指数
190,470056,深证民企ESGR,1987.46,1.39,27.31,31179804.0,136940342695.04,3.26,2013.05,1949.17,1964.67,1960.15,1.01,470056,深证民企ESGR,深证系列指数
191,970056,深证民企ESG,1817.28,1.39,24.98,31179804.0,136940342695.04,3.26,1840.68,1782.26,1796.43,1792.3,1.01,970056,深证民企ESG,深证系列指数
192,399374,中盘成长,4167.28,1.39,57.19,40241109.0,120900306961.21,1.7,4175.06,4105.28,4118.82,4110.09,0.93,399374,中盘成长,深证系列指数
193,480035,化肥农药R,2403.9,1.39,32.99,22792533.0,26197416293.04,1.88,2416.4,2371.93,2371.93,2370.91,0.89,480035,化肥农药R,深证系列指数
194,399004,深证100R,7861.3,1.38,106.67,105847817.0,359883914370.78,2.93,7926.44,7698.93,7736.03,7754.63,1.04,399004,深证100R,深证系列指数
195,399660,中创EW,2523.53,1.37,34.01,82278038.0,360738409970.47,2.31,2540.05,2482.51,2495.16,2489.52,1.09,399660,中创EW,深证系列指数
196,470058,深证民企治理R,2027.57,1.37,27.34,42819617.0,195334312586.06,3.1,2045.87,1983.94,2000.68,2000.23,1.2,470058,深证民企治理R,深证系列指数
197,970058,深证民企治理,1861.19,1.37,25.11,42819617.0,195334312586.06,3.1,1877.98,1821.13,1836.5,1836.08,1.2,970058,深证民企治理,深证系列指数
198,970027,100ESG,5474.41,1.37,74.0,92518917.0,299984506113.62,3.04,5523.35,5359.28,5382.58,5400.41,1.05,970027,100ESG,深证系列指数
199,983079,深港通制药,4983.73,1.37,67.59,23002294.0,34405762559.06,2.36,5027.52,4911.58,4917.36,4916.14,0.76,983079,深港通制药,深证系列指数
200,399378,ESG 300,2767.79,1.36,37.1,264088333.0,624346877125.18,1.74,2778.42,2731.03,2733.43,2730.69,1.1,399378,ESG 300,深证系列指数
201,470032,深指ESG增强R,1667.13,1.34,22.02,148780758.0,481189557868.05,2.92,1682.1,1634.11,1643.09,1645.11,1.02,470032,深指ESG增强R,深证系列指数
202,399319,资源优势,2759.18,1.34,36.44,100266279.0,120968924852.44,1.6,2777.38,2733.9,2734.26,2722.74,1.01,399319,资源优势,深证系列指数
203,399656,100绩效,6402.37,1.33,83.98,105847817.0,359883914370.78,1.67,6421.6,6315.96,6323.23,6318.39,1.04,399656,100绩效,深证系列指数
204,399641,深证新兴,2618.54,1.33,34.47,182797279.0,555330211864.62,3.07,2642.27,2562.98,2579.56,2584.07,0.98,399641,深证新兴,深证系列指数
205,470080,科技50R,3502.15,1.32,45.52,67242568.0,197738285369.62,3.5,3543.37,3422.43,3445.78,3456.63,1.04,470080,科技50R,深证系列指数
206,399258,绿色低碳,3750.36,1.31,48.64,45200943.0,143235024138.17,4.11,3815.75,3663.65,3679.8,3701.72,1.14,399258,绿色低碳,深证系列指数
207,970032,深指ESG增强,1471.33,1.29,18.8,148780758.0,481189557868.05,2.92,1484.54,1442.18,1450.11,1452.53,1.02,970032,深指ESG增强,深证系列指数
208,487026,港股通新能源R,2372.62,1.29,30.13,20683036.0,20128588571.35,2.44,2405.01,2347.74,2349.86,2342.49,1.24,487026,港股通新能源R,深证系列指数
209,480065,帮扶100R,2653.86,1.29,33.72,163818658.0,390915671517.18,1.72,2665.28,2620.34,2621.07,2620.14,1.24,480065,帮扶100R,深证系列指数
210,980065,帮扶100,2110.64,1.29,26.82,163818658.0,390915671517.18,1.72,2119.72,2083.98,2084.56,2083.82,1.24,980065,帮扶100,深证系列指数
211,987026,港股通新能源,1951.35,1.29,24.79,20683036.0,20128588571.35,2.44,1977.98,1930.88,1932.62,1926.56,1.24,987026,港股通新能源,深证系列指数
212,399972,300深市,5360.03,1.28,67.59,114470509.0,372642055249.73,2.9,5403.15,5249.41,5274.04,5292.44,1.06,399972,300深市,深证系列指数
213,989017,质量优势,7673.94,1.27,96.08,81696918.0,142174814828.11,0.89,7703.98,7636.51,7640.53,7577.86,1.15,989017,质量优势,深证系列指数
214,489017,质量优势R,11783.59,1.27,147.53,81696918.0,142174814828.11,0.89,11829.72,11726.12,11732.29,11636.06,1.15,489017,质量优势R,深证系列指数
215,483042,深港通服装纺织R（港币）,8243.9,1.27,103.11,10492967.0,9829937033.13,2.54,8362.12,8155.5,8168.16,8140.79,0.9,483042,深港通服装纺织R（港币）,深证系列指数
216,399642,中小新兴,2174.98,1.27,27.29,101928799.0,225669336877.46,2.35,2184.55,2134.02,2152.34,2147.69,0.99,399642,中小新兴,深证系列指数
217,983042,深港通服装纺织（港币）,6481.36,1.27,81.06,10492967.0,9829937033.13,2.54,6574.31,6411.86,6421.81,6400.3,0.9,983042,深港通服装纺织（港币）,深证系列指数
218,399344,深证300R,7042.07,1.27,88.51,226748543.0,639100099948.26,2.51,7094.3,6919.55,6951.86,6953.56,0.97,399344,深证300R,深证系列指数
219,399403,防御100,8963.65,1.26,111.56,45758478.0,177873073957.08,1.75,8993.99,8838.81,8847.65,8852.09,0.88,399403,防御100,深证系列指数
220,399330,深证100,5548.61,1.26,69.16,105847817.0,359883914370.78,2.93,5594.59,5434.01,5460.19,5479.45,1.04,399330,深证100,深证系列指数
221,399556,央视生态,2540.02,1.25,31.48,41307728.0,118798600528.4,2.61,2569.02,2503.52,2506.36,2508.54,1.22,399556,央视生态,深证系列指数
222,480014,湾区医药R（港币）,2258.84,1.25,27.91,7710061.0,19036475129.85,2.49,2269.99,2214.52,2230.48,2230.93,0.87,480014,湾区医药R（港币）,深证系列指数
223,470026,深指ESGR,18145.05,1.23,221.23,265720403.0,697053400765.58,2.42,18272.88,17840.0,17927.19,17923.82,0.96,470026,深指ESGR,深证系列指数
224,470035,深证光伏R,3269.35,1.21,39.16,16086130.0,40834491187.52,2.54,3313.36,3231.2,3259.93,3230.19,0.91,470035,深证光伏R,深证系列指数
225,970035,深证光伏,2997.5,1.21,35.9,16086130.0,40834491187.52,2.54,3037.85,2962.53,2988.87,2961.6,0.91,970035,深证光伏,深证系列指数
226,980076,通用航空,3573.35,1.21,42.66,20071318.0,48881716511.42,1.75,3574.39,3512.52,3526.13,3530.69,1.01,980076,通用航空,深证系列指数
227,399398,绩效指数,11064.52,1.21,132.52,28459286.0,118788573153.46,1.27,11082.38,10943.06,10943.06,10932.0,1.05,399398,绩效指数,深证系列指数
228,399399,中经GDP,7873.92,1.21,93.88,228725190.0,445655058483.5,1.57,7901.76,7779.51,7780.59,7780.04,1.09,399399,中经GDP,深证系列指数
229,480076,通用航空R,3834.0,1.21,45.77,20071318.0,48881716511.42,1.75,3835.11,3768.73,3783.34,3788.23,1.01,480076,通用航空R,深证系列指数
230,399007,深证300,5351.75,1.2,63.37,226748543.0,639100099948.26,2.51,5391.45,5258.64,5283.2,5288.38,0.97,399007,深证300,深证系列指数
231,399695,深证节能,2506.52,1.19,29.47,55317676.0,151220015377.94,2.91,2539.26,2467.28,2487.33,2477.05,1.15,399695,深证节能,深证系列指数
232,470076,深证绿色化工R,1701.87,1.19,20.08,19021394.0,59259015633.63,1.96,1712.69,1679.75,1692.19,1681.79,1.02,470076,深证绿色化工R,深证系列指数
233,980014,湾区医药（港币）,1938.26,1.19,22.88,7710061.0,19036475129.85,2.49,1947.82,1900.22,1913.92,1915.38,0.87,980014,湾区医药（港币）,深证系列指数
234,987027,港股通新能源（人民币）,2032.53,1.19,23.91,20683036.0,18414437968.61,2.4,2060.3,2012.09,2013.44,2008.62,1.24,987027,港股通新能源（人民币）,深证系列指数
235,970076,深证绿色化工,1502.01,1.19,17.64,19021394.0,59259015633.63,1.96,1511.56,1482.49,1493.47,1484.37,1.02,970076,深证绿色化工,深证系列指数
236,487027,港股通新能源R（人民币）,2471.33,1.19,29.07,20683036.0,18414437968.61,2.4,2505.1,2446.49,2448.13,2442.26,1.24,487027,港股通新能源R（人民币）,深证系列指数
237,480058,绿色治理R,1504.75,1.18,17.52,96259817.0,232296642704.37,2.48,1515.63,1478.71,1483.68,1487.23,0.98,480058,绿色治理R,深证系列指数
238,983041,深港通服装纺织,6663.01,1.17,77.08,10492967.0,8992805961.34,2.52,6759.96,6593.85,6603.67,6585.93,0.9,983041,深港通服装纺织,深证系列指数
239,399658,中小绩效,4586.05,1.17,53.13,76710538.0,194261584984.24,1.49,4593.09,4525.58,4548.1,4532.92,1.01,399658,中小绩效,深证系列指数
240,483041,深港通服装纺织R,8476.56,1.17,98.05,10492967.0,8992805961.34,2.52,8599.9,8388.57,8401.07,8378.51,0.9,483041,深港通服装纺织R,深证系列指数
241,970026,深指ESG,13504.95,1.16,155.25,265720403.0,697053400765.58,2.41,13600.09,13277.91,13342.8,13349.7,0.96,970026,深指ESG,深证系列指数
242,399276,创科技,6849.32,1.15,78.06,21406165.0,138806686044.35,3.71,6956.79,6705.87,6757.88,6771.26,0.96,399276,创科技,深证系列指数
243,399655,深证绩效,10918.8,1.15,124.62,28115706.0,126961434797.89,1.25,10934.86,10799.99,10799.99,10794.18,1.01,399655,深证绩效,深证系列指数
244,480013,湾区医药R,2542.08,1.15,29.02,7710061.0,17415302012.75,2.46,2555.22,2493.32,2510.88,2513.06,0.87,480013,湾区医药R,深证系列指数
245,399405,大盘高贝,2972.7,1.15,33.81,55148774.0,313864574949.03,2.74,2988.61,2908.22,2919.99,2938.89,1.04,399405,大盘高贝,深证系列指数
246,983040,深港通汽车（港币）,8212.31,1.13,91.55,51043329.0,89587410870.38,3.03,8314.45,8068.34,8143.68,8120.76,1.02,983040,深港通汽车（港币）,深证系列指数
247,483040,深港通汽车R（港币）,9765.81,1.13,108.88,51043329.0,89587410870.38,3.03,9887.26,9594.59,9684.19,9656.93,1.02,483040,深港通汽车R（港币）,深证系列指数
248,399657,300绩效,6849.81,1.13,76.44,226748543.0,639100099948.26,1.56,6875.91,6770.28,6784.72,6773.37,0.97,399657,300绩效,深证系列指数
249,470069,深证绿色制造R,1978.77,1.12,21.88,44075351.0,155846561046.73,3.3,2003.89,1939.23,1952.66,1956.89,1.08,470069,深证绿色制造R,深证系列指数
250,980013,湾区医药,2181.3,1.1,23.7,7710061.0,17415302012.75,2.46,2192.57,2139.46,2154.52,2157.6,0.87,980013,湾区医药,深证系列指数
251,483064,深港通化工R（港币）,5967.39,1.09,64.17,37187491.0,58862331890.41,1.76,6007.4,5903.4,5919.9,5903.22,0.91,483064,深港通化工R（港币）,深证系列指数
252,399009,深证200,4845.07,1.08,51.61,120900726.0,279216185577.48,1.86,4875.43,4786.37,4811.89,4793.46,0.92,399009,深证200,深证系列指数
253,399553,央视回报,7447.17,1.08,79.78,19634554.0,73826428319.31,1.44,7469.32,7363.11,7370.04,7367.39,1.16,399553,央视回报,深证系列指数
254,970080,科技50,2960.54,1.08,31.73,67242568.0,197738285369.62,3.49,2995.37,2893.14,2912.88,2928.81,1.04,970080,科技50,深证系列指数
255,983064,深港通化工（港币）,5352.96,1.08,57.33,37187491.0,58862331890.41,1.76,5388.85,5295.56,5310.36,5295.63,0.91,983064,深港通化工（港币）,深证系列指数
256,399679,深证200R,5847.25,1.08,62.33,120900726.0,279216185577.48,1.86,5883.89,5776.42,5807.22,5784.92,0.92,399679,深证200R,深证系列指数
257,399283,机器人50,4198.44,1.07,44.53,21407586.0,63406395215.96,2.58,4237.55,4130.39,4168.22,4153.91,0.87,399283,机器人50,深证系列指数
258,399002,深成指R,16994.93,1.06,177.65,606327632.0,805402226294.13,2.25,17122.13,16744.38,16824.23,16817.28,0.89,399002,深成指R,深证系列指数
259,470042,新材料50R,3649.52,1.06,38.31,34217337.0,101953615167.33,2.94,3686.69,3580.44,3631.5,3611.21,1.12,470042,新材料50R,深证系列指数
260,970042,新材料50,3267.79,1.06,34.19,34217337.0,101953615167.33,2.94,3301.08,3205.94,3251.66,3233.6,1.12,970042,新材料50,深证系列指数
261,483039,深港通汽车R,10042.63,1.03,102.51,51043329.0,81957991527.99,2.95,10167.32,9874.53,9961.52,9940.12,1.02,483039,深港通汽车R,深证系列指数
262,970060,深证ESG成长,1863.3,1.03,18.94,21660615.0,138665139981.7,3.5,1883.85,1819.21,1839.67,1844.36,1.01,970060,深证ESG成长,深证系列指数
263,470060,深证ESG成长R,1994.64,1.03,20.27,21660615.0,138665139981.7,3.5,2016.65,1947.45,1969.35,1974.37,1.01,470060,深证ESG成长R,深证系列指数
264,983039,深港通汽车,8442.04,1.03,86.18,51043329.0,81957991527.99,2.95,8546.85,8300.73,8373.86,8355.86,1.02,983039,深港通汽车,深证系列指数
265,399640,创业基础,2786.02,1.03,28.37,207869335.0,616713375320.75,3.06,2819.47,2734.95,2757.51,2757.65,0.86,399640,创业基础,深证系列指数
266,483002,内地100R(港币),2435.65,1.02,24.56,90551465.0,361232040401.81,2.27,2458.0,2403.26,2412.56,2411.09,1.06,483002,内地100R(港币),深证系列指数
267,980058,绿色治理,1288.81,1.01,12.85,96259817.0,232296642704.37,2.48,1298.12,1266.5,1270.75,1275.96,0.98,980058,绿色治理,深证系列指数
268,980015,疫苗生科,7107.21,1.0,70.37,11318523.0,47200182912.82,2.25,7164.67,7006.49,7024.3,7036.84,0.94,980015,疫苗生科,深证系列指数
269,480015,疫苗生科R,8550.21,1.0,84.66,11318523.0,47200182912.82,2.25,8619.33,8429.04,8450.47,8465.55,0.94,480015,疫苗生科R,深证系列指数
270,399850,深证50,8719.38,0.99,85.61,63007706.0,253396345781.2,3.06,8799.55,8535.61,8582.98,8633.77,1.04,399850,深证50,深证系列指数
271,483063,深港通化工R,6139.73,0.99,60.24,37187491.0,53849484483.35,1.68,6179.99,6077.85,6092.6,6079.49,0.91,483063,深港通化工R,深证系列指数
272,399625,中创500,2284.53,0.99,22.37,283416295.0,761968271166.68,2.49,2304.16,2247.92,2264.47,2262.16,0.94,399625,中创500,深证系列指数
273,399001,深证成指,12696.15,0.99,124.78,900391593.0,1576605426828.8633,2.24,12791.18,12508.97,12568.63,12571.37,0.88,399001,深证成指,深证系列指数
274,983063,深港通化工,5502.19,0.99,53.74,37187491.0,53849484483.35,1.68,5538.28,5446.74,5459.96,5448.45,0.91,983063,深港通化工,深证系列指数
275,483092,深港通50R（港币）,2289.63,0.98,22.33,58709812.0,263091313825.54,2.33,2311.28,2258.43,2266.74,2267.3,1.09,483092,深港通50R（港币）,深证系列指数
276,399312,国证300,5227.6,0.97,50.19,305163193.0,871616019840.61,1.78,5249.31,5157.3,5167.03,5177.41,1.05,399312,国证300,深证系列指数
277,399391,投资时钟,3344.29,0.95,31.41,76376473.0,147560739706.39,1.58,3366.96,3314.68,3314.68,3312.88,1.16,399391,投资时钟,深证系列指数
278,983002,内地100(港币),1827.77,0.94,17.11,90551465.0,361232040401.81,2.27,1844.54,1803.46,1810.45,1810.66,1.06,983002,内地100(港币),深证系列指数
279,399102,创业板综,3734.54,0.94,34.82,284075157.0,763779377587.88,2.8,3774.82,3671.13,3698.75,3699.72,0.86,399102,创业板综,深证系列指数
280,399662,深证高贝,2201.38,0.94,20.57,76050292.0,359709832935.93,2.86,2226.76,2164.45,2182.91,2180.81,1.02,399662,深证高贝,深证系列指数
281,470065,深证优质信披R,3503.99,0.93,32.34,225508730.0,634547885880.0,2.27,3528.4,3449.57,3468.96,3471.65,0.98,470065,深证优质信披R,深证系列指数
282,399351,创新示范,10641.52,0.92,97.05,72776250.0,206989547044.96,2.07,10691.93,10473.81,10535.3,10544.47,0.94,399351,创新示范,深证系列指数
283,483001,内地100R,2727.85,0.92,24.94,90551465.0,330468925071.48,2.22,2752.78,2692.79,2702.76,2702.91,1.06,483001,内地100R,深证系列指数
284,483074,深港通零售R（港币）,2610.29,0.89,22.96,13765536.0,35350898459.55,1.57,2624.08,2583.5,2594.79,2587.33,0.71,483074,深港通零售R（港币）,深证系列指数
285,483091,深港通50R,2341.66,0.89,20.63,58709812.0,240686032732.62,2.28,2363.72,2310.74,2318.91,2321.03,1.09,483091,深港通50R,深证系列指数
286,983092,深港通50（港币）,1853.55,0.88,16.13,58709812.0,263091313825.54,2.33,1871.08,1828.29,1835.02,1837.42,1.09,983092,深港通50（港币）,深证系列指数
287,983074,深港通零售（港币）,2338.38,0.88,20.4,13765536.0,35350898459.55,1.57,2350.74,2314.38,2324.5,2317.98,0.71,983074,深港通零售（港币）,深证系列指数
288,399315,巨潮中盘,4503.32,0.86,38.51,187152337.0,406192655949.21,1.44,4526.52,4462.38,4478.47,4464.81,0.93,399315,巨潮中盘,深证系列指数
289,399355,长三角,3763.72,0.85,31.59,48704965.0,132166438707.41,1.3,3777.83,3729.15,3736.9,3732.13,1.41,399355,长三角,深证系列指数
290,970065,深证优质信披,2886.51,0.85,24.27,225508730.0,634547885880.0,2.27,2906.62,2841.68,2857.65,2862.24,0.98,970065,深证优质信披,深证系列指数
291,983001,内地100,2047.04,0.85,17.23,90551465.0,330468925071.48,2.22,2065.76,2020.74,2028.22,2029.81,1.06,983001,内地100,深证系列指数
292,399634,中小等权,4036.0,0.84,33.68,76710538.0,194261584984.24,1.52,4053.44,3992.57,4014.99,4002.32,1.01,399634,中小等权,深证系列指数
293,483008,深港通100R(港币),8525.84,0.84,71.34,95722529.0,347584928827.92,2.05,8605.11,8431.55,8453.84,8454.5,1.07,483008,深港通100R(港币),深证系列指数
294,399602,中小成长,1177.35,0.84,9.76,59489173.0,155020547583.68,2.23,1185.55,1159.49,1168.08,1167.59,0.95,399602,中小成长,深证系列指数
295,483104,内地医疗器械R(港币),1964.83,0.83,16.2,7380615.0,20544214814.65,1.64,1977.52,1945.55,1951.42,1948.63,0.87,483104,内地医疗器械R(港币),深证系列指数
296,970064,深证国企股东回报,1647.93,0.8,13.07,42998262.0,47950374345.13,1.03,1655.66,1638.83,1638.85,1634.86,1.01,970064,深证国企股东回报,深证系列指数
297,399313,巨潮100,5331.43,0.8,42.46,162901596.0,453651101780.7,1.69,5358.38,5269.24,5271.93,5288.97,1.26,399313,巨潮100,深证系列指数
298,399333,中小100R,9462.45,0.8,75.07,76710538.0,194261584984.24,1.86,9510.38,9335.33,9394.85,9387.38,1.01,399333,中小100R,深证系列指数
299,470064,深证国企股东回报R,2245.15,0.8,17.8,42998262.0,47950374345.13,1.03,2255.68,2232.76,2232.79,2227.35,1.01,470064,深证国企股东回报R,深证系列指数
300,399005,中小100,7780.4,0.8,61.74,76710538.0,194261584984.24,1.86,7819.8,7675.87,7724.81,7718.66,1.01,399005,中小100,深证系列指数
301,483073,深港通零售R,2684.82,0.79,21.08,13765536.0,32340396112.25,1.53,2699.08,2658.39,2669.64,2663.74,0.71,483073,深港通零售R,深证系列指数
302,980073,生猪指数,3088.89,0.79,24.06,9976453.0,12427109969.54,1.37,3106.58,3064.56,3064.56,3064.83,0.78,980073,生猪指数,深证系列指数
303,983104,内地医疗器械(港币),1738.35,0.78,13.46,7380615.0,20544214814.65,1.64,1749.57,1721.29,1726.48,1724.89,0.87,983104,内地医疗器械(港币),深证系列指数
304,489001,新华500R,7278.23,0.78,56.67,478144709.0,1116137788107.93,1.47,7314.17,7208.15,7217.27,7221.56,1.06,489001,新华500R,深证系列指数
305,399967,中证军工,13378.55,0.78,103.02,36129651.0,104241956733.22,1.49,13379.39,13182.02,13271.6,13275.53,0.99,399967,中证军工,深证系列指数
306,399233,制造指数,3222.97,0.78,24.93,545891454.0,1115599171179.18,2.17,3249.62,3180.31,3197.38,3198.04,0.88,399233,制造指数,深证系列指数
307,399231,农林指数,1440.87,0.78,11.21,8979190.0,8395005474.54,1.65,1450.73,1427.1,1427.84,1429.66,0.82,399231,农林指数,深证系列指数
308,983091,深港通50,1895.68,0.78,14.71,58709812.0,240686032732.62,2.28,1913.53,1870.64,1877.25,1880.97,1.09,983091,深港通50,深证系列指数
309,480073,生猪指数R,3683.28,0.78,28.68,9976453.0,12427109969.54,1.37,3704.38,3654.28,3654.28,3654.6,0.78,480073,生猪指数R,深证系列指数
310,487006,港股科技R,2959.05,0.78,22.86,47154752.0,91059329818.39,2.5,2990.15,2916.7,2946.69,2936.19,1.25,487006,港股科技R,深证系列指数
311,983073,深港通零售,2404.37,0.78,18.71,13765536.0,32340396112.25,1.53,2417.15,2380.71,2390.78,2385.66,0.71,983073,深港通零售,深证系列指数
312,987006,港股科技,2686.04,0.78,20.75,47154752.0,91059329818.39,2.5,2714.27,2647.6,2674.82,2665.29,1.25,987006,港股科技,深证系列指数
313,399686,深成金融,2397.88,0.77,18.25,43445972.0,64012484349.12,1.96,2421.43,2374.87,2385.31,2379.63,1.03,399686,深成金融,深证系列指数
314,983008,深港通100(港币),6760.34,0.76,51.19,95722529.0,347584928827.92,2.05,6823.19,6685.57,6703.25,6709.15,1.07,983008,深港通100(港币),深证系列指数
315,483007,深港通100R,8764.24,0.75,65.06,95722529.0,317984030179.53,2.0,8845.41,8671.02,8692.69,8699.18,1.07,483007,深港通100R,深证系列指数
316,970069,深证绿色制造,1702.37,0.75,12.72,44075351.0,155846561046.73,3.29,1723.98,1668.36,1679.91,1689.65,1.08,970069,深证绿色制造,深证系列指数
317,399400,大中盘,4048.6,0.75,30.14,479973789.0,1096794986628.03,1.47,4068.47,4009.55,4014.63,4018.46,1.06,399400,大中盘,深证系列指数
318,989001,新华500,4958.63,0.75,37.02,478144709.0,1116137788107.93,1.47,4983.11,4910.88,4917.09,4921.61,1.06,989001,新华500,深证系列指数
319,399812,养老产业,6743.42,0.74,49.7,25520770.0,70098554756.61,1.05,6769.95,6699.72,6701.25,6693.72,1.14,399812,养老产业,深证系列指数
320,399300,沪深300,4496.76,0.74,32.98,351938947.0,831194066157.9,1.44,4516.84,4452.36,4455.8,4463.78,1.14,399300,沪深300,深证系列指数
321,483103,内地医疗器械R,2200.54,0.74,16.07,7380615.0,18794629089.16,1.56,2215.26,2181.09,2186.14,2184.47,0.87,483103,内地医疗器械R,深证系列指数
322,399306,深证ETF,1763.84,0.74,12.88,790827998.0,129836511823.601,1.67,1770.77,1741.52,1748.89,1750.96,1.05,399306,深证ETF,深证系列指数
323,983052,深港通农牧渔（港币）,4622.47,0.73,33.29,9353405.0,10083392594.93,1.21,4645.28,4589.75,4590.08,4589.18,0.77,983052,深港通农牧渔（港币）,深证系列指数
324,399103,乐富指数,8774.52,0.73,63.29,798325451.0,131016580917.429,1.61,8807.0,8667.14,8701.85,8711.23,1.05,399103,乐富指数,深证系列指数
325,483052,深港通农牧渔R（港币）,5225.65,0.73,37.64,9353405.0,10083392594.93,1.21,5251.43,5188.66,5189.03,5188.01,0.77,483052,深港通农牧渔R（港币）,深证系列指数
326,987024,港股通消费,1253.41,0.73,9.05,6138352.0,14407643599.13,1.29,1266.73,1250.69,1250.69,1244.36,0.96,987024,港股通消费,深证系列指数
327,399903,中证100,4264.38,0.72,30.67,160602341.0,447728826794.4,1.76,4285.57,4210.97,4215.12,4233.71,1.1,399903,中证100,深证系列指数
